"symbol","time","close","open","high","low","vol"
"HNA",1696818000,17.6,17.6,17.6,17.6,200
"HNA",1696818300,17.6,17.6,17.6,17.6,2000
"HNA",1696818600,17.6,17.6,17.6,17.6,1700
"HNA",1696818900,17.7,17.6,17.7,17.6,59300
"HNA",1696819200,17.6,17.6,17.6,17.6,200
"HNA",1696819500,17.6,17.6,17.6,17.6,800
"HNA",1696819800,17.7,17.7,17.7,17.7,1700
"HNA",1696820100,17.7,17.7,17.7,17.7,3100
"HNA",1696822200,17.7,17.7,17.7,17.7,400
"HNA",1696823400,17.6,17.6,17.6,17.6,600
"HNA",1696831200,17.7,17.6,17.7,17.6,2800
"HNA",1696832400,17.8,17.8,17.8,17.8,5100
"HNA",1697004000,17.8,17.8,17.8,17.8,100
"HNA",1697006400,17.8,17.8,17.8,17.8,100
"HNA",1697009700,17.8,17.8,17.8,17.8,59000
"HNA",1697095200,17.8,17.8,17.8,17.8,100
