"symbol","time","close","open","high","low","vol"
"VIX",1696817700,15.15,15.25,15.35,15.15,2404200
"VIX",1696818000,15.2,15.15,15.2,15.05,542600
"VIX",1696818300,15.4,15.2,15.45,15.2,1447400
"VIX",1696818600,15.3,15.4,15.45,15.3,778000
"VIX",1696818900,15.3,15.3,15.35,15.2,562900
"VIX",1696819200,15.3,15.25,15.3,15.25,664400
"VIX",1696819500,15.3,15.3,15.3,15.25,276600
"VIX",1696819800,15.25,15.3,15.3,15.2,502000
"VIX",1696820100,15.25,15.25,15.3,15.2,392600
"VIX",1696820400,15.2,15.25,15.3,15.2,569400
"VIX",1696820700,15.25,15.2,15.25,15.15,399200
"VIX",1696821000,15.3,15.25,15.3,15.15,655700
"VIX",1696821300,15.3,15.25,15.3,15.25,63100
"VIX",1696821600,15.3,15.3,15.3,15.2,443100
"VIX",1696821900,15.25,15.3,15.35,15.2,783200
"VIX",1696822200,15.3,15.25,15.3,15.25,341700
"VIX",1696822500,15.25,15.3,15.35,15.25,140100
"VIX",1696822800,15.2,15.25,15.3,15.2,342400
"VIX",1696823100,15.25,15.2,15.3,15.2,254900
"VIX",1696823400,15.2,15.25,15.25,15.2,229300
"VIX",1696823700,15.2,15.2,15.25,15.15,244500
"VIX",1696824000,15.2,15.2,15.2,15.15,157700
"VIX",1696824300,15.2,15.2,15.25,15.15,137900
"VIX",1696824600,15.25,15.2,15.25,15.2,113800
"VIX",1696824900,15.25,15.25,15.3,15.25,49000
"VIX",1696825200,15.25,15.25,15.3,15.2,190100
"VIX",1696825500,15.25,15.25,15.25,15.2,120100
"VIX",1696833300,15.3,15.25,15.55,15.15,4711500
"VIX",1696833600,15.3,15.3,15.35,15.25,278100
"VIX",1696833900,15.3,15.3,15.35,15.3,254200
"VIX",1696834200,15.25,15.3,15.3,15.15,873400
"VIX",1696834500,15.25,15.2,15.35,15.2,1184200
"VIX",1696834800,15.35,15.25,15.35,15.25,234200
"VIX",1696835100,15.4,15.35,15.4,15.3,381900
"VIX",1696835400,15.45,15.4,15.5,15.35,913500
"VIX",1696835700,15.4,15.45,15.5,15.4,890900
"VIX",1696836000,15.4,15.4,15.45,15.35,424900
"VIX",1696836300,15.35,15.4,15.45,15.3,1447600
"VIX",1696836600,15.4,15.4,15.4,15.4,500
"VIX",1696837500,15.45,15.45,15.45,15.45,915500
"VIX",1696904100,15.7,15.7,15.8,15.65,975700
"VIX",1696904400,15.6,15.7,15.75,15.6,819300
"VIX",1696904700,15.6,15.6,15.65,15.55,452400
"VIX",1696905000,15.7,15.6,15.7,15.55,922700
"VIX",1696905300,15.8,15.7,15.8,15.7,1038900
"VIX",1696905600,15.7,15.8,15.8,15.7,696500
"VIX",1696905900,15.7,15.75,15.75,15.7,277100
"VIX",1696906200,15.7,15.75,15.75,15.7,217900
"VIX",1696906500,15.9,15.7,15.9,15.7,1700000
"VIX",1696906800,15.9,15.9,15.95,15.85,786800
"VIX",1696907100,15.9,15.9,15.95,15.9,442400
"VIX",1696907400,15.9,15.9,15.95,15.9,591000
"VIX",1696907700,15.85,15.9,15.9,15.85,165300
"VIX",1696908000,15.85,15.9,15.9,15.85,139500
"VIX",1696908300,15.9,15.85,15.9,15.85,221500
"VIX",1696908600,15.9,15.9,15.95,15.85,574800
"VIX",1696908900,15.9,15.9,15.95,15.85,250800
"VIX",1696909200,15.9,15.9,15.95,15.85,510800
"VIX",1696909500,15.95,15.9,15.95,15.9,180500
"VIX",1696909800,16,15.95,16,15.9,674600
"VIX",1696910100,16.1,16,16.15,15.95,1802900
"VIX",1696910400,16.05,16.1,16.15,16.05,519000
"VIX",1696910700,16.1,16.05,16.1,16,292500
"VIX",1696911000,16,16.1,16.1,16,273600
"VIX",1696911300,16,16,16,15.95,424400
"VIX",1696911600,15.95,15.95,16,15.95,120200
"VIX",1696911900,16,15.95,16,15.95,82500
"VIX",1696917600,15.95,15.95,16,15.9,817900
"VIX",1696917900,15.95,15.95,16,15.9,757700
"VIX",1696918200,15.9,15.9,15.95,15.75,2125900
"VIX",1696918500,15.95,15.9,16,15.85,841200
"VIX",1696918800,15.9,15.95,16,15.85,806600
"VIX",1696919100,15.85,15.9,15.9,15.8,655500
"VIX",1696919400,15.85,15.85,15.9,15.8,425800
"VIX",1696919700,15.9,15.85,15.9,15.8,266400
"VIX",1696920000,15.9,15.9,15.9,15.85,167400
"VIX",1696920300,15.8,15.9,15.9,15.75,813800
"VIX",1696920600,15.65,15.8,15.8,15.65,1316900
"VIX",1696920900,15.85,15.65,15.85,15.65,1093700
"VIX",1696921200,15.8,15.85,15.9,15.8,610400
"VIX",1696921500,15.75,15.85,15.85,15.7,337300
"VIX",1696921800,15.75,15.75,15.8,15.7,579100
"VIX",1696922100,15.75,15.75,15.8,15.7,461000
"VIX",1696922400,15.65,15.75,15.75,15.55,1750500
"VIX",1696922700,15.6,15.65,15.7,15.5,1366200
"VIX",1696923000,15.6,15.6,15.6,15.6,100
"VIX",1696923900,15.55,15.55,15.55,15.55,1343400
"VIX",1696990500,15.65,15.6,15.8,15.6,800300
"VIX",1696990800,15.55,15.65,15.7,15.55,451000
"VIX",1696991100,15.65,15.55,15.65,15.55,382000
"VIX",1696991400,15.7,15.65,15.7,15.65,322500
"VIX",1696991700,15.8,15.7,15.8,15.7,176700
"VIX",1696992000,15.75,15.8,15.8,15.7,297700
"VIX",1696992300,15.65,15.75,15.75,15.6,336400
"VIX",1696992600,15.65,15.65,15.7,15.65,155100
"VIX",1696992900,15.6,15.65,15.7,15.6,236500
"VIX",1696993200,15.65,15.6,15.7,15.6,174500
"VIX",1696993500,15.6,15.65,15.7,15.6,307800
"VIX",1696993800,15.6,15.6,15.6,15.55,244700
"VIX",1696994100,15.55,15.6,15.6,15.5,420500
"VIX",1696994400,15.55,15.5,15.6,15.5,518000
"VIX",1696994700,15.65,15.6,15.65,15.55,261900
"VIX",1696995000,15.65,15.65,15.7,15.6,195600
"VIX",1696995300,15.65,15.65,15.65,15.6,237100
"VIX",1696995600,15.6,15.6,15.65,15.55,128600
"VIX",1696995900,15.55,15.6,15.6,15.55,221100
"VIX",1696996200,15.55,15.6,15.6,15.5,288000
"VIX",1696996500,15.55,15.55,15.6,15.5,208500
"VIX",1696996800,15.55,15.55,15.6,15.55,194900
"VIX",1696997100,15.55,15.55,15.6,15.5,114900
"VIX",1696997400,15.5,15.6,15.6,15.5,173600
"VIX",1696997700,15.45,15.5,15.5,15.45,648300
"VIX",1696998000,15.4,15.45,15.45,15.35,475400
"VIX",1696998300,15.4,15.4,15.4,15.35,568000
"VIX",1697004000,15.4,15.4,15.4,15.3,1136500
"VIX",1697004300,15.5,15.4,15.5,15.4,429500
"VIX",1697004600,15.55,15.5,15.55,15.5,387100
"VIX",1697004900,15.4,15.5,15.55,15.4,710600
"VIX",1697005200,15.35,15.45,15.45,15.35,432100
"VIX",1697005500,15.5,15.35,15.5,15.35,522500
"VIX",1697005800,15.55,15.5,15.7,15.45,1154800
"VIX",1697006100,15.5,15.6,15.6,15.5,251900
"VIX",1697006400,15.55,15.55,15.6,15.5,174200
"VIX",1697006700,15.8,15.55,15.9,15.55,1772700
"VIX",1697007000,15.8,15.8,15.85,15.75,311900
"VIX",1697007300,15.65,15.8,15.85,15.65,986900
"VIX",1697007600,15.85,15.65,15.85,15.6,758900
"VIX",1697007900,15.75,15.8,15.8,15.75,368900
"VIX",1697008200,15.75,15.75,15.75,15.7,223500
"VIX",1697008500,15.8,15.7,15.8,15.7,367800
"VIX",1697008800,15.9,15.8,15.9,15.75,873900
"VIX",1697009100,16.05,15.9,16.05,15.85,2153600
"VIX",1697009400,16.05,16,16.05,16,600
"VIX",1697010300,16.05,16.05,16.05,16.05,1086700
"VIX",1697076900,16.15,16.3,16.3,16.15,711000
"VIX",1697077200,16.2,16.15,16.2,16.1,334200
"VIX",1697077500,16.2,16.2,16.25,16.15,519200
"VIX",1697077800,16.2,16.15,16.2,16.15,375700
"VIX",1697078100,16.2,16.2,16.25,16.15,346900
"VIX",1697078400,16.15,16.2,16.2,16.15,314400
"VIX",1697078700,16.05,16.15,16.15,16.05,622600
"VIX",1697079000,16.1,16.05,16.15,16.05,446200
"VIX",1697079300,16.15,16.1,16.15,16.05,442800
"VIX",1697079600,16.15,16.15,16.15,16.1,116900
"VIX",1697079900,16.1,16.1,16.15,16.05,275600
"VIX",1697080200,16.05,16.05,16.1,16.05,152200
"VIX",1697080500,16.05,16.05,16.1,16,564800
"VIX",1697080800,16,16.05,16.1,16,290400
"VIX",1697081100,16,16,16.05,15.95,632900
"VIX",1697081400,16.05,16,16.1,16,409300
"VIX",1697081700,16.15,16.1,16.15,16.05,384300
"VIX",1697082000,16.1,16.15,16.15,16.05,184800
"VIX",1697082300,16.1,16.1,16.1,16.1,79500
"VIX",1697082600,16.1,16.1,16.1,16.05,101200
"VIX",1697082900,16.15,16.1,16.15,16.1,40600
"VIX",1697083200,16.2,16.15,16.2,16.1,278200
"VIX",1697083500,16.2,16.15,16.25,16.15,519900
"VIX",1697083800,16.15,16.2,16.2,16.15,166600
"VIX",1697084100,16.1,16.15,16.15,16.1,202800
"VIX",1697084400,16.15,16.1,16.15,16.1,91700
"VIX",1697084700,16.15,16.15,16.15,16.1,128700
"VIX",1697090400,16.1,16.1,16.15,16.05,451000
"VIX",1697090700,16.1,16.1,16.15,16.05,299600
"VIX",1697091000,16.1,16.1,16.15,16.05,213300
"VIX",1697091300,16.15,16.1,16.15,16.1,280200
"VIX",1697091600,16.15,16.15,16.15,16.1,162600
"VIX",1697091900,16.15,16.15,16.2,16.1,466600
"VIX",1697092200,16.2,16.2,16.25,16.15,536500
"VIX",1697092500,16.1,16.2,16.2,16.1,374900
"VIX",1697092800,16.1,16.15,16.15,16.05,309900
"VIX",1697093100,16.15,16.05,16.15,16.05,344100
"VIX",1697093400,15.95,16.1,16.1,15.9,2210800
"VIX",1697093700,16.1,15.95,16.1,15.85,878000
"VIX",1697094000,15.95,16.1,16.1,15.95,448400
"VIX",1697094300,16.05,15.95,16.05,15.9,450700
"VIX",1697094600,15.95,16.05,16.05,15.9,558500
"VIX",1697094900,15.95,15.95,16,15.9,414000
"VIX",1697095200,15.75,15.9,15.95,15.75,2008200
"VIX",1697095500,15.85,15.8,16,15.75,964000
"VIX",1697095800,15.85,15.85,15.85,15.85,500
"VIX",1697096700,15.9,15.9,15.9,15.9,650500
