"symbol","time","close","open","high","low","vol"
"BOT",1696816800,3.9,3.9,3.9,3.8,300
"BOT",1696817100,3.9,3.9,3.9,3.9,4300
"BOT",1696817400,3.9,3.9,3.9,3.9,2000
"BOT",1696817700,4,3.9,4,3.9,2300
"BOT",1696818000,4,4,4,4,200
"BOT",1696818300,4,3.9,4,3.9,400
"BOT",1696818600,3.9,3.9,3.9,3.9,400
"BOT",1696818900,4,4,4,3.9,300
"BOT",1696819500,3.9,3.9,3.9,3.9,38700
"BOT",1696819800,3.9,3.9,3.9,3.9,11500
"BOT",1696820100,3.9,3.9,3.9,3.9,400
"BOT",1696820400,3.9,3.9,3.9,3.9,30000
"BOT",1696820700,4,3.9,4,3.9,200
"BOT",1696821000,3.9,3.9,3.9,3.9,3400
"BOT",1696821300,4,4,4,4,100
"BOT",1696821600,3.9,3.9,3.9,3.9,26000
"BOT",1696821900,3.9,3.9,3.9,3.9,500
"BOT",1696822200,4,3.9,4,3.9,4200
"BOT",1696822800,3.9,3.9,3.9,3.9,30000
"BOT",1696823100,3.9,3.9,3.9,3.9,9900
"BOT",1696824600,3.9,3.9,3.9,3.9,20700
"BOT",1696825200,3.9,3.9,3.9,3.9,800
"BOT",1696825500,4,3.9,4,3.9,31700
"BOT",1696831200,3.9,3.9,3.9,3.9,3800
"BOT",1696831500,3.9,3.9,3.9,3.9,5400
"BOT",1696831800,3.9,3.9,3.9,3.9,5000
"BOT",1696832400,3.9,3.9,3.9,3.9,6000
"BOT",1696832700,3.9,3.9,3.9,3.9,15200
"BOT",1696833000,3.9,3.9,3.9,3.9,400
"BOT",1696833900,3.9,3.9,3.9,3.9,15000
"BOT",1696834200,3.9,3.9,3.9,3.9,8600
"BOT",1696834500,3.9,3.9,3.9,3.9,2400
"BOT",1696835400,3.9,4,4,3.9,63100
"BOT",1696835700,4,4,4,4,100
"BOT",1696836000,3.9,3.9,3.9,3.9,25200
"BOT",1696836300,3.9,3.9,3.9,3.9,15200
"BOT",1696836600,3.9,4,4,3.9,800
"BOT",1696836900,3.9,3.9,3.9,3.8,54000
"BOT",1696837200,3.9,3.9,3.9,3.9,12100
"BOT",1696837500,3.9,3.9,3.9,3.9,5300
"BOT",1696837800,4,3.9,4,3.9,5900
"BOT",1696838100,4,4,4,4,1100
"BOT",1696903500,4,4,4,4,1100
"BOT",1696903800,4,4,4,4,10000
"BOT",1696904100,4,4,4,4,4500
"BOT",1696904400,4,4,4,4,1100
"BOT",1696905000,4,4,4,3.9,800
"BOT",1696905600,4,4,4,4,500
"BOT",1696905900,4,4,4,4,700
"BOT",1696906500,4,4,4,4,1000
"BOT",1696906800,4,3.9,4,3.9,2500
"BOT",1696907100,4,4,4,4,2200
"BOT",1696907400,4,4,4,4,1300
"BOT",1696907700,4,4,4,4,1400
"BOT",1696908000,3.9,3.9,3.9,3.9,125500
"BOT",1696908300,3.9,3.9,3.9,3.9,54500
"BOT",1696908600,4,4,4,4,80700
"BOT",1696908900,4,4,4,4,1000
"BOT",1696909200,4.1,4,4.1,4,50100
"BOT",1696909500,4,4,4,4,5000
"BOT",1696909800,4,4,4,4,26700
"BOT",1696910100,4.1,4,4.1,4,33500
"BOT",1696910400,4,4,4,4,2300
"BOT",1696910700,4,4,4,4,32200
"BOT",1696911000,4,4,4,4,32200
"BOT",1696911300,4,4,4,4,5000
"BOT",1696911600,3.9,3.9,3.9,3.9,1200
"BOT",1696911900,4,4,4,4,12700
"BOT",1696917600,3.9,4,4,3.9,144000
"BOT",1696917900,3.9,3.9,3.9,3.9,52400
"BOT",1696918200,3.9,3.9,3.9,3.9,78300
"BOT",1696918500,3.9,3.9,3.9,3.9,61700
"BOT",1696918800,3.9,3.9,3.9,3.9,39700
"BOT",1696919100,3.9,3.9,3.9,3.9,81600
"BOT",1696919400,3.9,3.9,3.9,3.9,30900
"BOT",1696919700,3.9,3.9,3.9,3.9,5000
"BOT",1696920000,3.9,3.9,3.9,3.9,42800
"BOT",1696920300,3.9,4,4,3.9,700
"BOT",1696920600,3.9,3.9,3.9,3.9,12300
"BOT",1696920900,3.9,3.9,3.9,3.9,11100
"BOT",1696921500,4,4,4,4,100
"BOT",1696921800,4,4,4,4,3800
"BOT",1696922400,3.9,3.9,3.9,3.9,200
"BOT",1696922700,3.9,3.9,3.9,3.9,9800
"BOT",1696923900,4,4,4,4,1400
"BOT",1696924200,4,4,4,4,700
"BOT",1696924500,4,4,4,4,56500
"BOT",1696989600,4.1,4,4.1,4,8800
