"symbol","time","close","open","high","low","vol"
"FOX",1696818300,69,69,69,69,200
"FOX",1696819500,69,69,69,69,1000
"FOX",1696821900,68.6,68.6,68.6,68.6,1000
"FOX",1696822200,68.9,68.9,68.9,68.9,1000
"FOX",1696822500,69,69,69,69,1700
"FOX",1696823700,69,69,69,69,400
"FOX",1696824000,69,69,69,69,1000
"FOX",1696824300,69,69,69,69,500
"FOX",1696824900,69,69,69,69,200
"FOX",1696831200,69,69,69,69,100
"FOX",1696832700,69,69,69,69,1000
"FOX",1696835400,69.2,69.2,69.2,69.2,1000
"FOX",1696904100,69.5,69.5,69.5,69.5,800
"FOX",1696905900,69.8,69.8,69.8,69.8,1000
"FOX",1696906500,69.9,69.8,69.9,69.8,2000
"FOX",1696906800,69.9,69.9,69.9,69.9,600
"FOX",1696907100,70,70,70,70,2000
"FOX",1696908000,70.1,70.1,70.1,70.1,300
"FOX",1696908600,70.1,70.1,70.1,70.1,300
"FOX",1696909500,70.1,69.9,70.1,69.9,2100
"FOX",1696918200,70.5,70.2,70.5,70.2,1200
"FOX",1696918800,70.5,70.5,70.5,70.5,100
"FOX",1696919100,70,70,70,70,600
"FOX",1696919700,70.8,70.8,70.8,70.8,1400
"FOX",1696922700,70.1,70.1,70.1,70.1,1000
"FOX",1696923600,70.1,70.1,70.1,70.1,1700
"FOX",1696924500,70.6,70.6,70.6,70.6,1000
"FOX",1696989900,70.6,70.6,70.6,70.6,200
"FOX",1696992900,70.7,70.7,70.7,70.7,300
"FOX",1696993200,70.7,70.7,70.7,70.7,100
"FOX",1696994700,70.3,70.3,70.3,70.3,500
"FOX",1697005200,70,70,70,70,200
"FOX",1697005800,70,70,70,70,500
"FOX",1697006400,70,70,70,70,100
"FOX",1697007000,70,70,70,70,900
"FOX",1697007600,70,70,70,70,500
"FOX",1697008500,70,70,70,70,500
"FOX",1697010900,70,70,70,70,1500
"FOX",1697077500,71.9,71.9,71.9,71.9,200
"FOX",1697083200,70.5,70.5,70.5,70.5,100
"FOX",1697083500,70,70.1,70.1,70,2300
"FOX",1697084700,70,70.1,70.1,70,700
"FOX",1697091000,70.5,70.5,70.5,70.5,200
"FOX",1697092200,70.5,70.5,70.5,70.5,600
"FOX",1697092500,70.5,70.5,70.5,70.5,800
"FOX",1697092800,70.5,70.5,70.5,70.5,100
"FOX",1697094300,70.5,70.5,70.5,70.5,400
"FOX",1697094600,71.6,71.6,71.6,71.6,1300
"FOX",1697094900,71.5,71.5,71.5,71.5,200
"FOX",1697095200,70.2,71.5,71.5,70.2,1600
"FOX",1697095500,71.1,71.3,71.3,71.1,1000
"FOX",1697095800,71.2,71.2,71.2,71.2,700
"FOX",1697096100,71.2,71.2,71.2,71.2,200
"FOX",1697096400,70.5,70.5,70.5,70.5,100
"FOX",1697097000,71.5,71.5,71.5,71.5,3000
"FOX",1697097300,71.6,71.4,71.6,71.4,4500
