"symbol","time","close","open","high","low","vol"
"HMS",1696821000,34,34,34,34,200
"HMS",1696831200,32.5,32.5,32.5,32.5,400
"HMS",1696833900,32.5,32.5,32.5,32.5,500
"HMS",1696834500,32.5,32.5,32.5,32.5,100
"HMS",1696834800,32.5,32.5,32.5,32.5,100
"HMS",1696837500,32.5,32.5,32.5,32.5,200
"HMS",1696838100,35,35,35,35,1000
"HMS",1696906500,33.4,33.4,33.4,33.4,300
"HMS",1696906800,33.4,33.4,33.4,33.4,200
"HMS",1696907400,33.4,33.4,33.4,33.4,1400
"HMS",1696907700,33.4,33.4,33.4,33.4,400
"HMS",1696909200,33.4,33.4,33.4,33.4,300
"HMS",1696909500,33.4,33.4,33.4,33.4,100
"HMS",1696909800,33.4,33.4,33.4,33.4,1900
"HMS",1696910700,33.4,33.4,33.4,33.4,100
"HMS",1696911000,33.4,33.4,33.4,33.4,500
"HMS",1696917600,33.4,33.4,33.4,33.4,1800
"HMS",1696917900,32.7,32.7,32.7,32.7,4000
"HMS",1696918800,33,33,33,33,100
"HMS",1696920000,33.4,33.4,33.4,33.4,200
"HMS",1696990200,33.2,33.2,33.2,33.2,500
"HMS",1696990800,33.2,33.2,33.2,33.2,200
"HMS",1696991700,33.2,33.2,33.2,33.2,500
"HMS",1696992000,33.2,33.2,33.2,33.2,1000
"HMS",1696992900,32.2,32.2,32.2,32.2,3000
"HMS",1696993200,32.2,32.2,32.2,32.2,4000
"HMS",1696993500,32,32,32,32,3000
"HMS",1697007600,32.8,32.8,32.8,32.8,200
"HMS",1697007900,32.8,32.8,32.8,32.8,300
"HMS",1697008500,32.7,32.7,32.7,32.7,200
"HMS",1697010600,33,33,33,33,200
"HMS",1697010900,33.2,32.6,33.2,32.6,900
"HMS",1697081100,34,34,34,34,200
"HMS",1697092800,33,33,33,33,200
"HMS",1697093400,33,33,33,33,100
"HMS",1697093700,33,33,33,33,100
"HMS",1697094000,32.6,32.8,32.8,32.6,3100
"HMS",1697094300,32.6,32.6,32.6,32.6,1200
