"symbol","time","close","open","high","low","vol"
"PSD",1696816800,16,16,16,16,2000
"PSD",1696823700,15.9,15.9,15.9,15.9,1000
"PSD",1696824300,15.9,15.9,15.9,15.9,300
"PSD",1696824600,15.9,15.9,15.9,15.9,1000
"PSD",1696825500,15.8,15.8,15.8,15.8,3700
"PSD",1696831200,15.8,15.8,15.8,15.8,5000
"PSD",1696833000,15.8,15.8,15.8,15.8,400
"PSD",1696833300,15.8,15.8,15.8,15.8,3700
"PSD",1696834200,15.9,15.9,15.9,15.9,100
"PSD",1696834800,15.8,15.8,15.8,15.8,600
"PSD",1696835100,15.7,15.8,15.8,15.7,6300
"PSD",1696835400,15.7,15.7,15.7,15.7,7200
"PSD",1696836000,15.7,15.7,15.7,15.7,2100
"PSD",1696837500,15.8,15.8,15.8,15.8,1100
"PSD",1696903200,15.7,15.7,15.7,15.7,1000
"PSD",1696903800,15.7,15.7,15.7,15.7,2000
"PSD",1696904400,15.7,15.7,15.7,15.7,2000
"PSD",1696904700,15.9,15.7,15.9,15.7,4600
"PSD",1696905300,15.8,15.8,15.8,15.8,300
"PSD",1696905600,15.9,15.9,15.9,15.9,100
"PSD",1696906500,15.8,15.8,15.8,15.8,100
"PSD",1696906800,15.7,15.7,15.7,15.7,4000
"PSD",1696907700,15.9,15.9,15.9,15.9,100
"PSD",1696917900,15.8,15.8,15.8,15.8,1300
"PSD",1696918800,15.8,15.8,15.8,15.8,100
"PSD",1696919400,15.8,15.8,15.8,15.8,1300
"PSD",1696920000,15.8,15.8,15.8,15.8,3000
"PSD",1696920300,15.8,15.8,15.8,15.8,3800
"PSD",1696920600,15.8,15.8,15.8,15.8,200
"PSD",1696920900,15.8,15.8,15.8,15.8,800
"PSD",1696921500,15.8,15.8,15.8,15.8,500
"PSD",1696921800,15.8,15.8,15.8,15.8,11900
"PSD",1696922100,15.8,15.8,15.8,15.8,18000
"PSD",1696922400,15.8,15.8,15.8,15.8,6000
"PSD",1696922700,15.8,15.8,15.8,15.8,2900
"PSD",1696923900,15.9,15.9,15.9,15.9,1000
"PSD",1696991400,16.4,16.4,16.4,16.4,100
"PSD",1696992600,16.1,16.1,16.1,16.1,300
"PSD",1696994100,16.1,16.1,16.1,16.1,100
"PSD",1696994400,16.2,16.2,16.2,16.2,400
"PSD",1696994700,16.4,16.3,16.4,16.3,1100
"PSD",1696995000,16.4,16.4,16.4,16.4,1300
"PSD",1696995300,16.4,16.4,16.4,16.4,300
"PSD",1696996200,16.4,16.4,16.4,16.4,3000
"PSD",1696996800,16.2,16.2,16.2,16.2,600
"PSD",1696997100,16.2,16.2,16.2,16.2,2000
"PSD",1696997400,16.2,16.2,16.2,16.2,400
"PSD",1697004000,16.1,16.1,16.1,16.1,5000
"PSD",1697005200,15.9,16,16,15.9,2100
"PSD",1697005500,16.1,16.1,16.1,16.1,100
"PSD",1697007000,16.1,16.1,16.1,16.1,2000
"PSD",1697007600,16.1,16.1,16.1,16.1,1000
"PSD",1697008500,16,16,16,16,300
"PSD",1697078100,16.2,16.2,16.2,16.2,1100
"PSD",1697078400,16.2,16.2,16.2,16.2,1000
"PSD",1697078700,16.1,16.1,16.1,16.1,4000
"PSD",1697079600,16.2,16.1,16.2,16.1,500
"PSD",1697081400,16.1,16.1,16.1,16.1,800
"PSD",1697081700,16.1,16.1,16.1,16.1,3600
"PSD",1697082000,16.1,16.1,16.1,16.1,2000
"PSD",1697083200,16.3,16.3,16.3,16.3,1000
"PSD",1697083800,16.1,16.2,16.2,16.1,2100
"PSD",1697084100,16.1,16.1,16.1,16.1,1000
"PSD",1697084400,16.1,16.1,16.1,16.1,1000
"PSD",1697093400,16.2,16.2,16.2,16.2,400
"PSD",1697093700,16.3,16.2,16.3,16.2,1100
"PSD",1697094600,16.3,16.3,16.3,16.3,2000
"PSD",1697094900,16.3,16.3,16.3,16.3,1100
"PSD",1697096700,16.3,16.3,16.3,16.3,5900
