┌─────────┬───────┬───────┬───────┬───────┬──────┬──────────┬───────────┬─────────┬──────────┬───────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬────────┬───────┬──────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬──────┬──────────┬─────┬──────┬──────────┬─────┐
│ (index) │   c   │   h   │   l   │   o   │  uk  │  val_uk  │ total_vol │ sum_vol │   val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │  abu   │  asd  │ auk  │ ruk │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │  bu  │  val_bu  │ rbu │  sd  │  val_sd  │ rsd │
├─────────┼───────┼───────┼───────┼───────┼──────┼──────────┼───────────┼─────────┼──────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼────────┼───────┼──────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼──────┼──────────┼─────┼──────┼──────────┼─────┤
│    0    │ 11.15 │ 11.15 │ 11.15 │ 11.15 │ 1000 │ 11150000 │   1000    │  1000   │ 11150000 │ 11150000  │ 1671441240000 │ '2022-12-19T09:14:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 1085.7 │ 142.9 │ 71.4 │ 14  │   0   │     0     │ 12182142.9 │ 1186107.1  │     0     │       0       │      0      │      0      │   0   │      │          │     │      │          │     │
│    1    │ 11.3  │ 11.3  │ 11.2  │ 11.2  │      │          │   2000    │  1000   │ 11250000 │ 22400000  │ 1671441960000 │ '2022-12-19T09:26:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1085.7 │ 142.9 │ 71.4 │     │ 1000  │ 11250000  │ 12182142.9 │ 1186107.1  │   1000    │   11250000    │  11250000   │      0      │   1   │ 1000 │ 11250000 │ 0.9 │      │          │     │
│    2    │ 11.5  │ 11.5  │ 11.3  │ 11.3  │      │          │   2300    │   300   │ 3410000  │ 25810000  │ 1671442080000 │ '2022-12-19T09:28:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1085.7 │ 142.9 │ 71.4 │     │  300  │  3410000  │ 12182142.9 │ 1186107.1  │   1300    │   14660000    │  14660000   │      0      │  0.3  │ 300  │ 3410000  │ 0.3 │      │          │     │
│    3    │ 11.4  │ 11.4  │ 11.4  │ 11.4  │      │          │   3300    │  1000   │ 11400000 │ 37210000  │ 1671442200000 │ '2022-12-19T09:30:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1085.7 │ 142.9 │ 71.4 │     │ 1000  │ 11400000  │ 12182142.9 │ 1186107.1  │   2300    │   26060000    │  26060000   │      0      │   1   │ 1000 │ 11400000 │ 0.9 │      │          │     │
│    4    │ 11.2  │ 11.2  │ 11.2  │ 11.2  │      │          │   6300    │  3000   │ 33600000 │ 70810000  │ 1671446280000 │ '2022-12-19T10:38:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1085.7 │ 142.9 │ 71.4 │     │ 3000  │ 33600000  │ 12182142.9 │ 1186107.1  │   5300    │   59660000    │  59660000   │      0      │  3.1  │ 3000 │ 33600000 │ 2.8 │      │          │     │
│    5    │ 11.2  │ 11.2  │ 11.2  │ 11.2  │      │          │   8200    │  1900   │ 21280000 │ 92090000  │ 1671447360000 │ '2022-12-19T10:56:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1085.7 │ 142.9 │ 71.4 │     │ 1900  │ 21280000  │ 12182142.9 │ 1186107.1  │   7200    │   80940000    │  80940000   │      0      │  1.9  │ 1900 │ 21280000 │ 1.8 │      │          │     │
│    6    │ 11.2  │ 11.2  │ 11.2  │ 11.2  │      │          │   8300    │   100   │ 1120000  │ 93210000  │ 1671447720000 │ '2022-12-19T11:02:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1085.7 │ 142.9 │ 71.4 │     │  100  │  1120000  │ 12182142.9 │ 1186107.1  │   7300    │   82060000    │  82060000   │      0      │  0.1  │ 100  │ 1120000  │ 0.1 │      │          │     │
│    7    │ 11.1  │ 11.1  │ 11.1  │ 11.1  │      │          │   8800    │   500   │ 5550000  │ 98760000  │ 1671449280000 │ '2022-12-19T11:28:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1085.7 │ 142.9 │ 71.4 │     │ -500  │ -5550000  │ 12182142.9 │ 1186107.1  │   6800    │   76510000    │  82060000   │   5550000   │  0.5  │      │          │     │ 500  │ 5550000  │ 3.5 │
│    8    │ 11.05 │ 11.05 │ 11.05 │ 11.05 │      │          │   9800    │  1000   │ 11050000 │ 109810000 │ 1671454800000 │ '2022-12-19T13:00:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1085.7 │ 142.9 │ 71.4 │     │ -1000 │ -11050000 │ 12182142.9 │ 1186107.1  │   5800    │   65460000    │  82060000   │  16600000   │   1   │      │          │     │ 1000 │ 11050000 │  7  │
│    9    │  11   │  11   │  11   │  11   │      │          │   10300   │   500   │   5500   │ 109815500 │ 1671454920000 │ '2022-12-19T13:02:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1085.7 │ 142.9 │ 71.4 │     │ -500  │   -5500   │ 12182142.9 │ 1186107.1  │   5300    │   65454500    │  82060000   │  16605500   │   0   │      │          │     │ 500  │   5500   │ 3.5 │
│   10    │ 11.2  │ 11.2  │ 11.2  │ 11.2  │      │          │   12600   │  2300   │ 25760000 │ 135575500 │ 1671455160000 │ '2022-12-19T13:06:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1085.7 │ 142.9 │ 71.4 │     │ 2300  │ 25760000  │ 12182142.9 │ 1186107.1  │   7600    │   91214500    │  107820000  │  16605500   │  2.3  │ 2300 │ 25760000 │ 2.1 │      │          │     │
