┌─────────┬──────┬──────┬──────┬──────┬───────┬────────────────────┬───────────┬─────────┬────────────────────┬────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬────────┬─────┬──────┬────────┬─────────────────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c   │  h   │  l   │  o   │  sd   │       val_sd       │ total_vol │ sum_vol │        val         │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │ bu-sd  │      bu-sd_val      │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
│    9    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 3200  │      18592000      │   97500   │  3200   │      18592000      │ 566475000  │ 1671442320000 │ '2022-12-19T09:32:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.7  │ -3200  │      -18592000      │     0      │ 24886166.7 │  -97500   │  -566475000   │      0      │  566475000  │  0.7  │
│   10    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 2600  │      15106000      │  100100   │  2600   │      15106000      │ 581581000  │ 1671442440000 │ '2022-12-19T09:34:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.6  │ -2600  │      -15106000      │     0      │ 24886166.7 │  -100100  │  -581581000   │      0      │  581581000  │  0.6  │
│   11    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 2000  │      11620000      │  102100   │  2000   │      11620000      │ 593201000  │ 1671442560000 │ '2022-12-19T09:36:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.5  │ -2000  │      -11620000      │     0      │ 24886166.7 │  -102100  │  -593201000   │      0      │  593201000  │  0.5  │
│   12    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1200  │      6972000       │  103300   │  1200   │      6972000       │ 600173000  │ 1671442680000 │ '2022-12-19T09:38:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.3  │ -1200  │      -6972000       │     0      │ 24886166.7 │  -103300  │  -600173000   │      0      │  600173000  │  0.3  │
│   13    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  300  │      1743000       │  103600   │   300   │      1743000       │ 601916000  │ 1671442800000 │ '2022-12-19T09:40:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.1  │  -300  │      -1743000       │     0      │ 24886166.7 │  -103600  │  -601916000   │      0      │  601916000  │  0.1  │
│   14    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  700  │      4067000       │  104300   │   700   │      4067000       │ 605983000  │ 1671442920000 │ '2022-12-19T09:42:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.2  │  -700  │      -4067000       │     0      │ 24886166.7 │  -104300  │  -605983000   │      0      │  605983000  │  0.2  │
│   15    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 2000  │      11620000      │  106300   │  2000   │      11620000      │ 617603000  │ 1671443280000 │ '2022-12-19T09:48:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.5  │ -2000  │      -11620000      │     0      │ 24886166.7 │  -106300  │  -617603000   │      0      │  617603000  │  0.5  │
│   16    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  106400   │   100   │       581000       │ 618184000  │ 1671443400000 │ '2022-12-19T09:50:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -100  │       -581000       │     0      │ 24886166.7 │  -106400  │  -618184000   │      0      │  618184000  │   0   │
│   17    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 30000 │     174300000      │  136400   │  30000  │     174300000      │ 792484000  │ 1671443760000 │ '2022-12-19T09:56:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  7   │ -30000 │     -174300000      │     0      │ 24886166.7 │  -136400  │  -792484000   │      0      │  792484000  │   7   │
│   18    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 30000 │     174300000      │  166400   │  30000  │     174300000      │ 966784000  │ 1671444000000 │ '2022-12-19T10:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  7   │ -30000 │     -174300000      │     0      │ 24886166.7 │  -166400  │  -966784000   │      0      │  966784000  │   7   │
│   19    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  400  │      2324000       │  166800   │   400   │      2324000       │ 969108000  │ 1671444120000 │ '2022-12-19T10:02:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.1  │  -400  │      -2324000       │     0      │ 24886166.7 │  -166800  │  -969108000   │      0      │  969108000  │  0.1  │
│   20    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  166900   │   100   │       581000       │ 969689000  │ 1671444240000 │ '2022-12-19T10:04:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -100  │       -581000       │     0      │ 24886166.7 │  -166900  │  -969689000   │      0      │  969689000  │   0   │
├─────────┼──────┼──────┼──────┼──────┼───────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼────────┼─────────────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│ (index) │  c   │  h   │  l   │  o   │  sd   │       val_sd       │ total_vol │ sum_vol │        val         │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │ bu-sd  │      bu-sd_val      │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼──────┼──────┼──────┼──────┼───────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼────────┼─────────────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│   21    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  200  │      1162000       │  167100   │   200   │      1162000       │ 970851000  │ 1671444360000 │ '2022-12-19T10:06:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -200  │      -1162000       │     0      │ 24886166.7 │  -167100  │  -970851000   │      0      │  970851000  │   0   │
│   22    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 5700  │      33117000      │  172800   │  5700   │      33117000      │ 1003968000 │ 1671444480000 │ '2022-12-19T10:08:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 1.3  │ -5700  │      -33117000      │     0      │ 24886166.7 │  -172800  │  -1003968000  │      0      │ 1003968000  │  1.3  │
│   23    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1000  │      5810000       │  173800   │  1000   │      5810000       │ 1009778000 │ 1671444600000 │ '2022-12-19T10:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.2  │ -1000  │      -5810000       │     0      │ 24886166.7 │  -173800  │  -1009778000  │      0      │ 1009778000  │  0.2  │
│   24    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  200  │      1162000       │  174000   │   200   │      1162000       │ 1010940000 │ 1671445200000 │ '2022-12-19T10:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -200  │      -1162000       │     0      │ 24886166.7 │  -174000  │  -1010940000  │      0      │ 1010940000  │   0   │
│   25    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  400  │      2324000       │  174400   │   400   │      2324000       │ 1013264000 │ 1671445320000 │ '2022-12-19T10:22:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.1  │  -400  │      -2324000       │     0      │ 24886166.7 │  -174400  │  -1013264000  │      0      │ 1013264000  │  0.1  │
│   26    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  600  │ 3485999.9999999995 │  175000   │   600   │ 3485999.9999999995 │ 1016750000 │ 1671445680000 │ '2022-12-19T10:28:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.1  │  -600  │ -3485999.9999999995 │     0      │ 24886166.7 │  -175000  │  -1016750000  │      0      │ 1016750000  │  0.1  │
│   27    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 5000  │      29050000      │  180000   │  5000   │      29050000      │ 1045800000 │ 1671445920000 │ '2022-12-19T10:32:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 1.2  │ -5000  │      -29050000      │     0      │ 24886166.7 │  -180000  │  -1045800000  │      0      │ 1045800000  │  1.2  │
│   28    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1600  │      9296000       │  181600   │  1600   │      9296000       │ 1055096000 │ 1671446040000 │ '2022-12-19T10:34:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.4  │ -1600  │      -9296000       │     0      │ 24886166.7 │  -181600  │  -1055096000  │      0      │ 1055096000  │  0.4  │
│   29    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  181700   │   100   │       581000       │ 1055677000 │ 1671446160000 │ '2022-12-19T10:36:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -100  │       -581000       │     0      │ 24886166.7 │  -181700  │  -1055677000  │      0      │ 1055677000  │   0   │
│   30    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1200  │      6972000       │  182900   │  1200   │      6972000       │ 1062649000 │ 1671446760000 │ '2022-12-19T10:46:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.3  │ -1200  │      -6972000       │     0      │ 24886166.7 │  -182900  │  -1062649000  │      0      │ 1062649000  │  0.3  │
│   31    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  300  │ 1742999.9999999998 │  183200   │   300   │ 1742999.9999999998 │ 1064392000 │ 1671447720000 │ '2022-12-19T11:02:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.1  │  -300  │ -1742999.9999999998 │     0      │ 24886166.7 │  -183200  │  -1064392000  │      0      │ 1064392000  │  0.1  │
│   32    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  183300   │   100   │       581000       │ 1064973000 │ 1671448800000 │ '2022-12-19T11:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -100  │       -581000       │     0      │ 24886166.7 │  -183300  │  -1064973000  │      0      │ 1064973000  │   0   │
│   33    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  700  │      4067000       │  184000   │   700   │      4067000       │ 1069040000 │ 1671454800000 │ '2022-12-19T13:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.2  │  -700  │      -4067000       │     0      │ 24886166.7 │  -184000  │  -1069040000  │      0      │ 1069040000  │  0.2  │
│   34    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  300  │      1743000       │  184300   │   300   │      1743000       │ 1070783000 │ 1671455040000 │ '2022-12-19T13:04:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.1  │  -300  │      -1743000       │     0      │ 24886166.7 │  -184300  │  -1070783000  │      0      │ 1070783000  │  0.1  │
│   35    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1900  │      11039000      │  186200   │  1900   │      11039000      │ 1081822000 │ 1671455160000 │ '2022-12-19T13:06:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.4  │ -1900  │      -11039000      │     0      │ 24886166.7 │  -186200  │  -1081822000  │      0      │ 1081822000  │  0.4  │
│   36    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 2000  │      11620000      │  188200   │  2000   │      11620000      │ 1093442000 │ 1671455280000 │ '2022-12-19T13:08:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.5  │ -2000  │      -11620000      │     0      │ 24886166.7 │  -188200  │  -1093442000  │      0      │ 1093442000  │  0.5  │
│   37    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 13500 │      78435000      │  201700   │  13500  │      78435000      │ 1171877000 │ 1671455520000 │ '2022-12-19T13:12:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 3.2  │ -13500 │      -78435000      │     0      │ 24886166.7 │  -201700  │  -1171877000  │      0      │ 1171877000  │  3.2  │
│   38    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1000  │      5810000       │  202700   │  1000   │      5810000       │ 1177687000 │ 1671455640000 │ '2022-12-19T13:14:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.2  │ -1000  │      -5810000       │     0      │ 24886166.7 │  -202700  │  -1177687000  │      0      │ 1177687000  │  0.2  │
│   39    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  200  │      1162000       │  202900   │   200   │      1162000       │ 1178849000 │ 1671455760000 │ '2022-12-19T13:16:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -200  │      -1162000       │     0      │ 24886166.7 │  -202900  │  -1178849000  │      0      │ 1178849000  │   0   │
│   40    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 3000  │ 17429999.999999996 │  205900   │  3000   │ 17429999.999999996 │ 1196279000 │ 1671455880000 │ '2022-12-19T13:18:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.7  │ -3000  │ -17429999.999999996 │     0      │ 24886166.7 │  -205900  │  -1196279000  │      0      │ 1196279000  │  0.7  │
├─────────┼──────┼──────┼──────┼──────┼───────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼────────┼─────────────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│ (index) │  c   │  h   │  l   │  o   │  sd   │       val_sd       │ total_vol │ sum_vol │        val         │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │ bu-sd  │      bu-sd_val      │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼──────┼──────┼──────┼──────┼───────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼────────┼─────────────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│   41    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  300  │ 1742999.9999999998 │  206200   │   300   │ 1742999.9999999998 │ 1198022000 │ 1671456240000 │ '2022-12-19T13:24:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.1  │  -300  │ -1742999.9999999998 │     0      │ 24886166.7 │  -206200  │  -1198022000  │      0      │ 1198022000  │  0.1  │
│   42    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1400  │ 8133999.999999999  │  207600   │  1400   │ 8133999.999999999  │ 1206156000 │ 1671456480000 │ '2022-12-19T13:28:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.3  │ -1400  │ -8133999.999999999  │     0      │ 24886166.7 │  -207600  │  -1206156000  │      0      │ 1206156000  │  0.3  │
│   43    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  207700   │   100   │       581000       │ 1206737000 │ 1671457320000 │ '2022-12-19T13:42:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -100  │       -581000       │     0      │ 24886166.7 │  -207700  │  -1206737000  │      0      │ 1206737000  │   0   │
│   44    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1000  │      5810000       │  208700   │  1000   │      5810000       │ 1212547000 │ 1671457560000 │ '2022-12-19T13:46:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.2  │ -1000  │      -5810000       │     0      │ 24886166.7 │  -208700  │  -1212547000  │      0      │ 1212547000  │  0.2  │
│   45    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  200  │      1162000       │  208900   │   200   │      1162000       │ 1213709000 │ 1671457920000 │ '2022-12-19T13:52:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -200  │      -1162000       │     0      │ 24886166.7 │  -208900  │  -1213709000  │      0      │ 1213709000  │   0   │
│   46    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  209000   │   100   │       581000       │ 1214290000 │ 1671458160000 │ '2022-12-19T13:56:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -100  │       -581000       │     0      │ 24886166.7 │  -209000  │  -1214290000  │      0      │ 1214290000  │   0   │
│   47    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 2000  │      11620000      │  211000   │  2000   │      11620000      │ 1225910000 │ 1671459000000 │ '2022-12-19T14:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.5  │ -2000  │      -11620000      │     0      │ 24886166.7 │  -211000  │  -1225910000  │      0      │ 1225910000  │  0.5  │
│   48    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 7600  │      44156000      │  218600   │  7600   │      44156000      │ 1270066000 │ 1671459120000 │ '2022-12-19T14:12:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 1.8  │ -7600  │      -44156000      │     0      │ 24886166.7 │  -218600  │  -1270066000  │      0      │ 1270066000  │  1.8  │
│   49    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  218700   │   100   │       581000       │ 1270647000 │ 1671459360000 │ '2022-12-19T14:16:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -100  │       -581000       │     0      │ 24886166.7 │  -218700  │  -1270647000  │      0      │ 1270647000  │   0   │
│   50    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  218800   │   100   │       581000       │ 1271228000 │ 1671459600000 │ '2022-12-19T14:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │  0   │  -100  │       -581000       │     0      │ 24886166.7 │  -218800  │  -1271228000  │      0      │ 1271228000  │   0   │
│   51    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  300  │      1743000       │  219100   │   300   │      1743000       │ 1272971000 │ 1671459960000 │ '2022-12-19T14:26:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.1  │  -300  │      -1743000       │     0      │ 24886166.7 │  -219100  │  -1272971000  │      0      │ 1272971000  │  0.1  │
│   52    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  900  │      5229000       │  220000   │   900   │      5229000       │ 1278200000 │ 1671460080000 │ '2022-12-19T14:28:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 0.2  │  -900  │      -5229000       │     0      │ 24886166.7 │  -220000  │  -1278200000  │      0      │ 1278200000  │  0.2  │
│   53    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 11300 │      65653000      │  231300   │  11300  │      65653000      │ 1343853000 │ 1671461040000 │ '2022-12-19T14:44:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 4283.3 │  0  │ 2.6  │ -11300 │      -65653000      │     0      │ 24886166.7 │  -231300  │  -1343853000  │      0      │ 1343853000  │  2.6  │
└─────────┴──────┴──────┴──────┴──────┴───────┴────────────────────┴───────────┴─────────┴────────────────────┴────────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴────┴──────────┴─────┴────────┴─────┴──────┴────────┴─────────────────────┴────────────┴────────────┴───────────┴───────────────┴─────────────┴─────────────┴───────┘

