┌─────────┬───────────────┬─────────┬─────────┬──────────┬──────────────┬─────────────┬────────────────────┬──────────┬──────────────┬────────────────────────────┬───────────────┬───────────┬──────────┬──────────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────────┬───────────────┬───────────────┬─────────┬───────────┬───────────┬──────────┬──────────────┬───────┐
│ (index) │   datetime    │   sd    │   bu    │    uk    │    val_sd    │   val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │ avg_vol │  avg_bu   │  avg_sd   │ avg_busd │ avg_busd_val │ rbusd │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼─────────┼───────────┼───────────┼──────────┼──────────────┼───────┤
│    0    │ 1675934040000 │ 2156900 │ 964600  │ 2893900  │ 19913210300  │ 15207252500 │    24892044400     │ 6015400  │ 60012507200  │ '2023-02-09T09:14:00.000Z' │  60012507200  │  6015400  │ -1192300 │ -4705957800  │ -1192300  │  -4705957800  │  15207252500  │  19913210300  │  964600   │  2156900  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  3.1  │
│    1    │ 1675934160000 │ 1586400 │ 1646800 │  20000   │ 15863946500  │ 21223396600 │     380195000      │ 3253200  │ 37467538100  │ '2023-02-09T09:16:00.000Z' │  97480045300  │  9268600  │  60400   │  5359450100  │ -1131900  │   653492300   │  36430649100  │  35777156800  │  2611400  │  3743300  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  3.5  │
│    2    │ 1675934280000 │ 825900  │ 1336600 │  52000   │ 12192990000  │ 23456924900 │     980873000      │ 2214500  │ 36630787900  │ '2023-02-09T09:18:00.000Z' │ 134110833200  │ 11483100  │  510700  │ 11263934900  │  -621200  │  11917427200  │  59887574000  │  47970146800  │  3948000  │  4569200  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  7.4  │
│    3    │ 1675934400000 │ 1460400 │ 1160600 │  18700   │ 26546663600  │ 19392280400 │      94790800      │ 2639700  │ 46033734800  │ '2023-02-09T09:20:00.000Z' │ 180144568000  │ 14122800  │ -299800  │ -7154383200  │  -921000  │  4763044000   │  79279854400  │  74516810400  │  5108600  │  6029600  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  4.7  │
│    4    │ 1675934520000 │ 1760000 │ 1287100 │   3100   │ 29189418300  │ 23703061200 │      21925000      │ 3050200  │ 52914404500  │ '2023-02-09T09:22:00.000Z' │ 233058972500  │ 17173000  │ -472900  │ -5486357100  │ -1393900  │  -723313100   │ 102982915600  │ 103706228700  │  6395700  │  7789600  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  3.6  │
│    5    │ 1675934640000 │ 1675500 │ 740100  │   800    │ 28303443700  │ 10898200200 │      10172000      │ 2416400  │ 39211815900  │ '2023-02-09T09:24:00.000Z' │ 272270788400  │ 19589400  │ -935400  │ -17405243500 │ -2329300  │ -18128556600  │ 113881115800  │ 132009672400  │  7135800  │  9465100  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │ 11.5  │
│    6    │ 1675934760000 │ 1227800 │ 624600  │   1500   │ 18149386800  │ 9620324900  │      12472000      │ 1853900  │ 27782183700  │ '2023-02-09T09:26:00.000Z' │ 300052972100  │ 21443300  │ -603200  │ -8529061900  │ -2932500  │ -26657618500  │ 123501440700  │ 150159059200  │  7760400  │ 10692900  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  5.6  │
│    7    │ 1675934880000 │ 867900  │ 1152300 │  14200   │ 12151019700  │ 16099665800 │     222468000      │ 2034400  │ 28473153500  │ '2023-02-09T09:28:00.000Z' │ 328526125600  │ 23477700  │  284400  │  3948646100  │ -2648100  │ -22708972400  │ 139601106500  │ 162310078900  │  8912700  │ 11560800  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  2.6  │
│    8    │ 1675935000000 │ 1602600 │ 1197500 │   5200   │ 28983699500  │ 18472004500 │     126500000      │ 2805300  │ 47582204000  │ '2023-02-09T09:30:00.000Z' │ 376108329600  │ 26283000  │ -405100  │ -10511695000 │ -3053200  │ -33220667400  │ 158073111000  │ 191293778400  │ 10110200  │ 13163400  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  6.9  │
│    9    │ 1675935120000 │ 938200  │ 827100  │   1900   │ 13063059400  │ 10227476600 │      16758000      │ 1767200  │ 23307294000  │ '2023-02-09T09:32:00.000Z' │ 399415623600  │ 28050200  │ -111100  │ -2835582800  │ -3164300  │ -36056250200  │ 168300587600  │ 204356837800  │ 10937300  │ 14101600  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  1.9  │
│   10    │ 1675935240000 │ 925000  │ 1019600 │   6400   │ 15368097700  │ 16350300000 │      83660000      │ 1951000  │ 31802057700  │ '2023-02-09T09:34:00.000Z' │ 431217681300  │ 30001200  │  94600   │  982202300   │ -3069700  │ -35074047900  │ 184650887600  │ 219724935500  │ 11956900  │ 15026600  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  0.6  │
│   11    │ 1675935360000 │ 1081300 │ 1167100 │   3100   │ 20732416400  │ 15001441800 │      31086000      │ 2251500  │ 35764944200  │ '2023-02-09T09:36:00.000Z' │ 466982625500  │ 32252700  │  85800   │ -5730974600  │ -2983900  │ -40805022500  │ 199652329400  │ 240457351900  │ 13124000  │ 16107900  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  3.8  │
│   12    │ 1675935480000 │ 837900  │ 1231400 │  10500   │ 14147277200  │ 17310093800 │ 95575000.00000001  │ 2079800  │ 31552946000  │ '2023-02-09T09:38:00.000Z' │ 498535571500  │ 34332500  │  393500  │  3162816600  │ -2590400  │ -37642205900  │ 216962423200  │ 254604629100  │ 14355400  │ 16945800  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  2.1  │
│   13    │ 1675935600000 │ 861200  │ 1244600 │   3400   │ 14058899900  │ 21169632300 │      38302000      │ 2109200  │ 35266834200  │ '2023-02-09T09:40:00.000Z' │ 533802405700  │ 36441700  │  383400  │  7110732400  │ -2207000  │ -30531473500  │ 238132055500  │ 268663529000  │ 15600000  │ 17807000  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  4.7  │
│   14    │ 1675935720000 │ 766900  │ 1543100 │  13800   │ 11531360200  │ 28432444500 │     118428000      │ 2323800  │ 40082232700  │ '2023-02-09T09:42:00.000Z' │ 573884638400  │ 38765500  │  776200  │ 16901084300  │ -1430800  │ -13630389200  │ 266564500000  │ 280194889200  │ 17143100  │ 18573900  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │ 11.2  │
│   15    │ 1675935840000 │ 778200  │ 1810600 │   5600   │ 13977791300  │ 26663624600 │     151435000      │ 2594400  │ 40792850900  │ '2023-02-09T09:44:00.000Z' │ 614677489300  │ 41359900  │ 1032400  │ 12685833300  │  -398400  │  -944555900   │ 293228124600  │ 294172680500  │ 18953700  │ 19352100  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  8.4  │
│   16    │ 1675935960000 │ 638700  │ 1793900 │   3400   │  9439606500  │ 27736344100 │      25425500      │ 2436000  │ 37201376100  │ '2023-02-09T09:46:00.000Z' │ 651878865400  │ 43795900  │ 1155200  │ 18296737600  │  756800   │  17352181700  │ 320964468700  │ 303612287000  │ 20747600  │ 19990800  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │ 12.1  │
│   17    │ 1675936080000 │ 1093600 │ 1968200 │   300    │ 17076187400  │ 27891275500 │      23765000      │ 3062100  │ 44991227900  │ '2023-02-09T09:48:00.000Z' │ 696870093300  │ 46858000  │  874600  │ 10815088100  │  1631400  │  28167269800  │ 348855744200  │ 320688474400  │ 22715800  │ 21084400  │ 25462938652.6 │ 23949058355.2 │ 53235851525.9 │ 3129500 │ 1503472.4 │ 1408011.2 │ 95461.2  │ 1513880297.4 │  7.1  │
