"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
200,2039999.9999999998,2039999.9999999998,0,2039999.9999999998,200,0,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,0,200,200,2039999.9999999998,"2022-12-21T09:02:00.000Z",1671613320000,0,200,200,0,2039999.9999999998,2039999.9999999998,0,0
-400,-4080000,8280000,12360000,20640000,800,1200,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,0,600,-600,-6120000,"2022-12-21T09:04:00.000Z",1671613440000,1200,1800,2000,0,18600000,6240000,12360000,0
-400,-4080000,8280000,12360000,30940000,800,1200,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,0,0,0,0,"2022-12-21T09:06:00.000Z",1671613560000,0,1000,3000,1000,10300000,0,0,10300000
-1018800,4587252700,49651219600,45063966900,119119320600,3923100,4941900,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,0.5,3922300,-1018400,4591332700,"2022-12-21T09:14:00.000Z",1671614040000,4940700,10665000,10668000,1802000,119088380600,49642939600,45051606900,24393834100
-849800,9855006800,84408135500,74553128700,183857574300,6206900,7056700,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,0.5,2283800,169000,5267754100,"2022-12-21T09:16:00.000Z",1671614160000,2114800,4428500,15096500,29900,64738253700,34756915900,29489161800,492176000
-2342800,-5818913100,113470380200,119289293300,257873570600,7934900,10277700,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,1.6,1728000,-1493000,-15673919900,"2022-12-21T09:18:00.000Z",1671614280000,3221000,4962300,20058800,13300,74015996300,29062244700,44736164600,217587000
-2502000,2943345500,170447513600,167504168100,363207633800,11004000,13506000,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,0.9,3069100,-159200,8762258600,"2022-12-21T09:20:00.000Z",1671614400000,3228300,6314100,26372900,16700,105334063200,56977133400,48214874800,142055000
-3504900,-9793485000,196442228400,206235713400,428757984900,12732600,16237500,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,1.3,1728600,-1002900,-12736830500,"2022-12-21T09:22:00.000Z",1671614520000,2731500,4511100,30884000,51000,65550351100,25994714800,38731545300,824091000
-3877700,-6118625500,236293128200,242411753700,505279117300,14934100,18811800,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,0.4,2201500,-372800,3674859500,"2022-12-21T09:24:00.000Z",1671614640000,2574300,4798100,35682100,22300,76521132400,39850899800,36176040300,494192300
-3098200,9634366500,273038939800,263404573300,563258584500,17101800,20200000,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,1.6,2167700,779500,15752992000,"2022-12-21T09:26:00.000Z",1671614760000,1388200,3572100,39254200,16200,57979467200,36745811600,20992819600,240836000
-3267700,8699175000,291738531100,283039356100,601650815600,18341500,21609200,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,0.1,1239700,-169500,-935191500,"2022-12-21T09:28:00.000Z",1671614880000,1409200,2651200,41905400,2300,38392231100,18699591300,19634782800,57857000
-3958400,-2792590800,306084251900,308876842700,641964262100,19351600,23310000,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,1.2,1010100,-690700,-11491765800,"2022-12-21T09:30:00.000Z",1671615000000,1700800,2729100,44634500,18200,40313446500,14345720800,25837486600,130239100
-5514900,-24714145500,320843687900,345557833400,693704136800,20340500,25855400,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,2.2,988900,-1556500,-21921554700,"2022-12-21T09:32:00.000Z",1671615120000,2545400,3549200,48183700,14900,51739874700,14759436000,36680990700,299448000
-8462900,-65298738000,343681747900,408980485900,780157717300,21755300,30218200,33033558627,42807246108.2,80035677175.4,5463991,2169250.8,3044913.9,-875663.1,-9773687481.1,4.2,1414800,-2948000,-40584592500,"2022-12-21T09:34:00.000Z",1671615240000,4362800,5795900,53979600,18300,86453580500,22838060000,63422652500,192868000
