"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
23800,243530000,246620000,3090000,249710000,24100,300,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,0.1,24100,23800,243530000,"2022-12-28T09:00:00.000Z",1672218000000,300,24400,24400,0,249710000,246620000,3090000,0
22600,231170000,246620000,15450000,262070000,24100,1500,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,0,0,-1200,-12360000,"2022-12-28T09:02:00.000Z",1672218120000,1200,1200,25600,0,12360000,0,12360000,0
22100,226020000,246620000,20600000,267220000,24100,2000,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,0,0,-500,-5150000,"2022-12-28T09:04:00.000Z",1672218240000,500,500,26100,0,5150000,0,5150000,0
21600,220870000,246620000,25750000,272370000,24100,2500,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,0,0,-500,-5150000,"2022-12-28T09:06:00.000Z",1672218360000,500,500,26600,0,5150000,0,5150000,0
19400,198210000,246620000,48410000,295030000,24100,4700,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,0,0,-2200,-22660000,"2022-12-28T09:08:00.000Z",1672218480000,2200,2200,28800,0,22660000,0,22660000,0
16400,167310000,246620000,79310000,325930000,24100,7700,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,0,0,-3000,-30900000.000000004,"2022-12-28T09:10:00.000Z",1672218600000,3000,3000,31800,0,30900000.000000004,0,30900000.000000004,0
18100,184990000,264300000,79310000,343610000,25800,7700,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,0,1700,1700,17680000,"2022-12-28T09:12:00.000Z",1672218720000,0,1700,33500,0,17680000,17680000,0,0
-885000,-6092795100,24958236700,31051031800,92091923800,1796000,2681000,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,1.5,1770200,-903100,-6277785100,"2022-12-28T09:14:00.000Z",1672218840000,2673300,7369500,7403000,2926000,91748313800,24693936700,30971721800,36082655300
-1176900,-14730701500,46436494700,61167196200,144107784200,3491100,4668000,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,2,1695100,-291900,-8637906400,"2022-12-28T09:16:00.000Z",1672218960000,1987000,3699400,11102400,17300,52015860400,21478258000,30116164400,421438000
-1215700,-13371157800,68806426900,82177584700,187592396400,5203300,6419000,23544775680,19255715297.6,46433506929.6,2988492,1481786.4,1287990.4,193796,4289060382.4,0.3,1712200,-38800,1359543700,"2022-12-28T09:18:00.000Z",1672219080000,1751000,3470100,14572500,6900,43484612200,22369932200,21010388500,104291500
