"price","change","match_qtty","side","time","total_vol"
49,-0.65,100,"unknown","14:27:20",3500
48.6,-1.05,300,"sd","13:53:03",3400
48.65,-1,100,"sd","13:53:02",3100
48.8,-0.85,100,"sd","13:53:02",3000
48.8,-0.85,500,"sd","13:36:33",2900
49,-0.65,200,"sd","11:16:49",2400
49,-0.65,100,"sd","11:16:10",2200
48.6,-1.05,200,"sd","11:03:11",2100
49.6,-0.05,200,"bu","10:44:36",1900
49.65,0,100,"bu","10:41:51",1700
48.55,-1.1,100,"bu","10:35:47",1600
48.55,-1.1,200,"sd","10:34:43",1500
49.7,0.05,100,"bu","10:03:24",1300
49.7,0.05,100,"bu","10:01:35",1200
48.5,-1.15,100,"sd","09:33:55",1100
48.6,-1.05,100,"sd","09:33:47",900
48.6,-1.05,100,"sd","09:33:47",1000
48.65,-1,200,"sd","09:33:25",800
48.65,-1,100,"sd","09:33:25",600
48.7,-0.95,100,"sd","09:33:01",500
48.65,-1,100,"sd","09:18:36",400
48.8,-0.85,300,"unknown","09:15:01",300
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
48.7,-0.3,100,"unknown","14:45:02",3300
48.05,-0.95,100,"sd","13:41:31",3200
48.05,-0.95,100,"sd","13:41:31",3100
48.1,-0.9,100,"sd","13:41:31",3000
48.1,-0.9,100,"sd","13:41:31",2900
48.1,-0.9,100,"bu","13:33:32",2800
48.1,-0.9,100,"sd","13:33:02",2700
48.1,-0.9,200,"sd","13:33:02",2600
48.95,-0.05,100,"bu","11:26:33",2400
48.8,-0.2,300,"bu","11:26:33",2300
48.05,-0.95,100,"bu","11:06:54",2000
48.05,-0.95,100,"sd","11:03:20",1900
48,-1,100,"sd","10:30:36",1800
48.05,-0.95,100,"sd","10:30:36",1700
48,-1,100,"sd","10:08:20",1600
48,-1,100,"sd","10:08:20",1500
48,-1,300,"sd","10:08:20",1400
48.05,-0.95,100,"sd","10:08:20",900
48.1,-0.9,200,"sd","10:08:20",800
48,-1,100,"sd","10:08:20",1100
48.05,-0.95,100,"sd","10:08:20",1000
48.5,-0.5,100,"sd","09:46:38",600
48.5,-0.5,500,"sd","09:36:56",500
"price","change","match_qtty","side","time","total_vol"
48.7,-0.3,100,"unknown","14:45:02",3300
48.05,-0.95,100,"sd","13:41:31",3200
48.05,-0.95,100,"sd","13:41:31",3100
48.1,-0.9,100,"sd","13:41:31",3000
48.1,-0.9,100,"sd","13:41:31",2900
48.1,-0.9,100,"bu","13:33:32",2800
48.1,-0.9,100,"sd","13:33:02",2700
48.1,-0.9,200,"sd","13:33:02",2600
48.95,-0.05,100,"bu","11:26:33",2400
48.8,-0.2,300,"bu","11:26:33",2300
48.05,-0.95,100,"bu","11:06:54",2000
48.05,-0.95,100,"sd","11:03:20",1900
48,-1,100,"sd","10:30:36",1800
48.05,-0.95,100,"sd","10:30:36",1700
48,-1,100,"sd","10:08:20",1600
48,-1,100,"sd","10:08:20",1500
48,-1,300,"sd","10:08:20",1400
48,-1,100,"sd","10:08:20",1100
48.05,-0.95,100,"sd","10:08:20",1000
48.05,-0.95,100,"sd","10:08:20",900
48.1,-0.9,200,"sd","10:08:20",800
48.5,-0.5,100,"sd","09:46:38",600
48.5,-0.5,500,"sd","09:36:56",500
