"price","change","match_qtty","side","time","total_vol"
6.38,-0.47,100,"bu","14:45:02",24100
6.65,-0.2,100,"sd","13:36:32",24000
6.77,-0.08,200,"bu","11:21:20",23900
6.38,-0.47,100,"sd","10:48:27",23700
6.38,-0.47,900,"bu","09:55:43",23600
6.38,-0.47,200,"sd","09:55:15",22700
6.38,-0.47,500,"sd","09:55:15",22500
6.39,-0.46,100,"sd","09:55:15",22000
6.38,-0.47,500,"bu","09:46:17",21900
6.38,-0.47,100,"bu","09:45:38",21400
6.38,-0.47,1100,"bu","09:45:10",21300
6.38,-0.47,300,"bu","09:44:31",20200
6.38,-0.47,1700,"bu","09:43:33",19900
6.38,-0.47,100,"bu","09:42:27",18200
6.38,-0.47,600,"bu","09:42:14",18100
6.38,-0.47,100,"bu","09:40:26",17500
6.38,-0.47,3000,"bu","09:38:43",17400
6.38,-0.47,600,"bu","09:38:22",14400
6.38,-0.47,3000,"bu","09:37:07",13800
6.38,-0.47,700,"bu","09:36:11",10800
6.38,-0.47,1900,"sd","09:35:19",10100
6.38,-0.47,1000,"sd","09:35:19",8200
6.38,-0.47,100,"sd","09:35:19",7200
6.38,-0.47,100,"sd","09:35:19",7100
6.4,-0.45,100,"sd","09:35:19",7000
6.4,-0.45,100,"bu","09:28:37",6900
6.4,-0.45,500,"bu","09:26:20",6800
6.4,-0.45,700,"bu","09:25:38",6300
6.4,-0.45,1000,"sd","09:24:30",5600
6.41,-0.44,1000,"sd","09:24:30",4600
6.42,-0.43,3500,"sd","09:24:30",3600
6.85,0,100,"bu","09:15:01",100
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
6,-0.38,200,"sd","09:18:20",200
"price","change","match_qtty","side","time","total_vol"
5.95,-0.43,100,"unknown","14:45:00",92000
5.94,-0.44,100,"sd","13:22:09",91900
5.94,-0.44,900,"sd","13:22:09",91800
5.94,-0.44,100,"sd","13:19:37",90900
5.94,-0.44,1000,"sd","13:19:37",90800
5.95,-0.43,100,"sd","13:19:37",89800
5.94,-0.44,3000,"bu","11:09:34",89700
5.94,-0.44,2000,"sd","11:09:17",86700
5.94,-0.44,48000,"bu","11:08:53",84700
5.94,-0.44,200,"bu","11:08:51",36700
5.94,-0.44,1800,"sd","11:08:51",36500
6.01,-0.37,100,"sd","11:04:49",34700
5.94,-0.44,32200,"sd","11:04:49",34600
5.94,-0.44,500,"sd","11:04:49",2400
5.94,-0.44,100,"sd","11:04:49",1900
5.95,-0.43,1000,"sd","11:04:49",1800
6,-0.38,100,"sd","11:04:49",800
6.38,0,500,"bu","09:21:24",700
6,-0.38,200,"sd","09:18:20",200
"price","change","match_qtty","side","time","total_vol"
5.95,-0.43,100,"unknown","14:45:00",92000
5.94,-0.44,100,"sd","13:22:09",91900
5.94,-0.44,900,"sd","13:22:09",91800
5.94,-0.44,100,"sd","13:19:37",90900
5.94,-0.44,1000,"sd","13:19:37",90800
5.95,-0.43,100,"sd","13:19:37",89800
5.94,-0.44,3000,"bu","11:09:34",89700
5.94,-0.44,2000,"sd","11:09:17",86700
5.94,-0.44,48000,"bu","11:08:53",84700
5.94,-0.44,200,"bu","11:08:51",36700
5.94,-0.44,1800,"sd","11:08:51",36500
6.01,-0.37,100,"sd","11:04:49",34700
5.94,-0.44,32200,"sd","11:04:49",34600
5.94,-0.44,500,"sd","11:04:49",2400
5.94,-0.44,100,"sd","11:04:49",1900
5.95,-0.43,1000,"sd","11:04:49",1800
6,-0.38,100,"sd","11:04:49",800
6.38,0,500,"bu","09:21:24",700
6,-0.38,200,"sd","09:18:20",200
