"price","change","match_qtty","side","time","total_vol"
41.5,-1.2,100,"bu","13:26:27",700
41.5,-1.2,100,"sd","13:24:24",600
41.5,-1.2,100,"sd","13:24:24",500
41.5,-1.2,400,"sd","10:03:02",400
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
42.1,0.6,100,"bu","14:45:01",8700
41.6,0.1,100,"bu","13:30:38",8600
41,-0.5,1000,"sd","13:06:32",8500
41,-0.5,1000,"sd","13:06:32",7500
41,-0.5,700,"bu","10:45:42",6500
41,-0.5,700,"bu","10:45:08",5800
41,-0.5,600,"bu","10:44:32",5100
41,-0.5,400,"bu","10:44:32",4500
41,-0.5,100,"bu","10:43:37",4100
41,-0.5,1000,"sd","10:39:32",4000
41,-0.5,100,"sd","10:39:32",3000
41,-0.5,100,"sd","10:39:32",2900
41,-0.5,100,"sd","10:39:32",2800
41,-0.5,100,"sd","10:39:32",2700
41,-0.5,500,"sd","10:39:32",2600
41.1,-0.4,600,"sd","10:39:32",2100
41,-0.5,500,"sd","09:41:34",1500
41,-0.5,100,"sd","09:41:34",1000
41,-0.5,500,"sd","09:41:34",900
41,-0.5,100,"sd","09:41:34",400
41.1,-0.4,200,"sd","09:41:34",300
41,-0.5,100,"sd","09:21:55",100
"price","change","match_qtty","side","time","total_vol"
42.1,0.6,100,"bu","14:45:01",8700
41.6,0.1,100,"bu","13:30:38",8600
41,-0.5,1000,"sd","13:06:32",8500
41,-0.5,1000,"sd","13:06:32",7500
41,-0.5,700,"bu","10:45:42",6500
41,-0.5,700,"bu","10:45:08",5800
41,-0.5,600,"bu","10:44:32",5100
41,-0.5,400,"bu","10:44:32",4500
41,-0.5,100,"bu","10:43:37",4100
41,-0.5,1000,"sd","10:39:32",4000
41,-0.5,100,"sd","10:39:32",3000
41,-0.5,100,"sd","10:39:32",2900
41,-0.5,100,"sd","10:39:32",2800
41,-0.5,100,"sd","10:39:32",2700
41,-0.5,500,"sd","10:39:32",2600
41.1,-0.4,600,"sd","10:39:32",2100
41,-0.5,500,"sd","09:41:34",1500
41,-0.5,100,"sd","09:41:34",1000
41,-0.5,500,"sd","09:41:34",900
41,-0.5,100,"sd","09:41:34",400
41.1,-0.4,200,"sd","09:41:34",300
41,-0.5,100,"sd","09:21:55",100
