"price","change","match_qtty","side","time","total_vol"
14,1.7,100,"bu","10:04:43",400
13.4,1.1,200,"bu","10:04:17",300
11.1,-1.2,100,"sd","09:57:54",100
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
13,0,100,"bu","14:59:31",30000
13,0,200,"bu","14:58:39",29900
11.9,-1.1,1400,"unknown","14:57:04",29700
13,0,100,"bu","14:55:45",28300
11.9,-1.1,500,"sd","14:53:43",28200
13,0,100,"bu","14:52:17",27700
11.9,-1.1,500,"sd","14:50:23",27600
13,0,100,"bu","14:42:35",27100
11.9,-1.1,100,"sd","14:36:53",27000
13,0,100,"bu","14:36:18",26900
11.9,-1.1,100,"sd","14:30:46",26800
13,0,100,"bu","14:29:46",26700
11.8,-1.2,100,"sd","14:21:29",26600
13,0,100,"bu","14:18:43",26500
11.9,-1.1,200,"unknown","14:16:44",26400
13,0,100,"bu","14:14:33",26200
11.9,-1.1,100,"unknown","14:08:27",26100
13,0,200,"bu","13:40:48",26000
11.8,-1.2,800,"bu","13:11:08",25800
11.8,-1.2,5200,"bu","13:10:04",25000
12,-1,800,"sd","13:07:49",19800
12.5,-0.5,100,"bu","11:24:56",19000
12,-1,3000,"sd","11:13:06",18900
12.5,-0.5,100,"bu","10:48:42",15900
12,-1,100,"sd","10:48:03",15800
12,-1,400,"bu","10:45:46",15700
12,-1,4600,"bu","10:45:22",15300
13.7,0.7,100,"bu","10:39:26",10700
12,-1,400,"sd","10:39:07",10600
12,-1,5000,"sd","10:38:46",10200
11.2,-1.8,400,"sd","10:37:21",5200
11.2,-1.8,800,"bu","10:32:39",4800
11.2,-1.8,100,"bu","10:32:22",4000
11.2,-1.8,2100,"bu","10:31:25",3900
11.2,-1.8,1600,"bu","10:31:10",1800
11.7,-1.3,100,"unknown","10:22:12",200
13.9,0.9,100,"bu","09:45:20",100
"price","change","match_qtty","side","time","total_vol"
13,0,100,"bu","14:59:31",30000
13,0,200,"bu","14:58:39",29900
11.9,-1.1,1400,"unknown","14:57:04",29700
13,0,100,"bu","14:55:45",28300
11.9,-1.1,500,"sd","14:53:43",28200
13,0,100,"bu","14:52:17",27700
11.9,-1.1,500,"sd","14:50:23",27600
13,0,100,"bu","14:42:35",27100
11.9,-1.1,100,"sd","14:36:53",27000
13,0,100,"bu","14:36:18",26900
11.9,-1.1,100,"sd","14:30:46",26800
13,0,100,"bu","14:29:46",26700
11.8,-1.2,100,"sd","14:21:29",26600
13,0,100,"bu","14:18:43",26500
11.9,-1.1,200,"unknown","14:16:44",26400
13,0,100,"bu","14:14:33",26200
11.9,-1.1,100,"unknown","14:08:27",26100
13,0,200,"bu","13:40:48",26000
11.8,-1.2,800,"bu","13:11:08",25800
11.8,-1.2,5200,"bu","13:10:04",25000
12,-1,800,"sd","13:07:49",19800
12.5,-0.5,100,"bu","11:24:56",19000
12,-1,3000,"sd","11:13:06",18900
12.5,-0.5,100,"bu","10:48:42",15900
12,-1,100,"sd","10:48:03",15800
12,-1,400,"bu","10:45:46",15700
12,-1,4600,"bu","10:45:22",15300
13.7,0.7,100,"bu","10:39:26",10700
12,-1,400,"sd","10:39:07",10600
12,-1,5000,"sd","10:38:46",10200
11.2,-1.8,400,"sd","10:37:21",5200
11.2,-1.8,800,"bu","10:32:39",4800
11.2,-1.8,100,"bu","10:32:22",4000
11.2,-1.8,2100,"bu","10:31:25",3900
11.2,-1.8,1600,"bu","10:31:10",1800
11.7,-1.3,100,"unknown","10:22:12",200
13.9,0.9,100,"bu","09:45:20",100
