,date,symbol,priceHigh,priceLow,priceOpen,priceAverage,priceClose,priceBasic,totalVolume,dealVolume,putthroughVolume,totalValue,putthroughValue,buyForeignQuantity,buyForeignValue,sellForeignQuantity,sellForeignValue,buyCount,buyQuantity,sellCount,sellQuantity,adjRatio,currentForeignRoom,propTradingNetDealValue,propTradingNetPTValue,propTradingNetValue
10,2022-10-13T00:00:00,VNINDEX,1050.99,1025.0400000000002,1035.3300000000002,1050.99,1050.99,1034.81,477333502.0,402688700.0,74644802.0,8900711000000.0,1525854313550.0,58238955.0,1276645420000.0,39968485.0,824501690000.0,323983.0,3923064768.0,282632.0,3205644651.0,1.0,0.0,-291755391000.0,30049228000.0,-261706163000.0
11,2022-10-12T00:00:00,VNINDEX,1039.4399999999998,1002.89,1006.1,1034.81,1034.81,1006.1999999999999,616141224.0,532825500.0,83315724.0,11472236000000.0,1716807948250.0,84261256.0,1971862720000.0,33579208.0,735510810000.0,347612.0,4432176030.0,337957.0,3481740984.0,1.0,0.0,-334244028000.0,67884455000.0,-266359573000.0
12,2022-10-11T00:00:00,VNINDEX,1036.42,998.64,1036.3899999999999,1006.1999999999999,1006.1999999999999,1042.48,672102624.0,580908400.0,91194224.0,12874323000000.0,2450813346950.0,44861174.0,1356069520000.0,49657069.0,1197183490000.0,386519.0,4685190204.0,294272.0,4249748273.0,1.0,0.0,-469184477000.0,-31438900000.0,-500623377000.0
13,2022-10-10T00:00:00,VNINDEX,1051.02,1012.94,1019.67,1042.48,1042.48,1035.91,692982328.0,541876100.0,151106228.0,15055406000000.0,5202457260320.0,55208109.0,1458131950000.0,38250250.0,879269540000.0,389997.0,4679862564.0,301509.0,3314164581.0,1.0,0.0,-387702984000.0,-262476626000.0,-650179610000.0
14,2022-10-07T00:00:00,VNINDEX,1062.23,1022.3800000000001,1061.93,1035.91,1035.91,1074.52,877310089.0,788688100.0,88621989.0,16976697000000.0,2762013701600.0,88631794.0,2433233350000.0,85644964.0,2174214240000.0,470155.0,5850796200.0,305311.0,4862576674.0,1.0,0.0,-232274309000.0,-87077750000.0,-319352059000.0
15,2022-10-06T00:00:00,VNINDEX,1106.97,1072.57,1105.31,1074.52,1074.52,1104.26,545816556.0,499954800.0,45861756.0,11115521000000.0,1315935069200.0,34088085.0,871953650000.0,43064798.0,1005557240000.0,380939.0,4881807971.0,274078.0,3967627433.0,1.0,0.0,-497330146000.0,-80648800000.0,-577978946000.0
16,2022-10-05T00:00:00,VNINDEX,1110.21,1092.08,1092.08,1104.26,1104.26,1078.1399999999999,451939674.0,396842100.0,55097574.0,9414919000000.0,1468769682650.0,47321975.0,1239352130000.0,40416962.0,1013180490000.0,316282.0,4028236725.0,270466.0,3043348266.0,1.0,0.0,-275367216000.0,-49773570000.0,-325140786000.0
17,2022-10-04T00:00:00,VNINDEX,1100.42,1069.74,1095.73,1078.1399999999999,1078.1399999999999,1086.44,582818537.0,513962500.0,68856037.0,12048377000000.0,1736483969000.0,45096603.0,1189907850000.0,67871237.0,1661217510000.0,403263.0,5888993136.0,326958.0,4981972535.0,1.0,0.0,172615985000.0,-32640000000.0,139975985000.0
18,2022-10-03T00:00:00,VNINDEX,1126.46,1079.8600000000001,1124.46,1086.44,1086.44,1132.11,554153554.0,501911900.0,52241654.0,11525463000000.0,1459357305000.0,30680831.0,942334240000.0,53372750.0,1475487430000.0,396011.0,4902115531.0,281468.0,3914590974.0,1.0,0.0,-491767428000.0,-84189120000.0,-575956548000.0
19,2022-09-30T00:00:00,VNINDEX,1135.47,1099.44,1115.1999999999998,1132.11,1132.11,1126.07,729667043.0,612447100.0,117219943.0,17135773000000.0,4098100049800.0,70537924.0,1949827320000.0,59396362.0,1766901180000.0,483597.0,6048642312.0,350056.0,4692755536.0,1.0,0.0,874972034000.0,114342780000.0,989314814000.0
20,2022-09-29T00:00:00,VNINDEX,1159.49,1126.07,1157.09,1126.07,1126.07,1143.62,491470716.0,416473300.0,74997416.0,11232780000000.0,2032299394800.0,28538834.0,724547010000.0,34020007.0,886146140000.0,331133.0,3349301150.0,289086.0,2771596543.0,1.0,0.0,118601799000.0,-89690400000.0,28911399000.0
21,2022-09-28T00:00:00,VNINDEX,1162.6,1142.79,1158.53,1143.62,1143.62,1166.54,527698880.0,527698880.0,0.0,11783855000000.0,0.0,23963927.0,769618192647.03,23564932.0,774410046349.22,349701.0,490909200.0,294498.0,491861200.0,1.0,0.0,-64974828000.0,-54539400000.0,-119514228000.0
22,2022-09-27T00:00:00,VNINDEX,1180.75,1166.44,1177.51,1166.54,1166.54,1174.35,466621460.0,415135800.0,51485660.0,10617576000000.0,1421477608950.0,27997444.0,726008120000.0,38573199.0,1113757660000.0,349701.0,3762627537.0,294498.0,2961278094.0,1.0,0.0,206540372000.0,-47267900000.0,159272472000.0
23,2022-09-26T00:00:00,VNINDEX,1190.27,1159.1200000000001,1186.41,1174.35,1174.35,1203.28,757086377.0,701894100.0,55192277.0,17552324000000.0,1576431144300.0,40658030.0,1115297210000.0,60141540.0,1671889430000.0,546843.0,4291502989.0,338184.0,3714095665.0,1.0,0.0,567500621000.0,-127581000000.0,439919621000.0
24,2022-09-23T00:00:00,VNINDEX,1216.5900000000001,1201.45,1212.61,1203.28,1203.28,1214.7,485376696.0,443618000.0,41758696.0,11292996000000.0,1347332374000.0,31053637.0,819506030000.0,40000197.0,1148158870000.0,371299.0,2811845414.0,326586.0,2395947036.0,1.0,0.0,-313738485000.0,-14455000000.0,-328193485000.0
25,2022-09-22T00:00:00,VNINDEX,1214.7,1196.64,1200.34,1214.7,1214.7,1210.55,473554639.0,435982100.0,37572539.0,11666710000000.0,1480007955200.0,27651137.0,775386560000.0,39223998.0,1250250960000.0,409040.0,3058538513.0,304256.0,2312631999.0,1.0,0.0,-122064253000.0,90100000000.0,-31964253000.0
26,2022-09-21T00:00:00,VNINDEX,1217.28,1204.6799999999998,1213.47,1210.55,1210.55,1218.9299999999998,391712127.0,325527500.0,66184627.0,9774043000000.0,2251012069000.0,21958314.0,676956590000.0,28743471.0,799429100000.0,323080.0,2588351755.0,260129.0,1869693938.0,1.0,0.0,-393744062000.0,-25219300000.0,-418963362000.0
27,2022-09-20T00:00:00,VNINDEX,1218.9299999999998,1199.71,1212.08,1218.9299999999998,1218.9299999999998,1205.43,473888795.0,412723400.0,61165395.0,11157297000000.0,1598077665500.0,37145315.0,1146997410000.0,26037388.0,722207780000.0,391286.0,2495388296.0,299826.0,1840476555.0,1.0,0.0,102131515000.0,-39051800000.0,63079715000.0
28,2022-09-19T00:00:00,VNINDEX,1233.46,1202.07,1231.45,1205.43,1205.43,1234.03,701958194.0,641803999.0,60154195.0,16706041000000.0,1815266326950.0,37639394.0,839025760000.0,29861512.0,690669510000.0,508402.0,3443917383.0,385126.0,2697920915.0,1.0,0.0,144355532000.0,-15248300000.0,129107232000.0
29,2022-09-16T00:00:00,VNINDEX,1246.17,1230.37,1243.3799999999999,1234.03,1234.03,1245.66,632370935.0,594453000.0,37917935.0,15510080000000.0,965431284500.0,63226330.0,2138833870000.0,90224835.0,2561439490000.0,460586.0,3005015277.0,352786.0,2323882716.0,1.0,0.0,-129742869000.0,123709500000.0,-6033369000.0
30,2022-09-15T00:00:00,VNINDEX,1250.93,1243.45,1247.34,1245.66,1245.66,1240.77,429835817.0,385727500.0,44108317.0,11293956000000.0,1515066090350.0,28713059.0,839305560000.0,36259234.0,1172231590000.0,348496.0,2550156769.0,369637.0,2031167189.0,1.0,0.0,-96578426000.0,-2720000000.0,-99298426000.0
31,2022-09-14T00:00:00,VNINDEX,1242.1699999999998,1228.51,1229.76,1240.77,1240.77,1248.4,607855867.0,574337899.0,33517968.0,14351722000000.0,891616946050.0,35208543.0,839608100000.0,33017321.0,894267930000.0,522595.0,3251970886.0,379008.0,2368548437.0,1.0,0.0,-226954589000.0,11929500000.0,-215025089000.0
32,2022-09-13T00:00:00,VNINDEX,1252.3500000000001,1243.8700000000001,1251.1,1248.4,1248.4,1249.62,473969102.0,410772381.0,63196721.0,12748754000000.0,2592269520900.0,33616495.0,943612590000.0,41635095.0,1208888530000.0,379166.0,2667166922.0,370233.0,2136384150.0,1.0,0.0,-139850145000.0,4595700000.0,-135254445000.0
33,2022-09-12T00:00:00,VNINDEX,1257.8,1248.9699999999998,1255.0,1249.62,1249.62,1248.78,410185286.0,390724336.0,19460950.0,10747939000000.0,696169926600.0,30487054.0,798402330000.0,19447000.0,619476440000.0,380480.0,2806651232.0,458195.0,2195096165.0,1.0,0.0,-346433939000.0,-46162500000.0,-392596439000.0
34,2022-09-09T00:00:00,VNINDEX,1248.78,1228.54,1241.26,1248.78,1248.78,1234.6,586025787.0,542039800.0,43985987.0,13799626000000.0,1204859286100.0,21768600.0,721388861601.0,17458100.0,543299576080.0,451071.0,528123800.0,352429.0,533305100.0,1.0,0.0,57125488000.0,-34678750000.0,22446738000.0
35,2022-09-08T00:00:00,VNINDEX,1251.3600000000001,1234.6,1251.06,1234.6,1234.6,1243.1699999999998,599611824.0,557779800.0,41832024.0,14415310000000.0,1691951315000.0,26430600.0,719112480000.0,26262300.0,645048950000.0,451071.0,3750858700.0,352429.0,2748372600.0,1.0,0.0,223719884000.0,-33718000000.0,190001884000.0
36,2022-09-07T00:00:00,VNINDEX,1275.07,1243.1699999999998,1274.6000000000001,1243.1699999999998,1243.1699999999998,1277.3999999999999,852271781.0,796593600.0,55678181.0,20331771000000.0,1504964326250.0,27952200.0,622499370000.0,40459400.0,1070646960000.0,558996.0,4313420100.0,425039.0,3397624400.0,1.0,0.0,-217936078000.0,0.0,-217936078000.0
37,2022-09-06T00:00:00,VNINDEX,1286.9199999999998,1277.3999999999999,1279.58,1277.3999999999999,1277.3999999999999,1277.3500000000001,581454959.0,537987600.0,43467359.0,14560906000000.0,1443127550950.0,20125900.0,585359030000.0,29038200.0,855480790000.0,412472.0,3367209400.0,405609.0,2648070500.0,1.0,0.0,39428356000.0,0.0,39428356000.0
38,2022-09-05T00:00:00,VNINDEX,1285.6999999999998,1275.3500000000001,1280.26,1277.3500000000001,1277.3500000000001,1280.51,524682900.0,466166300.0,58516600.0,13402025000000.0,1776437994500.0,24832300.0,732254990000.0,32821600.0,1150180770000.0,363022.0,3025756200.0,341103.0,2511334600.0,1.0,0.0,-47061684000.0,-108553128000.0,-155614812000.0
39,2022-08-31T00:00:00,VNINDEX,1285.29,1274.99,1276.49,1280.51,1280.51,1279.39,499312581.0,462420100.0,36892481.0,12702227000000.0,1019156372700.0,27174500.0,760604990000.0,30485100.0,942898470000.0,412888.0,3095512900.0,346059.0,2436218800.0,1.0,0.0,-51349382000.0,6077200000.0,-45272182000.0
40,2022-08-30T00:00:00,VNINDEX,1287.65,1274.0,1274.97,1279.39,1279.39,1270.8,526096366.0,473770000.0,52326366.0,13835936000000.0,1622297840300.0,20778900.0,659462520000.0,22859784.0,672988860000.0,391005.0,3267438600.0,375683.0,2634677800.0,1.0,0.0,76234718000.0,10620641000.0,86855359000.0
41,2022-08-29T00:00:00,VNINDEX,1270.8,1249.17,1263.43,1270.8,1270.8,1282.57,845897224.0,793997300.0,51899924.0,20562315000000.0,1755449179400.0,20717900.0,664986160000.0,39896700.0,1038209800000.0,637438.0,4399768700.0,413642.0,3174053500.0,1.0,0.0,171614701000.0,37122600000.0,208737301000.0
42,2022-08-26T00:00:00,VNINDEX,1295.12,1280.05,1291.29,1282.57,1282.57,1288.8799999999999,668955634.0,614354500.0,54601134.0,16075276000000.0,1394156889700.0,25458800.0,604072510000.0,29779600.0,664567120000.0,446930.0,3408782200.0,466287.0,2845647400.0,1.0,0.0,-103198670000.0,-4320000000.0,-107518670000.0
43,2022-08-25T00:00:00,VNINDEX,1289.18,1280.28,1280.39,1288.8799999999999,1288.8799999999999,1277.1599999999999,623966064.0,562124700.0,61841364.0,15482257000000.0,1808109543700.0,31010296.0,751488790000.0,27591896.0,660969750000.0,416960.0,3173756800.0,465739.0,2663204500.0,1.0,0.0,-26651548000.0,0.0,-26651548000.0
44,2022-08-24T00:00:00,VNINDEX,1280.36,1272.33,1275.57,1277.1599999999999,1277.1599999999999,1270.81,601884844.0,519810800.0,82074044.0,15195578000000.0,2394993987700.0,25865400.0,803391910000.0,27465600.0,963549580000.0,400242.0,3318147500.0,411681.0,2557946700.0,1.0,0.0,-91132553000.0,-21348750000.0,-112481303000.0
45,2022-08-23T00:00:00,VNINDEX,1270.81,1253.45,1253.45,1270.81,1270.81,1260.43,564723969.0,520796300.0,43927669.0,14056771000000.0,1532807037100.0,31217100.0,837420440000.0,31327410.0,909667500000.0,454687.0,3563741600.0,334836.0,2471088900.0,1.0,0.0,-314942878000.0,-41564600000.0,-356507478000.0
46,2022-08-22T00:00:00,VNINDEX,1270.57,1255.83,1264.6399999999999,1260.43,1260.43,1269.18,619447855.0,566785900.0,52661955.0,14839116000000.0,1699038930000.0,17664495.0,500680940000.0,34319395.0,729539200000.0,454366.0,3506427100.0,370515.0,2677889500.0,1.0,0.0,114548424000.0,-42187500000.0,72360924000.0
47,2022-08-19T00:00:00,VNINDEX,1280.0,1263.4499999999998,1272.23,1269.18,1269.18,1273.6599999999999,607623179.0,568209800.0,39413379.0,14920476000000.0,1347218738100.0,30602700.0,960884810000.0,39058700.0,1063545920000.0,439366.0,3297885200.0,366158.0,2505761700.0,1.0,0.0,176143945000.0,38641000000.0,214784945000.0
48,2022-08-18T00:00:00,VNINDEX,1283.15,1268.64,1273.45,1273.6599999999999,1273.6599999999999,1275.28,599082777.0,558424300.0,40658477.0,15351537000000.0,1270153249200.0,37718500.0,1200330570000.0,31137529.0,1079774190000.0,459527.0,3827933700.0,396414.0,2902610900.0,1.0,0.0,-88218730000.0,2317808000.0,-85900922000.0
49,2022-08-17T00:00:00,VNINDEX,1280.6100000000001,1271.97,1276.78,1275.28,1275.28,1274.69,712253187.0,644581600.0,67671587.0,17674350000000.0,2192183673660.0,35607820.0,892019510000.0,36024620.0,938766930000.0,477492.0,3513753900.0,461655.0,2931937100.0,1.0,0.0,210344928000.0,-39950000000.0,170394928000.0
50,2022-08-16T00:00:00,VNINDEX,1275.93,1271.11,1274.08,1274.69,1274.69,1274.2,617719573.0,569526100.0,48193473.0,14945378000000.0,1479611493400.0,53611578.0,1389525020000.0,29593634.0,859097620000.0,397157.0,3166293000.0,413405.0,2538741100.0,1.0,0.0,217431763000.0,-44510569000.0,172921194000.0
51,2022-08-15T00:00:00,VNINDEX,1274.24,1267.14,1268.5600000000002,1274.2,1274.2,1262.33,634199273.0,585580500.0,48618773.0,15508553000000.0,1545857722500.0,31001500.0,1139550737604.0,24746873.0,1074357576786.97,414858.0,589769800.0,357622.0,586147700.0,1.0,0.0,20176353000.0,-110288710000.0,-90112357000.0
52,2022-08-12T00:00:00,VNINDEX,1262.33,1248.67,1250.66,1262.33,1262.33,1252.07,542036380.0,508817800.0,33218580.0,13057089000000.0,948659458400.0,33323000.0,895576270000.0,29215700.0,757466840000.0,414858.0,3073920400.0,357622.0,2203145000.0,1.0,0.0,-21816486000.0,0.0,-21816486000.0
53,2022-08-11T00:00:00,VNINDEX,1268.03,1245.8500000000001,1267.3700000000001,1252.07,1252.07,1256.5,810553640.0,765336500.0,45217140.0,18777025000000.0,1519375079000.0,44085000.0,1180162680000.0,43264840.0,1105731280000.0,517502.0,3943139700.0,486555.0,3125032400.0,1.0,0.0,462637310000.0,-41387484000.0,421249826000.0
54,2022-08-10T00:00:00,VNINDEX,1260.3600000000001,1253.89,1255.69,1256.5,1256.5,1258.85,651757132.0,584384800.0,67372332.0,14392751000000.0,1699797184500.0,24173700.0,626285750000.0,22511500.0,576240020000.0,442928.0,3092507200.0,391385.0,2269361900.0,1.0,0.0,-15680594000.0,0.0,-15680594000.0
55,2022-08-09T00:00:00,VNINDEX,1263.1399999999999,1252.84,1260.3600000000001,1258.85,1258.85,1256.75,721636388.0,655262300.0,66374088.0,15968159000000.0,1708425737500.0,31287800.0,733102900000.0,29476200.0,802077230000.0,477030.0,3809263600.0,431017.0,2695799500.0,1.0,0.0,5618882000.0,2746520000.0,8365402000.0
56,2022-08-08T00:00:00,VNINDEX,1258.84,1252.04,1252.36,1256.75,1256.75,1252.74,699342402.0,634015600.0,65326802.0,15799938000000.0,1727000351700.0,33778500.0,836385540000.0,34463600.0,936126550000.0,460789.0,3711320200.0,425310.0,2478277300.0,1.0,0.0,143835339000.0,31043510000.0,174878849000.0
57,2022-08-05T00:00:00,VNINDEX,1253.75,1245.05,1250.25,1252.74,1252.74,1254.1499999999999,698639752.0,604391400.0,94248352.0,15562752000000.0,2032828772800.0,46245500.0,1236525160000.0,51887061.0,1541871330000.0,469599.0,3928622700.0,398380.0,2434883900.0,1.0,0.0,220904305000.0,-198881157000.0,22023148000.0
58,2022-08-04T00:00:00,VNINDEX,1257.38,1247.38,1252.49,1254.1499999999999,1254.1499999999999,1249.76,724748664.0,655935800.0,68812864.0,17006786000000.0,1882912213650.0,49734900.0,1419144570000.0,49811660.0,1360347280000.0,485162.0,3796781900.0,461105.0,2672999400.0,1.0,0.0,289618288000.0,225611100000.0,515229388000.0
59,2022-08-03T00:00:00,VNINDEX,1250.2,1232.4099999999999,1233.84,1249.76,1249.76,1241.62,789514899.0,702358600.0,87156299.0,17567772000000.0,2302583746000.0,59039640.0,1629699700000.0,33970640.0,976710500000.0,496653.0,4336156300.0,456558.0,2870487000.0,1.0,0.0,-97290724000.0,-282152260000.0,-379442984000.0
60,2022-08-02T00:00:00,VNINDEX,1241.91,1224.11,1230.31,1241.62,1241.62,1231.35,817689411.0,734388200.0,83301211.0,16886475000000.0,1710111391000.0,52918500.0,1422676270000.0,38542900.0,1048445700000.0,490313.0,4577474300.0,474494.0,3054369000.0,1.0,0.0,201880349000.0,215733700000.0,417614049000.0
61,2022-08-01T00:00:00,VNINDEX,1231.35,1209.04,1209.05,1231.35,1231.35,1206.33,708708592.0,682047300.0,26661292.0,16195619000000.0,957455833600.0,53691700.0,1481180390000.0,29051300.0,820768840000.0,450342.0,4204713400.0,453034.0,2920411700.0,1.0,0.0,89052139000.0,1287479000.0,90339618000.0
62,2022-07-29T00:00:00,VNINDEX,1217.84,1206.33,1214.32,1206.33,1206.33,1208.1200000000001,590317626.0,537058300.0,53259326.0,15034552000000.0,2118521833000.0,45706100.0,1544829680000.0,39591700.0,1578868380000.0,391832.0,3560144500.0,401892.0,2609838600.0,1.0,0.0,289043703000.0,-109000000000.0,180043703000.0
63,2022-07-28T00:00:00,VNINDEX,1214.03,1198.68,1201.77,1208.1200000000001,1208.1200000000001,1191.04,668855185.0,620806700.0,48048485.0,15346941000000.0,1371590990000.0,44660600.0,1443073610000.0,26918600.0,767463100000.0,374748.0,3588968700.0,409281.0,2578562000.0,1.0,0.0,132052365000.0,-17742000000.0,114310365000.0
64,2022-07-27T00:00:00,VNINDEX,1191.04,1178.58,1180.83,1191.04,1191.04,1185.07,445143436.0,387799200.0,57344236.0,10023836000000.0,2035589845250.0,30811232.0,1250524880000.0,27745432.0,631610340000.0,345747.0,2640353600.0,251082.0,1805533200.0,1.0,0.0,184850292000.0,706033000.0,185556325000.0
65,2022-07-26T00:00:00,VNINDEX,1194.1499999999999,1184.44,1189.2,1185.07,1185.07,1188.5,434802305.0,388328300.0,46474005.0,9446833000000.0,1376916088000.0,22805000.0,585896920000.0,25178300.0,531423580000.0,311811.0,2433738900.0,266270.0,1814241500.0,1.0,0.0,144606887000.0,-141360000000.0,3246887000.0
66,2022-07-25T00:00:00,VNINDEX,1198.16,1184.32,1191.43,1188.5,1188.5,1194.76,437845674.0,410066000.0,27779674.0,9928098000000.0,1168186151300.0,22389100.0,807305060000.0,26070500.0,650646280000.0,354280.0,2916414300.0,278536.0,2107022600.0,1.0,0.0,254157086000.0,-41758500000.0,212398586000.0
67,2022-07-22T00:00:00,VNINDEX,1202.69,1194.76,1199.16,1194.76,1194.76,1198.47,477947632.0,448428100.0,29519532.0,10868979000000.0,1083301772500.0,30861731.0,1061389360000.0,27664476.0,684875070000.0,354628.0,3254371700.0,336417.0,2408969400.0,1.0,0.0,165361357000.0,-12235000000.0,153126357000.0
68,2022-07-21T00:00:00,VNINDEX,1201.91,1194.97,1195.03,1198.47,1198.47,1194.1399999999999,530311053.0,500624000.0,29687053.0,12119334000000.0,1012324019800.0,37518400.0,1143921760000.0,25557120.0,756239050000.0,378100.0,3401591900.0,380768.0,2495308300.0,1.0,0.0,12889512000.0,-11934790000.0,954722000.0
69,2022-07-20T00:00:00,VNINDEX,1198.63,1185.82,1188.12,1194.1399999999999,1194.1399999999999,1178.3300000000002,648003308.0,601098600.0,46904708.0,14167660000000.0,1226071869900.0,34813740.0,996449190000.0,27011180.0,802097420000.0,386334.0,3582847100.0,439181.0,2482139700.0,1.0,0.0,-80434798000.0,-21056068000.0,-101490866000.0
70,2022-07-19T00:00:00,VNINDEX,1180.46,1168.99,1176.1,1178.3300000000002,1178.3300000000002,1176.49,532684860.0,479096800.0,53588060.0,11262027000000.0,1607343383500.0,23836500.0,732228400000.0,35127540.0,1022997770000.0,387474.0,3172029900.0,316452.0,2227254200.0,1.0,0.0,76373671000.0,30581681000.0,106955352000.0
71,2022-07-18T00:00:00,VNINDEX,1184.9299999999998,1174.7,1184.74,1176.49,1176.49,1179.25,523728315.0,480514500.0,43213815.0,11233748000000.0,1153938216200.0,25546460.0,713716760000.0,33474960.0,830470310000.0,350618.0,2795884500.0,332361.0,2057976600.0,1.0,0.0,-7435504000.0,-775050000.0,-8210554000.0
72,2022-07-15T00:00:00,VNINDEX,1189.6599999999999,1178.1200000000001,1183.15,1179.25,1179.25,1182.17,604014132.0,543854200.0,60159932.0,13116392000000.0,1737309997500.0,30866740.0,746133140000.0,46045630.0,1240644030000.0,402088.0,3407068600.0,394195.0,2496990300.0,1.0,0.0,-167279733000.0,252232725000.0,84952992000.0
73,2022-07-14T00:00:00,VNINDEX,1182.17,1170.04,1170.7,1182.17,1182.17,1173.92,534741861.0,490512400.0,44229461.0,10967882000000.0,1048665565000.0,35265000.0,773333720000.0,32227220.0,625407120000.0,384260.0,3183854900.0,337800.0,2230422000.0,1.0,0.0,4035221000.0,-83343572000.0,-79308351000.0
74,2022-07-13T00:00:00,VNINDEX,1182.21,1170.9199999999998,1173.46,1173.92,1173.92,1174.8200000000002,563998337.0,522379700.0,41618637.0,11545484000000.0,1012064286500.0,24796800.0,554614930000.0,41818300.0,1112343490000.0,384709.0,3786242600.0,360319.0,2650144300.0,1.0,0.0,-370124153000.0,226308000000.0,-143816153000.0
75,2022-07-12T00:00:00,VNINDEX,1174.8200000000002,1153.5500000000002,1154.3100000000002,1174.8200000000002,1174.8200000000002,1155.29,525110173.0,475429100.0,49681073.0,10662918000000.0,1365957951500.0,29242180.0,696965400000.0,37900780.0,979822840000.0,337131.0,3220990600.0,310141.0,2153915400.0,1.0,0.0,36658334000.0,-41191490000.0,-4533156000.0
76,2022-07-11T00:00:00,VNINDEX,1165.23,1144.55,1161.3,1155.29,1155.29,1171.3100000000002,538713157.0,488732000.0,49981157.0,11445141000000.0,1296485639800.0,24000300.0,700910920000.0,28724600.0,694952650000.0,379502.0,3605688600.0,301098.0,2511584000.0,1.0,0.0,-82904425000.0,-15446000000.0,-98350425000.0
77,2022-07-08T00:00:00,VNINDEX,1177.18,1164.27,1174.53,1171.3100000000002,1171.3100000000002,1166.48,476371868.0,437189300.0,39182568.0,10423990000000.0,1075107758000.0,28132600.0,840116890000.0,47482400.0,1239961960000.0,316038.0,3309171600.0,311173.0,2169530700.0,1.0,0.0,-204751256000.0,-18075300000.0,-222826556000.0
78,2022-07-07T00:00:00,VNINDEX,1166.48,1142.8000000000002,1148.9699999999998,1166.48,1166.48,1149.6100000000001,411791070.0,363365033.0,48426037.0,9061626000000.0,1274134022000.0,34565000.0,1117651340000.0,22850600.0,626628120000.0,330489.0,3694997300.0,274658.0,2539315800.0,1.0,0.0,158837319000.0,98321500000.0,257158819000.0
