┌─────────┬───────────────┬─────────┬─────────┬──────────┬──────────────┬─────────────┬────────────────────┬──────────┬──────────────┬────────────────────────────┬───────────────┬───────────┬──────────┬──────────────┬───────────┬───────────────┐
│ (index) │   datetime    │   sd    │   bu    │    uk    │    val_sd    │   val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │
├─────────┼───────────────┼─────────┼─────────┼──────────┼──────────────┼─────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┤
│    0    │ 1675934040000 │ 2156900 │ 964600  │ 2893900  │ 22928492000  │ 15669290000 │    28811521000     │ 6015400  │ 67409303000  │ '2023-02-09T09:14:00.000Z' │  67409303000  │  6015400  │ -1192300 │ -7259202000  │ -1192300  │  -7259202000  │
│    1    │ 1675934160000 │ 1586400 │ 1646800 │  20000   │ 16851458000  │ 24560656000 │     380195000      │ 3253200  │ 41792309000  │ '2023-02-09T09:16:00.000Z' │ 109201612000  │  9268600  │  60400   │  7709198000  │ -1131900  │   449996000   │
│    2    │ 1675934280000 │ 825900  │ 1336600 │  52000   │ 12851331000  │ 25425854000 │     980873000      │ 2214500  │ 39258058000  │ '2023-02-09T09:18:00.000Z' │ 148459670000  │ 11483100  │  510700  │ 12574523000  │  -621200  │  13024519000  │
│    3    │ 1675934400000 │ 1460400 │ 1160600 │  18700   │ 27097712000  │ 22864205000 │     145540000      │ 2639700  │ 50107457000  │ '2023-02-09T09:20:00.000Z' │ 198567127000  │ 14122800  │ -299800  │ -4233507000  │  -921000  │  8791012000   │
│    4    │ 1675934520000 │ 1760000 │ 1287100 │   3100   │ 30495411000  │ 24999963000 │      21925000      │ 3050200  │ 55517299000  │ '2023-02-09T09:22:00.000Z' │ 254084426000  │ 17173000  │ -472900  │ -5495448000  │ -1393900  │  3295564000   │
│    5    │ 1675934640000 │ 1675500 │ 740100  │   800    │ 30881563000  │ 12223074000 │      10172000      │ 2416400  │ 43114809000  │ '2023-02-09T09:24:00.000Z' │ 297199235000  │ 19589400  │ -935400  │ -18658489000 │ -2329300  │ -15362925000  │
│    6    │ 1675934760000 │ 1227800 │ 624600  │   1500   │ 18845490000  │ 10794050000 │      12472000      │ 1853900  │ 29652012000  │ '2023-02-09T09:26:00.000Z' │ 326851247000  │ 21443300  │ -603200  │ -8051440000  │ -2932500  │ -23414365000  │
│    7    │ 1675934880000 │ 867900  │ 1152300 │  14200   │ 13098771000  │ 17048516000 │     222468000      │ 2034400  │ 30369755000  │ '2023-02-09T09:28:00.000Z' │ 357221002000  │ 23477700  │  284400  │  3949745000  │ -2648100  │ -19464620000  │
│    8    │ 1675935000000 │ 1602600 │ 1197500 │   5200   │ 30214967000  │ 19529446000 │     126500000      │ 2805300  │ 49870913000  │ '2023-02-09T09:30:00.000Z' │ 407091915000  │ 26283000  │ -405100  │ -10685521000 │ -3053200  │ -30150141000  │
│    9    │ 1675935120000 │ 938200  │ 827100  │   1900   │ 13448074000  │ 10361942000 │      16758000      │ 1767200  │ 23826774000  │ '2023-02-09T09:32:00.000Z' │ 430918689000  │ 28050200  │ -111100  │ -3086132000  │ -3164300  │ -33236273000  │
│   10    │ 1675935240000 │ 925000  │ 1019600 │   6400   │ 16223941000  │ 16807842000 │      83660000      │ 1951000  │ 33115443000  │ '2023-02-09T09:34:00.000Z' │ 464034132000  │ 30001200  │  94600   │  583901000   │ -3069700  │ -32652372000  │
│   11    │ 1675935360000 │ 1081300 │ 1167100 │   3100   │ 21890657000  │ 15420822000 │      31086000      │ 2251500  │ 37342565000  │ '2023-02-09T09:36:00.000Z' │ 501376697000  │ 32252700  │  85800   │ -6469835000  │ -2983900  │ -39122207000  │
│   12    │ 1675935480000 │ 837900  │ 1231400 │  10500   │ 14666957000  │ 19795406000 │ 95575000.00000001  │ 2079800  │ 34557938000  │ '2023-02-09T09:38:00.000Z' │ 535934635000  │ 34332500  │  393500  │  5128449000  │ -2590400  │ -33993758000  │
