"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","rbu","rsd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
34390500,641632273000,1882072745000,1240440472000,3185304093000,117218300,82827800,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0.5,0.6,0.6,1514500,408300,10049662000,"2023-02-20T10:48:00.000Z",1676890080000,1106200,2621400,206588000,700,51444035000,30727549000,20677887000,38599000
34884200,655664479000,1916276006000,1260611527000,3239769193000,118949300,84065100,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0.6,0.6,0.6,1731000,493700,14032206000,"2023-02-20T10:50:00.000Z",1676890200000,1237300,2978800,209566800,10500,54465100000,34203261000,20171055000,90784000
35742300,671281438000,1952258914000,1280977476000,3296144585000,120991900,85249600,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0.7,0.7,0.6,2042600,858100,15616959000,"2023-02-20T10:52:00.000Z",1676890320000,1184500,3227800,212794600,700,56375392000,35982908000,20365949000,26535000
35155700,660639566000,1973039287000,1312399721000,3348753018000,122386000,87230300,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.5,0.4,1,1394100,-586600,-10641872000,"2023-02-20T10:54:00.000Z",1676890440000,1980700,3392100,216186700,17300,52608433000,20780373000,31422245000,405815000
35215000,659649167000,1988861132000,1329211965000,3381542592000,123379400,88164400,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0,0.3,0.5,993400,59300,-990399000,"2023-02-20T10:56:00.000Z",1676890560000,934100,1947200,218133900,19700,32789574000,15821845000,16812244000,155485000
35335000,659698277000,2007518039000,1347819762000,3418830856000,124630000,89295000,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0,0.3,0.6,1250600,120000,49110000,"2023-02-20T10:58:00.000Z",1676890680000,1130600,2381800,220515700,600,37288264000,18656907000,18607797000,23560000
34775200,650988559000,2024013824000,1373025265000,3460680342000,125573200,90798000,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.4,0.3,0.8,943200,-559800,-8709718000,"2023-02-20T11:00:00.000Z",1676890800000,1503000,2463800,222979500,17600,41849486000,16495785000,25205503000,148198000
33777700,635247287000,2035265247000,1400017960000,3498924460000,126192900,92415200,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.7,0.2,0.8,619700,-997500,-15741272000,"2023-02-20T11:02:00.000Z",1676890920000,1617200,2236900,225216400,0,38244118000,11251423000,26992695000,0
32860800,620104289000,2046134865000,1426030576000,3535983360000,126761800,93901000,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.7,0.2,0.8,568900,-916900,-15142998000,"2023-02-20T11:04:00.000Z",1676891040000,1485800,2058900,227275300,4200,37058900000,10869618000,26012616000,176666000
31940600,605474452000,2062980975000,1457506523000,3584480718000,127734400,95793800,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.7,0.3,1,972600,-920200,-14629837000,"2023-02-20T11:06:00.000Z",1676891160000,1892800,2886400,230161700,21000,48497358000,16846110000,31475947000,175301000
31407400,602152863000,2080816686000,1478663823000,3623724289000,128742400,97335000,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.2,0.3,0.7,1008000,-533200,-3321589000,"2023-02-20T11:08:00.000Z",1676891280000,1541200,2555000,232716700,5800,39243571000,17835711000,21157300000,250560000
31591900,610639195000,2110333467000,1499694272000,3674525170000,130307200,98715300,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0.4,0.5,0.6,1564800,184500,8486332000,"2023-02-20T11:10:00.000Z",1676891400000,1380300,2967700,235684400,22600,50800881000,29516781000,21030449000,253651000
33163700,638373202000,2151726519000,1513353317000,3729606835000,132693300,99529600,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,1.3,0.8,0.4,2386100,1571800,27734007000,"2023-02-20T11:12:00.000Z",1676891520000,814300,3210000,238894400,9600,55081665000,41393052000,13659045000,29568000
34748100,670048637000,2195325755000,1525277118000,3785227003000,134933000,100184900,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,1.4,0.8,0.4,2239700,1584400,31675435000,"2023-02-20T11:14:00.000Z",1676891640000,655300,2899600,241794000,4600,55620168000,43599236000,11923801000,97131000
37174800,709889622000,2249294490000,1539404868000,3854348904000,138038100,100863300,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,1.8,1,0.4,3105100,2426700,39840985000,"2023-02-20T11:16:00.000Z",1676891760000,678400,3829400,245623400,45900,69121901000,53968735000,14127750000,1025416000
40567900,770296730000,2325192829000,1554896099000,3945870332000,142248900,101681000,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,2.7,1.4,0.5,4210800,3393100,60407108000,"2023-02-20T11:18:00.000Z",1676891880000,817700,5036800,250660200,8300,91521428000,75898339000,15491231000,131858000
46443500,868420985000,2441609870000,1573188885000,4081343989000,149145400,102701900,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,4.4,2.1,0.6,6896500,5875600,98124255000,"2023-02-20T11:20:00.000Z",1676892000000,1020900,7945600,258605800,28200,135473657000,116417041000,18292786000,763830000
50159800,932587318000,2526434500000,1593847182000,4187043006000,153972100,103812300,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,2.9,1.6,0.6,4826700,3716300,64166333000,"2023-02-20T11:22:00.000Z",1676892120000,1110400,5961400,264567200,24300,105699017000,84824630000,20658297000,216090000
53285400,992569279000,2609997734000,1617428455000,4294561398000,158359700,105074300,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,2.7,1.5,0.7,4387600,3125600,59981961000,"2023-02-20T11:24:00.000Z",1676892240000,1262000,5662400,270229600,12800,107518392000,83563234000,23581273000,373885000
54647500,1018036281000,2663041628000,1645005347000,4375307182000,161367900,106720400,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,1.2,1,0.9,3008200,1362100,25467002000,"2023-02-20T11:26:00.000Z",1676892360000,1646100,4680100,274909700,25800,80745784000,53043894000,27576892000,124998000
55434100,1032822057000,2702620470000,1669798413000,4439803337000,163720100,108286000,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0.7,0.7,0.8,2352200,786600,14785776000,"2023-02-20T11:28:00.000Z",1676892480000,1565600,3925400,278835100,7600,64496155000,39578842000,24793066000,124247000
55430400,1032749707000,2702640280000,1669890573000,4439915307000,163721400,108291000,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0,0,0,1300,-3700,-72350000,"2023-02-20T11:30:00.000Z",1676892600000,5000,6300,278841400,0,111970000,19810000,92160000,0
56592400,1056774956000,2810385876000,1753610920000,4639655629000,170222000,113629600,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,1.1,2,2.6,6500600,1162000,24025249000,"2023-02-20T13:00:00.000Z",1676898000000,5338600,12124300,290965700,285100,199740322000,107745596000,83720347000,8274379000
56550300,1050404081000,2851697250000,1801293169000,4731274748000,172848900,116298600,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.3,0.8,1.5,2626900,-42100,-6370875000,"2023-02-20T13:02:00.000Z",1676898120000,2669000,5424800,296390500,128900,91619119000,41311374000,47682249000,2625496000
54819700,1024147224000,2881284517000,1857137293000,4816780639000,174557800,119738100,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-1.2,0.5,1.7,1708900,-1730600,-26256857000,"2023-02-20T13:04:00.000Z",1676898240000,3439500,5155400,301545900,7000,85505891000,29587267000,55844124000,74500000
54166900,1015150051000,2905430162000,1890280111000,4874811612000,175927100,121760200,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.4,0.4,1,1369300,-652800,-8997173000,"2023-02-20T13:06:00.000Z",1676898360000,2022100,3428900,304974800,37500,58030973000,24145645000,33142818000,742510000
53643300,1006051909000,2935601366000,1929549457000,4944503309000,177585800,123942500,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.4,0.6,1.2,1658700,-523600,-9098142000,"2023-02-20T13:08:00.000Z",1676898480000,2182300,3849900,308824700,8900,69691697000,30171204000,39269346000,251147000
53486000,994301296000,2969932688000,1975631392000,5025120736000,179813300,126327300,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.5,0.6,1.4,2227500,-157300,-11750613000,"2023-02-20T13:10:00.000Z",1676898600000,2384800,4619600,313444300,7300,80617427000,34331322000,46081935000,204170000
53138700,984400771000,2998283460000,2013882689000,5091856099000,181381500,128242800,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.4,0.5,1.2,1568200,-347300,-9900525000,"2023-02-20T13:12:00.000Z",1676898720000,1915500,3496300,316940600,12600,66735363000,28350772000,38251297000,133294000
53465000,993201355000,3037976591000,2044775236000,5162484112000,183389900,129924900,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0.4,0.7,1,2008400,326300,8800584000,"2023-02-20T13:14:00.000Z",1676898840000,1682100,3692900,320633500,2400,70628013000,39693131000,30892547000,42335000
53216000,991682102000,3075008669000,2083326567000,5238169704000,185252600,132036600,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,-0.1,0.7,1.2,1862700,-249000,-1519253000,"2023-02-20T13:16:00.000Z",1676898960000,2111700,3981700,324615200,7300,75685592000,37032078000,38551331000,102183000
53265300,991019429000,3114276287000,2123256858000,5317542150000,187467200,134201900,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0,0.7,1.2,2214600,49300,-662673000,"2023-02-20T13:18:00.000Z",1676899080000,2165300,4386600,329001800,6700,79372446000,39267618000,39930291000,174537000
53424900,994654400000,3151643177000,2156988777000,5388774769000,189476600,136051700,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0.2,0.7,1,2009400,159600,3634971000,"2023-02-20T13:20:00.000Z",1676899200000,1849800,3865800,332867600,6600,71232619000,37366890000,33731919000,133810000
53907000,1000213165000,3188819973000,2188606808000,5457997898000,191680200,137773200,54573600008.6,32441994672.4,89722533232.8,5168288.8,3090480.2,1908120.7,1182359.5,22131605336.2,0.3,0.7,1,2203600,482100,5558765000,"2023-02-20T13:22:00.000Z",1676899320000,1721500,3934100,336801700,9000,69223129000,37176796000,31618031000,428302000
