┌─────────┬───────────────┬─────────┬──────────┬──────────┬──────────────┬──────────────┬──────────────┬──────────┬──────────────┬────────────────────────────┬────────────────┬───────────┬──────────┬──────────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────┬───────────┬───────────────┬───────┬─────┬─────┐
│ (index) │   datetime    │   sd    │    bu    │    uk    │    val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │    acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd  │ avg_busd_val  │ rbusd │ rbu │ rsd │
│   92    │ 1676900760000 │ 2076200 │ 1809500  │  24600   │ 36445281000  │ 31239019000  │  296598000   │ 3910300  │ 67980898000  │ '2023-02-20T13:46:00.000Z' │ 7022395522000  │ 426937300 │ -266700  │ -5206262000  │ 89093600  │ 1601698576000 │ 4269323854000 │ 2667625278000 │ 254165600 │ 165072000 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.2  │ 0.6 │ 1.1 │
│   93    │ 1676900880000 │ 3408900 │ 2025400  │  23300   │ 61966372000  │ 40319421000  │  756747000   │ 5457600  │ 103042540000 │ '2023-02-20T13:48:00.000Z' │ 7125438062000  │ 432394900 │ -1383500 │ -21646951000 │ 87710100  │ 1580051625000 │ 4309643275000 │ 2729591650000 │ 256191000 │ 168480900 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  -1   │ 0.7 │ 1.9 │
│   94    │ 1676901000000 │ 2641800 │ 2266300  │   5400   │ 49905777000  │ 43135444000  │  111825000   │ 4913500  │ 93153046000  │ '2023-02-20T13:50:00.000Z' │ 7218591108000  │ 437308400 │ -375500  │ -6770333000  │ 87334600  │ 1573281292000 │ 4352778719000 │ 2779497427000 │ 258457300 │ 171122700 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.3  │ 0.8 │ 1.5 │
│   95    │ 1676901120000 │ 2057600 │ 2723400  │  29700   │ 33579116000  │ 51364680000  │  261003000   │ 4810700  │ 85204799000  │ '2023-02-20T13:52:00.000Z' │ 7303795907000  │ 442119100 │  665800  │ 17785564000  │ 88000400  │ 1591066856000 │ 4404143399000 │ 2813076543000 │ 261180700 │ 173180300 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.8  │ 0.9 │  1  │
│   96    │ 1676901240000 │ 1480200 │ 3296800  │  15000   │ 29283152000  │ 64513797000  │  251036000   │ 4792000  │ 94047985000  │ '2023-02-20T13:54:00.000Z' │ 7397843892000  │ 446911100 │ 1816600  │ 35230645000  │ 89817000  │ 1626297501000 │ 4468657196000 │ 2842359695000 │ 264477500 │ 174660500 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.6  │ 1.2 │ 0.9 │
│   97    │ 1676901360000 │ 1779900 │ 4222200  │  14500   │ 33529462000  │ 87865332000  │  354107000   │ 6016600  │ 121748901000 │ '2023-02-20T13:56:00.000Z' │ 7519592793000  │ 452927700 │ 2442300  │ 54335870000  │ 92259300  │ 1680633371000 │ 4556522528000 │ 2875889157000 │ 268699700 │ 176440400 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  2.5  │ 1.6 │  1  │
│   98    │ 1676901480000 │ 2206300 │ 5250600  │  31200   │ 43284025000  │ 96901969000  │  796185000   │ 7488100  │ 140982179000 │ '2023-02-20T13:58:00.000Z' │ 7660574972000  │ 460415800 │ 3044300  │ 53617944000  │ 95303600  │ 1734251315000 │ 4653424497000 │ 2919173182000 │ 273950300 │ 178646700 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  2.4  │ 1.8 │ 1.3 │
│   99    │ 1676901600000 │ 2086400 │ 3757800  │  105400  │ 47419060000  │ 73088219000  │  1952659000  │ 5949600  │ 122459938000 │ '2023-02-20T14:00:00.000Z' │ 7783034910000  │ 466365400 │ 1671400  │ 25669159000  │ 96975000  │ 1759920474000 │ 4726512716000 │ 2966592242000 │ 277708100 │ 180733100 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.2  │ 1.3 │ 1.5 │
│   100   │ 1676901720000 │ 2384700 │ 2553000  │  15600   │ 41954353000  │ 53242842000  │  510865000   │ 4953300  │ 95708060000  │ '2023-02-20T14:02:00.000Z' │ 7878742970000  │ 471318700 │  168300  │ 11288489000  │ 97143300  │ 1771208963000 │ 4779755558000 │ 3008546595000 │ 280261100 │ 183117800 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.5  │  1  │ 1.3 │
├─────────┼───────────────┼─────────┼──────────┼──────────┼──────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼────────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼───────────┼───────────────┼───────┼─────┼─────┤
│ (index) │   datetime    │   sd    │    bu    │    uk    │    val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │    acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd  │ avg_busd_val  │ rbusd │ rbu │ rsd │
├─────────┼───────────────┼─────────┼──────────┼──────────┼──────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼────────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼───────────┼───────────────┼───────┼─────┼─────┤
│   101   │ 1676901840000 │ 2290800 │ 3885400  │  10100   │ 50952110000  │ 70534957000  │  401020000   │ 6186300  │ 121888087000 │ '2023-02-20T14:04:00.000Z' │ 8000631057000  │ 477505000 │ 1594600  │ 19582847000  │ 98737900  │ 1790791810000 │ 4850290515000 │ 3059498705000 │ 284146500 │ 185408600 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.9  │ 1.3 │ 1.6 │
│   102   │ 1676901960000 │ 2503100 │ 4036600  │  10600   │ 45500660000  │ 85127110000  │  399007000   │ 6550300  │ 131026777000 │ '2023-02-20T14:06:00.000Z' │ 8131657834000  │ 484055300 │ 1533500  │ 39626450000  │ 100271400 │ 1830418260000 │ 4935417625000 │ 3104999365000 │ 288183100 │ 187911700 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.8  │ 1.6 │ 1.4 │
│   103   │ 1676902080000 │ 2858800 │ 3073800  │   300    │ 52563865000  │ 68295943000  │   19195000   │ 5932900  │ 120879003000 │ '2023-02-20T14:08:00.000Z' │ 8252536837000  │ 489988200 │  215000  │ 15732078000  │ 100486400 │ 1846150338000 │ 5003713568000 │ 3157563230000 │ 291256900 │ 190770500 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.7  │ 1.3 │ 1.6 │
│   104   │ 1676902200000 │ 1997000 │ 3434300  │  13600   │ 40701794000  │ 56940504000  │  375075000   │ 5444900  │ 98017373000  │ '2023-02-20T14:10:00.000Z' │ 8350554210000  │ 495433100 │ 1437300  │ 16238710000  │ 101923700 │ 1862389048000 │ 5060654072000 │ 3198265024000 │ 294691200 │ 192767500 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.7  │  1  │ 1.3 │
│   105   │ 1676902320000 │ 2386600 │ 2845600  │   5700   │ 48358030000  │ 50143576000  │  402826000   │ 5237900  │ 98904432000  │ '2023-02-20T14:12:00.000Z' │ 8449458642000  │ 500671000 │  459000  │  1785546000  │ 102382700 │ 1864174594000 │ 5110797648000 │ 3246623054000 │ 297536800 │ 195154100 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.1  │ 0.9 │ 1.5 │
│   106   │ 1676902440000 │ 2515100 │ 2640100  │  24000   │ 46003692000  │ 50390565000  │  504540000   │ 5179200  │ 96898797000  │ '2023-02-20T14:14:00.000Z' │ 8546357439000  │ 505850200 │  125000  │  4386873000  │ 102507700 │ 1868561467000 │ 5161188213000 │ 3292626746000 │ 300176900 │ 197669200 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.2  │ 0.9 │ 1.4 │
│   107   │ 1676902560000 │ 2268900 │ 3789300  │  65600   │ 43806288000  │ 79430577000  │  1050418000  │ 6123800  │ 124287283000 │ '2023-02-20T14:16:00.000Z' │ 8670644722000  │ 511974000 │ 1520400  │ 35624289000  │ 104028100 │ 1904185756000 │ 5240618790000 │ 3336433034000 │ 303966200 │ 199938100 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.6  │ 1.5 │ 1.4 │
│   108   │ 1676902680000 │ 2214200 │ 4273800  │   6000   │ 42621079000  │ 89946639000  │  378145000   │ 6494000  │ 132945863000 │ '2023-02-20T14:18:00.000Z' │ 8803590585000  │ 518468000 │ 2059600  │ 47325560000  │ 106087700 │ 1951511316000 │ 5330565429000 │ 3379054113000 │ 308240000 │ 202152300 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  2.1  │ 1.6 │ 1.3 │
│   109   │ 1676902800000 │ 1753600 │ 8534300  │   3200   │ 36175238000  │ 168679361000 │   90130000   │ 10291100 │ 204944729000 │ '2023-02-20T14:20:00.000Z' │ 9008535314000  │ 528759100 │ 6780700  │ 132504123000 │ 112868400 │ 2084015439000 │ 5499244790000 │ 3415229351000 │ 316774300 │ 203905900 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │   6   │ 3.1 │ 1.1 │
│   110   │ 1676902920000 │ 1971200 │ 7681500  │  31900   │ 40796320000  │ 147593551000 │  568172000   │ 9684600  │ 188958043000 │ '2023-02-20T14:22:00.000Z' │ 9197493357000  │ 538443700 │ 5710300  │ 106797231000 │ 118578700 │ 2190812670000 │ 5646838341000 │ 3456025671000 │ 324455800 │ 205877100 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  4.8  │ 2.7 │ 1.3 │
│   111   │ 1676903040000 │ 2347000 │ 9120000  │  62300   │ 46741846000  │ 177917065000 │  2386325000  │ 11529300 │ 227045236000 │ '2023-02-20T14:24:00.000Z' │ 9424538593000  │ 549973000 │ 6773000  │ 131175219000 │ 125351700 │ 2321987889000 │ 5824755406000 │ 3502767517000 │ 333575800 │ 208224100 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  5.9  │ 3.3 │ 1.4 │
│   112   │ 1676903160000 │ 1871300 │ 7439900  │  33700   │ 41844150000  │ 140577507000 │  464749000   │ 9344900  │ 182886406000 │ '2023-02-20T14:26:00.000Z' │ 9607424999000  │ 559317900 │ 5568600  │ 98733357000  │ 130920300 │ 2420721246000 │ 5965332913000 │ 3544611667000 │ 341015700 │ 210095400 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  4.5  │ 2.6 │ 1.3 │
│   113   │ 1676903280000 │ 2819300 │ 6898700  │  32100   │ 54841098000  │ 126540098000 │  276095000   │ 9750100  │ 181657291000 │ '2023-02-20T14:28:00.000Z' │ 9789082290000  │ 569068000 │ 4079400  │ 71699000000  │ 134999700 │ 2492420246000 │ 6091873011000 │ 3599452765000 │ 347914400 │ 212914700 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  3.2  │ 2.3 │ 1.7 │
│   114   │ 1676903400000 │  19100  │  67900   │    0     │  199450000   │  1465591000  │      0       │  87000   │  1665041000  │ '2023-02-20T14:30:00.000Z' │ 9790747331000  │ 569155000 │  48800   │  1266141000  │ 135048500 │ 2493686387000 │ 6093338602000 │ 3599652215000 │ 347982300 │ 212933800 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.1  │  0  │  0  │
│   115   │ 1676904240000 │ 8408200 │ 10513400 │ 11444900 │ 163619167000 │ 237198999000 │ 216248358000 │ 30366500 │ 617066524000 │ '2023-02-20T14:44:00.000Z' │ 10407813855000 │ 599521500 │ 2105200  │ 73579832000  │ 137153700 │ 2567266219000 │ 6330537601000 │ 3763271382000 │ 358495700 │ 221342000 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  3.3  │ 4.3 │  5  │
└─────────┴───────────────┴─────────┴──────────┴──────────┴──────────────┴──────────────┴──────────────┴──────────┴──────────────┴────────────────────────────┴────────────────┴───────────┴──────────┴──────────────┴───────────┴───────────────┴───────────────┴───────────────┴───────────┴───────────┴───────────────┴───────────────┴───────────────┴───────────┴───────────┴───────────┴───────────┴───────────────┴───────┴─────┴─────┘

