┌─────────┬─────┬─────┬─────┬─────┬───────┬───────────┬───────────┬─────────┬───────────┬───────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬────────┬─────┬──────┬────────┬────────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c  │  h  │  l  │  o  │  sd   │  val_sd   │ total_vol │ sum_vol │    val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │ bu-sd  │ bu-sd_val  │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼─────┼─────┼─────┼─────┼───────┼───────────┼───────────┼─────────┼───────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼────────┼────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│    0    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 86100 │ 103320000 │   86100   │  86100  │ 103320000 │ 103320000 │ 1670576400000 │ '2022-12-09T09:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 13.1 │ -86100 │ -103320000 │     0      │ 7886666.7  │  -86100   │  -103320000   │      0      │  103320000  │ 13.1  │
│    1    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 4100  │  4920000  │   90200   │  4100   │  4920000  │ 108240000 │ 1670576700000 │ '2022-12-09T09:05:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.6  │ -4100  │  -4920000  │     0      │ 7886666.7  │  -90200   │  -108240000   │      0      │  108240000  │  0.6  │
│    2    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │  600  │  720000   │   90800   │   600   │  720000   │ 108960000 │ 1670579700000 │ '2022-12-09T09:55:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.1  │  -600  │  -720000   │     0      │ 7886666.7  │  -90800   │  -108960000   │      0      │  108960000  │  0.1  │
│    3    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │  100  │  120000   │   90900   │   100   │  120000   │ 109080000 │ 1670580000000 │ '2022-12-09T10:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │  0   │  -100  │  -120000   │     0      │ 7886666.7  │  -90900   │  -109080000   │      0      │  109080000  │   0   │
│    4    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 1900  │  2280000  │   92800   │  1900   │  2280000  │ 111360000 │ 1670580300000 │ '2022-12-09T10:05:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.3  │ -1900  │  -2280000  │     0      │ 7886666.7  │  -92800   │  -111360000   │      0      │  111360000  │  0.3  │
│    5    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 5000  │  6000000  │   97800   │  5000   │  6000000  │ 117360000 │ 1670580900000 │ '2022-12-09T10:15:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.8  │ -5000  │  -6000000  │     0      │ 7886666.7  │  -97800   │  -117360000   │      0      │  117360000  │  0.8  │
│    6    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 5100  │  6120000  │  102900   │  5100   │  6120000  │ 123480000 │ 1670581200000 │ '2022-12-09T10:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.8  │ -5100  │  -6120000  │     0      │ 7886666.7  │  -102900  │  -123480000   │      0      │  123480000  │  0.8  │
│    7    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 2200  │  2640000  │  105100   │  2200   │  2640000  │ 126120000 │ 1670581800000 │ '2022-12-09T10:30:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.3  │ -2200  │  -2640000  │     0      │ 7886666.7  │  -105100  │  -126120000   │      0      │  126120000  │  0.3  │
│    8    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 2000  │  2400000  │  107100   │  2000   │  2400000  │ 128520000 │ 1670582100000 │ '2022-12-09T10:35:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.3  │ -2000  │  -2400000  │     0      │ 7886666.7  │  -107100  │  -128520000   │      0      │  128520000  │  0.3  │
│    9    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │  200  │  240000   │  107300   │   200   │  240000   │ 128760000 │ 1670582700000 │ '2022-12-09T10:45:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │  0   │  -200  │  -240000   │     0      │ 7886666.7  │  -107300  │  -128760000   │      0      │  128760000  │   0   │
│   10    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 5000  │  6000000  │  112300   │  5000   │  6000000  │ 134760000 │ 1670583900000 │ '2022-12-09T11:05:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.8  │ -5000  │  -6000000  │     0      │ 7886666.7  │  -112300  │  -134760000   │      0      │  134760000  │  0.8  │
│   11    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │  100  │  120000   │  112400   │   100   │  120000   │ 134880000 │ 1670585100000 │ '2022-12-09T11:25:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │  0   │  -100  │  -120000   │     0      │ 7886666.7  │  -112400  │  -134880000   │      0      │  134880000  │   0   │
│   12    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │  500  │  600000   │  112900   │   500   │  600000   │ 135480000 │ 1670591400000 │ '2022-12-09T13:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.1  │  -500  │  -600000   │     0      │ 7886666.7  │  -112900  │  -135480000   │      0      │  135480000  │  0.1  │
│   13    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │  600  │  720000   │  113500   │   600   │  720000   │ 136200000 │ 1670591700000 │ '2022-12-09T13:15:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.1  │  -600  │  -720000   │     0      │ 7886666.7  │  -113500  │  -136200000   │      0      │  136200000  │  0.1  │
│   14    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │  200  │  240000   │  113700   │   200   │  240000   │ 136440000 │ 1670593500000 │ '2022-12-09T13:45:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │  0   │  -200  │  -240000   │     0      │ 7886666.7  │  -113700  │  -136440000   │      0      │  136440000  │   0   │
│   15    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 2000  │  2400000  │  115700   │  2000   │  2400000  │ 138840000 │ 1670594700000 │ '2022-12-09T14:05:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.3  │ -2000  │  -2400000  │     0      │ 7886666.7  │  -115700  │  -138840000   │      0      │  138840000  │  0.3  │
│   16    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 1600  │  1920000  │  117300   │  1600   │  1920000  │ 140760000 │ 1670595300000 │ '2022-12-09T14:15:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.2  │ -1600  │  -1920000  │     0      │ 7886666.7  │  -117300  │  -140760000   │      0      │  140760000  │  0.2  │
│   17    │ 1.2 │ 1.2 │ 1.2 │ 1.2 │ 1000  │  1200000  │  118300   │  1000   │  1200000  │ 141960000 │ 1670595600000 │ '2022-12-09T14:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6572.2 │  0  │ 0.2  │ -1000  │  -1200000  │     0      │ 7886666.7  │  -118300  │  -141960000   │      0      │  141960000  │  0.2  │
└─────────┴─────┴─────┴─────┴─────┴───────┴───────────┴───────────┴─────────┴───────────┴───────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴────┴──────────┴─────┴────────┴─────┴──────┴────────┴────────────┴────────────┴────────────┴───────────┴───────────────┴─────────────┴─────────────┴───────┘

