"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-1927900,-28044381000,80029162400,108073543400,205799443800,5005600,6933500,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,3.9,5005600,-1927900,-28044381000,"2023-02-02T09:14:00.000Z",1675329240000,6933500,13296900,13296900,1357800,205799443800,80029162400,108073543400,17696738000
165000,3395937100,165399900200,162003963100,346087775300,10618900,10453900,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,4.4,5613300,2092900,31440318100,"2023-02-02T09:16:00.000Z",1675329360000,3520400,9201600,22498500,67900,140288331500,85370737800,53930419700,987174000
-554100,4629337400,233345604000,228716266600,481438657800,14888800,15442900,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,0.2,4269900,-719100,1233400300,"2023-02-02T09:18:00.000Z",1675329480000,4989000,9310000,31808500,51100,135350882500,67945703800,66712303500,692875200
-7569300,-94735170900,276432399000,371167569900,669632250500,17590700,25160000,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,13.9,2701900,-7015200,-99364508300,"2023-02-02T09:20:00.000Z",1675329600000,9717100,12573500,44382000,154500,188193592700,43086795000,142451303300,2655494400
-14708300,-201641160800,310807000900,512448161700,846354504400,19902200,34610500,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,15,2311500,-7139000,-106905989900,"2023-02-02T09:22:00.000Z",1675329720000,9450500,11824300,56206300,62300,176722253900,34374601900,141280591800,1067060200
-18168100,-250813451200,374773150700,625586601900,1024314616000,23578800,41746900,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,6.9,3676600,-3459800,-49172290400,"2023-02-02T09:24:00.000Z",1675329840000,7136400,10862200,67068500,49200,177960111600,63966149800,113138440200,855521600
-16339000,-221130004000,440161212600,661291216600,1125679973400,27757800,44096800,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,4.2,4179000,1829100,29683447200,"2023-02-02T09:26:00.000Z",1675329960000,2349900,6542400,73610900,13500,101365357400,65388061900,35704614700,272680800
-14886200,-195774269100,492325101000,688099370100,1205038360300,31027800,45914000,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,3.5,3270000,1452800,25355734900,"2023-02-02T09:28:00.000Z",1675330080000,1817200,5111800,78722700,24600,79358386900,52163888400,26808153500,386345000
-12266400,-149213990300,560549018200,709763008500,1295328403900,35145200,47411600,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,6.5,4117400,2619800,46560278800,"2023-02-02T09:30:00.000Z",1675330200000,1497600,5641100,84363800,26100,90290043600,68223917200,21663638400,402488000
-10165800,-116793971500,616000032700,732794004200,1374253552800,38654300,48820100,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,4.5,3509100,2100600,32420018800,"2023-02-02T09:32:00.000Z",1675330320000,1408500,4933900,89297700,16300,78925148900,55451014500,23030995700,443138700
-9877300,-110912249400,649337132500,760249381900,1435465855300,40939400,50816700,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,0.8,2285100,288500,5881722100,"2023-02-02T09:34:00.000Z",1675330440000,1996600,4299700,93597400,18000,61212302500,33337099800,27455377700,419825000
-11154900,-132179684700,670296800200,802476484900,1498887458000,42421000,53575900,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,3,1481600,-1277600,-21267435300,"2023-02-02T09:36:00.000Z",1675330560000,2759200,4247100,97844500,6300,63421602700,20959667700,42227103000,234832000
-13932800,-172746916800,688025785100,860772701900,1574998221900,43622600,57555400,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,5.7,1201600,-2777900,-40567232100,"2023-02-02T09:38:00.000Z",1675330680000,3979500,5184000,103028500,2900,76110763900,17728984900,58296217000,85562000
-15552700,-198236849500,704476986300,902713835800,1633486890000,44747800,60300500,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,3.6,1125200,-1619900,-25489932700,"2023-02-02T09:40:00.000Z",1675330800000,2745100,3883500,106912000,13200,58488668100,16451201200,41941133900,96333000
-16582200,-209306339700,726490299500,935796639200,1688690271600,46091400,62673600,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,1.5,1343600,-1029500,-11069490200,"2023-02-02T09:42:00.000Z",1675330920000,2373100,3722000,110634000,5300,55203381600,22013313200,33082803400,107265000
-16940700,-204645590200,764108883400,968754473600,1759766469900,48072000,65012700,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,0.7,1980600,-358500,4660749500,"2023-02-02T09:44:00.000Z",1675331040000,2339100,4361500,114995500,41800,71076198300,37618583900,32957834400,499780000
-16266600,-190711881200,794235826900,984947708100,1806222442000,49858500,66125100,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,1.9,1786500,674100,13933709000,"2023-02-02T09:46:00.000Z",1675331160000,1112400,2906300,117901800,7400,46455972100,30126943500,16193234500,135794100
-15460600,-174832798700,822437309000,997270107700,1846759749700,51593400,67054000,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,2.2,1734900,806000,15879082500,"2023-02-02T09:48:00.000Z",1675331280000,928900,2665200,120567000,1400,40537307700,28201482100,12322399600,13426000
-16740500,-193977681600,838102070300,1032079751900,1897287989200,52590800,69331300,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,2.7,997400,-1279900,-19144882900,"2023-02-02T09:50:00.000Z",1675331400000,2277300,3276700,123843700,2000,50528239500,15664761300,34809644200,53834000
-19432100,-242065883300,852586440600,1094652323900,1974464835500,53619400,73051500,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,6.7,1028600,-2691600,-48088201700,"2023-02-02T09:52:00.000Z",1675331520000,3720200,4752900,128596600,4100,77176846300,14484370300,62572572000,119904000.00000001
-21278000,-264172766400,863814224700,1127986991100,2019056446800,54274800,75552800,33228761477.4,40377281916.5,78487886082.6,4913704.3,1978360.9,2668788.7,-690427.8,-7148520439.1,3.1,655400,-1845900,-22106883100,"2023-02-02T09:54:00.000Z",1675331640000,2501300,3157100,131753700,400,44591611300,11227784100,33334667200,29160000.000000004
