┌─────────┬───────────────┬──────────┬──────────┬──────────┬──────────────┬──────────────┬────────────────────┬──────────┬──────────────┬────────────────────────────┬────────────────┬────────────┬───────────┬───────────────┬───────────┬───────────────┬────────────────┬────────────────┬───────────┬───────────┬────────────────┬────────────────┬────────────────┬────────────┬───────────┬───────────┬──────────┬──────────────┬───────┐
│ (index) │   datetime    │    sd    │    bu    │    uk    │    val_sd    │    val_bu    │       val_uk       │ sum_vol  │     val      │            date            │    acum_val    │ total_vol  │   bu-sd   │   bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu   │  acum_val_sd   │ accum_bu  │ accum_sd  │   avg_val_bu   │   avg_val_sd   │    avg_val     │  avg_vol   │  avg_bu   │  avg_sd   │ avg_busd │ avg_busd_val │ rbusd │
├─────────┼───────────────┼──────────┼──────────┼──────────┼──────────────┼──────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼────────────────┼────────────┼───────────┼───────────────┼───────────┼───────────────┼────────────────┼────────────────┼───────────┼───────────┼────────────────┼────────────────┼────────────────┼────────────┼───────────┼───────────┼──────────┼──────────────┼───────┤
│    0    │ 1670490360000 │    0     │   200    │    0     │      0       │   2020000    │         0          │   200    │   2020000    │ '2022-12-08T09:06:00.000Z' │    2020000     │    200     │    200    │    2020000    │    200    │    2020000    │    2020000     │       0        │    200    │     0     │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │   0   │
│    1    │ 1670490720000 │    0     │   800    │    0     │      0       │   8080000    │         0          │   800    │   8080000    │ '2022-12-08T09:12:00.000Z' │    10100000    │    1000    │    800    │    8080000    │   1000    │   10100000    │    10100000    │       0        │   1000    │     0     │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │   0   │
│    2    │ 1670490840000 │ 5227200  │ 13143100 │ 20567600 │ 68235273800  │ 226676923000 │    293172742200    │ 38937900 │ 588084939000 │ '2022-12-08T09:14:00.000Z' │  588095039000  │  38938900  │  7915900  │ 158441649200  │  7916900  │ 158451749200  │  226687023000  │  68235273800   │ 13144100  │  5227200  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │ 212.3 │
│    3    │ 1670490960000 │ 4349700  │ 22044100 │  112500  │ 64288894800  │ 363099700000 │     1431003000     │ 26506300 │ 428819597800 │ '2022-12-08T09:16:00.000Z' │ 1016914636800  │  65445200  │ 17694400  │ 298810805200  │ 25611300  │ 457262554400  │  589786723000  │  132524168600  │ 35188200  │  9576900  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │ 400.3 │
│    4    │ 1670491080000 │ 4437500  │ 11736500 │  159200  │ 70647426800  │ 168299165800 │     2526984000     │ 16333200 │ 241473576600 │ '2022-12-08T09:18:00.000Z' │ 1258388213400  │  81778400  │  7299000  │  97651739000  │ 32910300  │ 554914293400  │  758085888800  │  203171595400  │ 46924700  │ 14014400  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │ 130.8 │
│    5    │ 1670491200000 │ 8877400  │ 16375700 │  235700  │ 108490025200 │ 170422993200 │     2745679200     │ 25488800 │ 281658697600 │ '2022-12-08T09:20:00.000Z' │ 1540046911000  │ 107267200  │  7498300  │  61932968000  │ 40408600  │ 616847261400  │  928508882000  │  311661620600  │ 63300400  │ 22891800  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │  83   │
│    6    │ 1670491320000 │ 10800700 │ 31463200 │  159500  │ 123956947400 │ 276207835300 │     2141957900     │ 42423400 │ 402306740600 │ '2022-12-08T09:22:00.000Z' │ 1942353651600  │ 149690600  │ 20662500  │ 152250887900  │ 61071100  │ 769098149300  │ 1204716717300  │  435618568000  │ 94763600  │ 33692500  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │  204  │
│    7    │ 1670491440000 │ 8455100  │ 9877900  │  111700  │ 93194436800  │ 116456775000 │     1689003000     │ 18444700 │ 211340214800 │ '2022-12-08T09:24:00.000Z' │ 2153693866400  │ 168135300  │  1422800  │  23262338200  │ 62493900  │ 792360487500  │ 1321173492300  │  528813004800  │ 104641500 │ 42147600  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │ 31.2  │
│    8    │ 1670491560000 │ 14562900 │ 11974100 │  222100  │ 154148900100 │ 140819691800 │     2556815300     │ 26759100 │ 297525407200 │ '2022-12-08T09:26:00.000Z' │ 2451219273600  │ 194894400  │ -2588800  │ -13329208300  │ 59905100  │ 779031279200  │ 1461993184100  │  682961904900  │ 116615600 │ 56710500  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │ 17.9  │
│    9    │ 1670491680000 │ 8860000  │ 9599800  │  163100  │ 118524072900 │ 118805123100 │     2825908400     │ 18622900 │ 240155104400 │ '2022-12-08T09:28:00.000Z' │ 2691374378000  │ 213517300  │  739800   │   281050200   │ 60644900  │ 779312329400  │ 1580798307200  │  801485977800  │ 126215400 │ 65570500  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │  0.4  │
│   10    │ 1670491800000 │ 5417300  │ 9318200  │  171600  │ 78213014600  │ 90986958300  │     3609734000     │ 14907100 │ 172809706900 │ '2022-12-08T09:30:00.000Z' │ 2864184084900  │ 228424400  │  3900900  │  12773943700  │ 64545800  │ 792086273100  │ 1671785265500  │  879698992400  │ 135533600 │ 70987800  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │ 17.1  │
│   11    │ 1670491920000 │ 7277100  │ 5706300  │  138900  │ 86678046000  │ 74270818600  │     2499896000     │ 13122300 │ 163448760600 │ '2022-12-08T09:32:00.000Z' │ 3027632845500  │ 241546700  │ -1570800  │ -12407227400  │ 62975000  │ 779679045700  │ 1746056084100  │  966377038400  │ 141239900 │ 78264900  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │ 16.6  │
│   12    │ 1670492040000 │ 7573800  │ 4107000  │  73300   │ 103092004200 │ 54703501800  │     1095157800     │ 11754100 │ 158890663800 │ '2022-12-08T09:34:00.000Z' │ 3186523509300  │ 253300800  │ -3466800  │ -48388502400  │ 59508200  │ 731290543300  │ 1800759585900  │ 1069469042600  │ 145346900 │ 85838700  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │ 64.8  │
│   13    │ 1670492160000 │ 10458100 │ 4544000  │  44400   │ 140798542100 │ 59450828000  │     746428500      │ 15046500 │ 200995798600 │ '2022-12-08T09:36:00.000Z' │ 3387519307900  │ 268347300  │ -5914100  │ -81347714100  │ 53594100  │ 649942829200  │ 1860210413900  │ 1210267584700  │ 149890900 │ 96296800  │ 102567840908.5 │ 103314319956.8 │ 213473361743.2 │ 13808158.5 │ 6517748.3 │ 6773537.3 │ -255789  │ -746479048.3 │  109  │
