"c","h","l","o","t","v","av","r","date","updown"
3.09,3.09,3.09,3.09,1674008400,3100,1183.3333333333333,"2.62","2023-01-18T09:20:00.000Z","-"
3.09,3.09,3.09,3.09,1674009600,1900,1183.3333333333333,"1.61","2023-01-18T09:40:00.000Z","-"
3.1,3.1,3.1,3.1,1674012600,2000,1183.3333333333333,"1.69","2023-01-18T10:30:00.000Z","-"
3.1,3.1,3.1,3.1,1674015300,100,1183.3333333333333,"0.08","2023-01-18T11:15:00.000Z","-"
3,3.07,3,3.07,1674021600,4400,1183.3333333333333,"3.72","2023-01-18T13:00:00.000Z","down"
3.01,3.01,3.01,3.01,1674024900,100,1183.3333333333333,"0.08","2023-01-18T13:55:00.000Z","-"
3.09,3.09,2.97,3.01,1674026700,2700,1183.3333333333333,"2.28","2023-01-18T14:25:00.000Z","up"
3,3,3,3,1674027900,1000,1183.3333333333333,"0.85","2023-01-18T14:45:00.000Z","-"
3.08,3.08,3.08,3.08,1674094500,100,1183.3333333333333,"0.08","2023-01-19T09:15:00.000Z","-"
3.09,3.09,3.09,3.09,1674096600,500,1183.3333333333333,"0.42","2023-01-19T09:50:00.000Z","-"
3.09,3.09,3.09,3.09,1674097800,400,1183.3333333333333,"0.34","2023-01-19T10:10:00.000Z","-"
3.09,3.09,3.09,3.09,1674098400,200,1183.3333333333333,"0.17","2023-01-19T10:20:00.000Z","-"
3,3.04,3,3.04,1674098700,500,1183.3333333333333,"0.42","2023-01-19T10:25:00.000Z","down"
3.08,3.08,3.08,3.08,1674099600,100,1183.3333333333333,"0.08","2023-01-19T10:40:00.000Z","-"
3,3.02,3,3.02,1674101100,500,1183.3333333333333,"0.42","2023-01-19T11:05:00.000Z","down"
3,3.02,3,3.02,1674108300,500,1183.3333333333333,"0.42","2023-01-19T13:05:00.000Z","down"
3.08,3.08,3.08,3.08,1674109800,3000,1183.3333333333333,"2.54","2023-01-19T13:30:00.000Z","-"
3.07,3.07,3.07,3.07,1674110400,1500,1183.3333333333333,"1.27","2023-01-19T13:40:00.000Z","-"
3.07,3.07,3.07,3.07,1674111000,100,1183.3333333333333,"0.08","2023-01-19T13:50:00.000Z","-"
3.06,3.06,3.06,3.06,1674112800,3200,1183.3333333333333,"2.70","2023-01-19T14:20:00.000Z","-"
3.07,3.07,3.07,3.07,1674113100,100,1183.3333333333333,"0.08","2023-01-19T14:25:00.000Z","-"
3.01,3.01,3.01,3.01,1674114300,1000,1183.3333333333333,"0.85","2023-01-19T14:45:00.000Z","-"
3.22,3.22,3.22,3.22,1674785700,100,1183.3333333333333,"0.08","2023-01-27T09:15:00.000Z","-"
3.22,3.22,3.18,3.18,1674786300,4300,1183.3333333333333,"3.63","2023-01-27T09:25:00.000Z","up"
3.2,3.2,3.2,3.2,1674786600,400,1183.3333333333333,"0.34","2023-01-27T09:30:00.000Z","-"
3.1,3.2,3.1,3.2,1674787200,7600,1183.3333333333333,"6.42","2023-01-27T09:40:00.000Z","down"
3.1,3.1,3.1,3.1,1674787800,300,1183.3333333333333,"0.25","2023-01-27T09:50:00.000Z","-"
3.2,3.2,3.2,3.2,1674788100,2000,1183.3333333333333,"1.69","2023-01-27T09:55:00.000Z","-"
3.19,3.19,3.19,3.19,1674790800,500,1183.3333333333333,"0.42","2023-01-27T10:40:00.000Z","-"
3.19,3.19,3.18,3.18,1674801300,200,1183.3333333333333,"0.17","2023-01-27T13:35:00.000Z","up"
3.15,3.16,3.15,3.16,1674801900,400,1183.3333333333333,"0.34","2023-01-27T13:45:00.000Z","down"
3.15,3.15,3.15,3.15,1674802800,700,1183.3333333333333,"0.59","2023-01-27T14:00:00.000Z","-"
3.12,3.13,3.12,3.13,1674803400,1000,1183.3333333333333,"0.85","2023-01-27T14:10:00.000Z","down"
3.18,3.18,3.16,3.16,1674804600,300,1183.3333333333333,"0.25","2023-01-27T14:30:00.000Z","up"
3.18,3.18,3.18,3.18,1674805500,1300,1183.3333333333333,"1.10","2023-01-27T14:45:00.000Z","-"
3.18,3.18,3.18,3.18,1675044900,200,1183.3333333333333,"0.17","2023-01-30T09:15:00.000Z","-"
3.18,3.18,3.18,3.18,1675045200,1000,1183.3333333333333,"0.85","2023-01-30T09:20:00.000Z","-"
3.17,3.17,3.17,3.17,1675045500,100,1183.3333333333333,"0.08","2023-01-30T09:25:00.000Z","-"
3.17,3.17,3.17,3.17,1675045800,7800,1183.3333333333333,"6.59","2023-01-30T09:30:00.000Z","-"
3.18,3.18,3.18,3.18,1675046100,400,1183.3333333333333,"0.34","2023-01-30T09:35:00.000Z","-"
3.18,3.18,3.18,3.18,1675046400,200,1183.3333333333333,"0.17","2023-01-30T09:40:00.000Z","-"
3.18,3.18,3.18,3.18,1675048200,900,1183.3333333333333,"0.76","2023-01-30T10:10:00.000Z","-"
3.18,3.18,3.18,3.18,1675048800,200,1183.3333333333333,"0.17","2023-01-30T10:20:00.000Z","-"
3.17,3.17,3.17,3.17,1675049400,2600,1183.3333333333333,"2.20","2023-01-30T10:30:00.000Z","-"
3.17,3.17,3.17,3.17,1675049700,400,1183.3333333333333,"0.34","2023-01-30T10:35:00.000Z","-"
2.97,3.15,2.97,3.15,1675050900,2700,1183.3333333333333,"2.28","2023-01-30T10:55:00.000Z","down"
3.25,3.25,3.25,3.25,1675051200,100,1183.3333333333333,"0.08","2023-01-30T11:00:00.000Z","-"
3.25,3.25,3.25,3.25,1675051500,1000,1183.3333333333333,"0.85","2023-01-30T11:05:00.000Z","-"
3.22,3.22,3.22,3.22,1675051800,1000,1183.3333333333333,"0.85","2023-01-30T11:10:00.000Z","-"
3.2,3.2,3.2,3.2,1675052400,5000,1183.3333333333333,"4.23","2023-01-30T11:20:00.000Z","-"
3.25,3.25,3.21,3.21,1675058400,600,1183.3333333333333,"0.51","2023-01-30T13:00:00.000Z","up"
3.2,3.25,3.2,3.25,1675060200,1200,1183.3333333333333,"1.01","2023-01-30T13:30:00.000Z","down"
3.2,3.25,3.2,3.25,1675060500,1100,1183.3333333333333,"0.93","2023-01-30T13:35:00.000Z","down"
3.2,3.21,3.2,3.21,1675060800,500,1183.3333333333333,"0.42","2023-01-30T13:40:00.000Z","down"
3.17,3.18,3.17,3.18,1675062300,200,1183.3333333333333,"0.17","2023-01-30T14:05:00.000Z","down"
3.24,3.24,3.23,3.23,1675063500,300,1183.3333333333333,"0.25","2023-01-30T14:25:00.000Z","up"
3.23,3.23,3.23,3.23,1675064700,200,1183.3333333333333,"0.17","2023-01-30T14:45:00.000Z","-"
3.08,3.08,3.08,3.08,1675131300,2300,1183.3333333333333,"1.94","2023-01-31T09:15:00.000Z","-"
3.11,3.11,3.11,3.11,1675132800,100,1183.3333333333333,"0.08","2023-01-31T09:40:00.000Z","-"
3.21,3.21,3.21,3.21,1675134000,200,1183.3333333333333,"0.17","2023-01-31T10:00:00.000Z","-"
3.2,3.21,3.2,3.21,1675135200,2000,1183.3333333333333,"1.69","2023-01-31T10:20:00.000Z","down"
3.16,3.16,3.16,3.16,1675144800,100,1183.3333333333333,"0.08","2023-01-31T13:00:00.000Z","-"
3.15,3.16,3.15,3.16,1675145100,1100,1183.3333333333333,"0.93","2023-01-31T13:05:00.000Z","down"
3.22,3.22,3.1,3.17,1675146900,2600,1183.3333333333333,"2.20","2023-01-31T13:35:00.000Z","up"
3.22,3.22,3.22,3.22,1675148700,500,1183.3333333333333,"0.42","2023-01-31T14:05:00.000Z","-"
3.22,3.22,3.22,3.22,1675149000,700,1183.3333333333333,"0.59","2023-01-31T14:10:00.000Z","-"
3.22,3.22,3.22,3.22,1675149600,2000,1183.3333333333333,"1.69","2023-01-31T14:20:00.000Z","-"
3.23,3.23,3.23,3.23,1675149900,500,1183.3333333333333,"0.42","2023-01-31T14:25:00.000Z","-"
3.23,3.23,3.23,3.23,1675151100,300,1183.3333333333333,"0.25","2023-01-31T14:45:00.000Z","-"
3.23,3.23,3.23,3.23,1675217700,100,1183.3333333333333,"0.08","2023-02-01T09:15:00.000Z","-"
3.23,3.23,3.23,3.23,1675219200,100,1183.3333333333333,"0.08","2023-02-01T09:40:00.000Z","-"
3.21,3.22,3.21,3.22,1675222200,1000,1183.3333333333333,"0.85","2023-02-01T10:30:00.000Z","down"
3.23,3.23,3.23,3.23,1675222500,200,1183.3333333333333,"0.17","2023-02-01T10:35:00.000Z","-"
3.16,3.17,3.16,3.17,1675223400,1000,1183.3333333333333,"0.85","2023-02-01T10:50:00.000Z","down"
3.16,3.16,3.16,3.16,1675224300,500,1183.3333333333333,"0.42","2023-02-01T11:05:00.000Z","-"
3.16,3.17,3.16,3.17,1675224900,1500,1183.3333333333333,"1.27","2023-02-01T11:15:00.000Z","down"
3.17,3.18,3.17,3.18,1675231500,2000,1183.3333333333333,"1.69","2023-02-01T13:05:00.000Z","down"
3.2,3.2,3.2,3.2,1675232400,400,1183.3333333333333,"0.34","2023-02-01T13:20:00.000Z","-"
3.2,3.2,3.19,3.19,1675233600,1400,1183.3333333333333,"1.18","2023-02-01T13:40:00.000Z","up"
3.17,3.18,3.17,3.18,1675235400,400,1183.3333333333333,"0.34","2023-02-01T14:10:00.000Z","down"
3.17,3.18,3.17,3.18,1675235700,1000,1183.3333333333333,"0.85","2023-02-01T14:15:00.000Z","down"
3.15,3.18,3.15,3.18,1675236000,2300,1183.3333333333333,"1.94","2023-02-01T14:20:00.000Z","down"
3.21,3.21,3.15,3.15,1675236300,1200,1183.3333333333333,"1.01","2023-02-01T14:25:00.000Z","up"
3.22,3.22,3.22,3.22,1675236600,100,1183.3333333333333,"0.08","2023-02-01T14:30:00.000Z","-"
