"c","h","l","o","t","v","av","r","date","updown"
36.9,36.9,36.9,36.9,1674008100,100,4111.046511627907,"0.02","2023-01-18T09:15:00.000Z","-"
36.5,36.5,36.5,36.5,1674010800,100,4111.046511627907,"0.02","2023-01-18T10:00:00.000Z","-"
36.5,36.5,36.5,36.5,1674011100,800,4111.046511627907,"0.19","2023-01-18T10:05:00.000Z","-"
36.5,36.5,36.5,36.5,1674011400,100,4111.046511627907,"0.02","2023-01-18T10:10:00.000Z","-"
36.5,36.5,36.5,36.5,1674012600,1900,4111.046511627907,"0.46","2023-01-18T10:30:00.000Z","-"
36.5,36.5,36.5,36.5,1674012900,10100,4111.046511627907,"2.46","2023-01-18T10:35:00.000Z","-"
36.5,36.5,36.5,36.5,1674013800,10000,4111.046511627907,"2.43","2023-01-18T10:50:00.000Z","-"
36.45,36.45,36.45,36.45,1674014700,100,4111.046511627907,"0.02","2023-01-18T11:05:00.000Z","-"
36.5,36.5,36.5,36.5,1674015900,100,4111.046511627907,"0.02","2023-01-18T11:25:00.000Z","-"
36.25,36.25,36.25,36.25,1674021600,100,4111.046511627907,"0.02","2023-01-18T13:00:00.000Z","-"
36.25,36.25,36.25,36.25,1674022200,2700,4111.046511627907,"0.66","2023-01-18T13:10:00.000Z","-"
36.25,36.25,36.25,36.25,1674022500,200,4111.046511627907,"0.05","2023-01-18T13:15:00.000Z","-"
36.5,36.5,36.25,36.25,1674023400,10100,4111.046511627907,"2.46","2023-01-18T13:30:00.000Z","up"
36.2,36.2,36.2,36.2,1674024000,500,4111.046511627907,"0.12","2023-01-18T13:40:00.000Z","-"
36.5,36.5,36.45,36.45,1674025200,10200,4111.046511627907,"2.48","2023-01-18T14:00:00.000Z","up"
36.4,36.5,36.4,36.5,1674025500,1800,4111.046511627907,"0.44","2023-01-18T14:05:00.000Z","down"
36.45,36.45,36.4,36.4,1674025800,600,4111.046511627907,"0.15","2023-01-18T14:10:00.000Z","up"
36.45,36.5,36.45,36.45,1674026100,1300,4111.046511627907,"0.32","2023-01-18T14:15:00.000Z","-"
36.5,36.5,36.45,36.45,1674026400,5600,4111.046511627907,"1.36","2023-01-18T14:20:00.000Z","up"
