"c","h","l","o","t","v","av","r","date","updown"
8.3,8.3,8.2,8.2,1674007200,172000,32938.88888888889,"5.22","2023-01-18T09:00:00.000Z","up"
8.3,8.3,8.2,8.2,1674007500,135600,32938.88888888889,"4.12","2023-01-18T09:05:00.000Z","up"
8.3,8.3,8.3,8.3,1674007800,10000,32938.88888888889,"0.30","2023-01-18T09:10:00.000Z","-"
8.2,8.3,8.2,8.3,1674008100,145400,32938.88888888889,"4.41","2023-01-18T09:15:00.000Z","down"
8.2,8.2,8.2,8.2,1674008400,63700,32938.88888888889,"1.93","2023-01-18T09:20:00.000Z","-"
8.1,8.2,8.1,8.1,1674008700,16100,32938.88888888889,"0.49","2023-01-18T09:25:00.000Z","-"
8.2,8.2,8.1,8.1,1674009300,10100,32938.88888888889,"0.31","2023-01-18T09:35:00.000Z","up"
8.1,8.1,8.1,8.1,1674009600,1500,32938.88888888889,"0.05","2023-01-18T09:40:00.000Z","-"
8.1,8.1,8.1,8.1,1674009900,8000,32938.88888888889,"0.24","2023-01-18T09:45:00.000Z","-"
8.2,8.2,8.2,8.2,1674010500,4200,32938.88888888889,"0.13","2023-01-18T09:55:00.000Z","-"
8.1,8.1,8.1,8.1,1674010800,3300,32938.88888888889,"0.10","2023-01-18T10:00:00.000Z","-"
8.1,8.2,8.1,8.2,1674011400,11700,32938.88888888889,"0.36","2023-01-18T10:10:00.000Z","down"
8.1,8.1,8.1,8.1,1674011700,2000,32938.88888888889,"0.06","2023-01-18T10:15:00.000Z","-"
8.2,8.2,8.2,8.2,1674012000,8000,32938.88888888889,"0.24","2023-01-18T10:20:00.000Z","-"
8.2,8.2,8.2,8.2,1674012300,39600,32938.88888888889,"1.20","2023-01-18T10:25:00.000Z","-"
8.3,8.3,8.2,8.2,1674012600,420000,32938.88888888889,"12.75","2023-01-18T10:30:00.000Z","up"
8.4,8.4,8.3,8.3,1674012900,226900,32938.88888888889,"6.89","2023-01-18T10:35:00.000Z","up"
8.5,8.5,8.4,8.4,1674013200,146700,32938.88888888889,"4.45","2023-01-18T10:40:00.000Z","up"
8.5,8.5,8.4,8.5,1674013500,68700,32938.88888888889,"2.09","2023-01-18T10:45:00.000Z","-"
8.6,8.6,8.5,8.5,1674013800,106200,32938.88888888889,"3.22","2023-01-18T10:50:00.000Z","up"
8.7,8.7,8.6,8.6,1674014100,141500,32938.88888888889,"4.30","2023-01-18T10:55:00.000Z","up"
8.9,8.9,8.7,8.7,1674014400,184400,32938.88888888889,"5.60","2023-01-18T11:00:00.000Z","up"
9,9,8.9,8.9,1674014700,335300,32938.88888888889,"10.18","2023-01-18T11:05:00.000Z","up"
8.9,9,8.9,9,1674015000,134700,32938.88888888889,"4.09","2023-01-18T11:10:00.000Z","down"
8.9,9,8.9,8.9,1674015300,27700,32938.88888888889,"0.84","2023-01-18T11:15:00.000Z","-"
8.9,9,8.9,9,1674015600,17100,32938.88888888889,"0.52","2023-01-18T11:20:00.000Z","down"
8.9,9,8.9,9,1674015900,28000,32938.88888888889,"0.85","2023-01-18T11:25:00.000Z","down"
8.8,8.9,8.8,8.9,1674021600,28700,32938.88888888889,"0.87","2023-01-18T13:00:00.000Z","down"
8.9,8.9,8.8,8.8,1674021900,37700,32938.88888888889,"1.14","2023-01-18T13:05:00.000Z","up"
9,9,8.9,9,1674022200,43400,32938.88888888889,"1.32","2023-01-18T13:10:00.000Z","-"
9,9,8.9,9,1674022500,19200,32938.88888888889,"0.58","2023-01-18T13:15:00.000Z","-"
8.9,9,8.9,9,1674022800,60000,32938.88888888889,"1.82","2023-01-18T13:20:00.000Z","down"
8.9,8.9,8.9,8.9,1674023100,39900,32938.88888888889,"1.21","2023-01-18T13:25:00.000Z","-"
9,9,8.9,8.9,1674023400,21000,32938.88888888889,"0.64","2023-01-18T13:30:00.000Z","up"
8.9,9,8.9,9,1674023700,11600,32938.88888888889,"0.35","2023-01-18T13:35:00.000Z","down"
9,9,8.9,9,1674024000,4800,32938.88888888889,"0.15","2023-01-18T13:40:00.000Z","-"
9,9,9,9,1674024300,114900,32938.88888888889,"3.49","2023-01-18T13:45:00.000Z","-"
8.9,9,8.9,8.9,1674024600,11500,32938.88888888889,"0.35","2023-01-18T13:50:00.000Z","-"
9,9,8.9,8.9,1674024900,11400,32938.88888888889,"0.35","2023-01-18T13:55:00.000Z","up"
9,9,8.9,9,1674025200,900,32938.88888888889,"0.03","2023-01-18T14:00:00.000Z","-"
9,9,9,9,1674025500,1500,32938.88888888889,"0.05","2023-01-18T14:05:00.000Z","-"
9,9,8.9,9,1674025800,5600,32938.88888888889,"0.17","2023-01-18T14:10:00.000Z","-"
9,9,8.9,9,1674026100,16500,32938.88888888889,"0.50","2023-01-18T14:15:00.000Z","-"
9,9,8.9,9,1674026400,22600,32938.88888888889,"0.69","2023-01-18T14:20:00.000Z","-"
8.9,9,8.9,9,1674026700,56800,32938.88888888889,"1.72","2023-01-18T14:25:00.000Z","down"
9,9,9,9,1674027900,157900,32938.88888888889,"4.79","2023-01-18T14:45:00.000Z","-"
9,9.1,8.8,9,1674093600,35800,32938.88888888889,"1.09","2023-01-19T09:00:00.000Z","-"
9.1,9.1,9,9,1674093900,110200,32938.88888888889,"3.35","2023-01-19T09:05:00.000Z","up"
9,9.1,9,9.1,1674094200,9900,32938.88888888889,"0.30","2023-01-19T09:10:00.000Z","down"
8.9,9,8.9,9,1674094500,9500,32938.88888888889,"0.29","2023-01-19T09:15:00.000Z","down"
