"c","h","l","o","t","v","av","r","date","updown"
58.6,58.6,56.2,56.2,1674007200,300,4246.850393700787,"0.07","2023-01-18T09:00:00.000Z","up"
56.7,57.7,56.7,57.7,1674007500,1500,4246.850393700787,"0.35","2023-01-18T09:05:00.000Z","down"
56.5,56.5,56.5,56.5,1674007800,800,4246.850393700787,"0.19","2023-01-18T09:10:00.000Z","-"
56.2,56.5,56.2,56.5,1674008400,1400,4246.850393700787,"0.33","2023-01-18T09:20:00.000Z","down"
56.2,56.2,56.2,56.2,1674008700,5500,4246.850393700787,"1.30","2023-01-18T09:25:00.000Z","-"
56,56.2,56,56.2,1674009000,2200,4246.850393700787,"0.52","2023-01-18T09:30:00.000Z","down"
56,56.1,56,56,1674009300,3200,4246.850393700787,"0.75","2023-01-18T09:35:00.000Z","-"
56,56,56,56,1674009600,200,4246.850393700787,"0.05","2023-01-18T09:40:00.000Z","-"
56,56,56,56,1674009900,1800,4246.850393700787,"0.42","2023-01-18T09:45:00.000Z","-"
56,56,56,56,1674010500,800,4246.850393700787,"0.19","2023-01-18T09:55:00.000Z","-"
56,56,56,56,1674011100,1500,4246.850393700787,"0.35","2023-01-18T10:05:00.000Z","-"
56,56,56,56,1674011400,800,4246.850393700787,"0.19","2023-01-18T10:10:00.000Z","-"
55.8,56,55.8,56,1674011700,3800,4246.850393700787,"0.89","2023-01-18T10:15:00.000Z","down"
55.8,56,55.8,56,1674012000,3100,4246.850393700787,"0.73","2023-01-18T10:20:00.000Z","down"
56,56,56,56,1674012900,5800,4246.850393700787,"1.37","2023-01-18T10:35:00.000Z","-"
56.1,56.1,56.1,56.1,1674013200,2000,4246.850393700787,"0.47","2023-01-18T10:40:00.000Z","-"
56.1,56.1,56.1,56.1,1674013500,200,4246.850393700787,"0.05","2023-01-18T10:45:00.000Z","-"
56,56.1,56,56.1,1674013800,11300,4246.850393700787,"2.66","2023-01-18T10:50:00.000Z","down"
56.1,56.1,56.1,56.1,1674014100,5800,4246.850393700787,"1.37","2023-01-18T10:55:00.000Z","-"
56.1,56.1,56,56.1,1674014400,4900,4246.850393700787,"1.15","2023-01-18T11:00:00.000Z","-"
56,56,56,56,1674014700,3500,4246.850393700787,"0.82","2023-01-18T11:05:00.000Z","-"
55.9,55.9,55.9,55.9,1674015000,1200,4246.850393700787,"0.28","2023-01-18T11:10:00.000Z","-"
55.8,55.9,55.8,55.9,1674015300,5300,4246.850393700787,"1.25","2023-01-18T11:15:00.000Z","down"
56,56,55.9,55.9,1674015600,3300,4246.850393700787,"0.78","2023-01-18T11:20:00.000Z","up"
55.9,56.1,55.9,56.1,1674015900,1300,4246.850393700787,"0.31","2023-01-18T11:25:00.000Z","down"
55.9,55.9,55.9,55.9,1674021600,300,4246.850393700787,"0.07","2023-01-18T13:00:00.000Z","-"
56,56,56,56,1674021900,300,4246.850393700787,"0.07","2023-01-18T13:05:00.000Z","-"
56,56,56,56,1674022500,100,4246.850393700787,"0.02","2023-01-18T13:15:00.000Z","-"
56,56,55.9,56,1674022800,4600,4246.850393700787,"1.08","2023-01-18T13:20:00.000Z","-"
56,56,56,56,1674023100,2600,4246.850393700787,"0.61","2023-01-18T13:25:00.000Z","-"
55.9,55.9,55.9,55.9,1674023400,6300,4246.850393700787,"1.48","2023-01-18T13:30:00.000Z","-"
55.6,55.9,55.6,55.9,1674023700,5600,4246.850393700787,"1.32","2023-01-18T13:35:00.000Z","down"
56,56,56,56,1674024300,1500,4246.850393700787,"0.35","2023-01-18T13:45:00.000Z","-"
55.6,55.6,55.6,55.6,1674024600,10000,4246.850393700787,"2.35","2023-01-18T13:50:00.000Z","-"
55.7,55.7,55.7,55.7,1674024900,3000,4246.850393700787,"0.71","2023-01-18T13:55:00.000Z","-"
