"c","h","l","o","t","v","av","r","date","updown"
2.1,2.1,2.1,2.1,1674007200,100,4067.0731707317073,"0.02","2023-01-18T09:00:00.000Z","-"
2,2,2,2,1674008700,500,4067.0731707317073,"0.12","2023-01-18T09:25:00.000Z","-"
2.1,2.1,2,2,1674010200,2100,4067.0731707317073,"0.52","2023-01-18T09:50:00.000Z","up"
2.1,2.1,2,2,1674021900,2400,4067.0731707317073,"0.59","2023-01-18T13:05:00.000Z","up"
2,2,2,2,1674024000,1500,4067.0731707317073,"0.37","2023-01-18T13:40:00.000Z","-"
2.1,2.1,2.1,2.1,1674024900,100,4067.0731707317073,"0.02","2023-01-18T13:55:00.000Z","-"
2.1,2.1,2.1,2.1,1674026400,4000,4067.0731707317073,"0.98","2023-01-18T14:20:00.000Z","-"
2.1,2.1,2.1,2.1,1674026700,3000,4067.0731707317073,"0.74","2023-01-18T14:25:00.000Z","-"
2.1,2.1,2.1,2.1,1674027900,4500,4067.0731707317073,"1.11","2023-01-18T14:45:00.000Z","-"
2,2,2,2,1674095700,100,4067.0731707317073,"0.02","2023-01-19T09:35:00.000Z","-"
2,2,2,2,1674098700,15000,4067.0731707317073,"3.69","2023-01-19T10:25:00.000Z","-"
2.1,2.1,2.1,2.1,1674099000,100,4067.0731707317073,"0.02","2023-01-19T10:30:00.000Z","-"
2.1,2.1,2.1,2.1,1674100500,800,4067.0731707317073,"0.20","2023-01-19T10:55:00.000Z","-"
2,2.1,2,2.1,1674109500,6000,4067.0731707317073,"1.48","2023-01-19T13:25:00.000Z","down"
2.1,2.1,2.1,2.1,1674111000,100,4067.0731707317073,"0.02","2023-01-19T13:50:00.000Z","-"
2.1,2.1,2.1,2.1,1674112200,100,4067.0731707317073,"0.02","2023-01-19T14:10:00.000Z","-"
2.1,2.1,2.1,2.1,1674113100,5000,4067.0731707317073,"1.23","2023-01-19T14:25:00.000Z","-"
2.1,2.1,2.1,2.1,1674114300,2000,4067.0731707317073,"0.49","2023-01-19T14:45:00.000Z","-"
