"c","h","l","o","t","v","av","r","date","updown"
9.9,9.9,9.9,9.9,1674111900,100,160,"0.63","2023-01-19T14:05:00.000Z","-"
9.9,9.9,9.9,9.9,1674785100,100,160,"0.63","2023-01-27T09:05:00.000Z","-"
9.9,9.9,9.9,9.9,1674792000,200,160,"1.25","2023-01-27T11:00:00.000Z","-"
9.9,9.9,9.9,9.9,1674792300,100,160,"0.63","2023-01-27T11:05:00.000Z","-"
9.9,9.9,9.9,9.9,1674792600,100,160,"0.63","2023-01-27T11:10:00.000Z","-"
8.5,8.5,8.5,8.5,1675062300,100,160,"0.63","2023-01-30T14:05:00.000Z","-"
9.7,9.7,9.7,9.7,1675144800,600,160,"3.75","2023-01-31T13:00:00.000Z","-"
9.7,9.7,9.7,9.7,1675146300,100,160,"0.63","2023-01-31T13:25:00.000Z","-"
8.3,8.3,8.3,8.3,1675147500,100,160,"0.63","2023-01-31T13:45:00.000Z","-"
9.7,9.7,9.7,9.7,1675148400,100,160,"0.63","2023-01-31T14:00:00.000Z","-"
