"c","h","l","o","t","v","av","r","date","updown"
20.9,20.9,20.9,20.9,1674007200,100,3932.5714285714284,"0.03","2023-01-18T09:00:00.000Z","-"
20.8,20.8,20.8,20.8,1674009000,3000,3932.5714285714284,"0.76","2023-01-18T09:30:00.000Z","-"
20.8,20.8,20.8,20.8,1674009600,5100,3932.5714285714284,"1.30","2023-01-18T09:40:00.000Z","-"
20.8,20.8,20.8,20.8,1674009900,5000,3932.5714285714284,"1.27","2023-01-18T09:45:00.000Z","-"
20.8,20.8,20.8,20.8,1674010200,7100,3932.5714285714284,"1.81","2023-01-18T09:50:00.000Z","-"
20.9,20.9,20.9,20.9,1674010500,5600,3932.5714285714284,"1.42","2023-01-18T09:55:00.000Z","-"
20.9,20.9,20.9,20.9,1674010800,400,3932.5714285714284,"0.10","2023-01-18T10:00:00.000Z","-"
20.9,20.9,20.9,20.9,1674011100,200,3932.5714285714284,"0.05","2023-01-18T10:05:00.000Z","-"
20.9,20.9,20.9,20.9,1674011700,7600,3932.5714285714284,"1.93","2023-01-18T10:15:00.000Z","-"
20.9,20.9,20.9,20.9,1674012000,800,3932.5714285714284,"0.20","2023-01-18T10:20:00.000Z","-"
20.9,20.9,20.9,20.9,1674012300,100,3932.5714285714284,"0.03","2023-01-18T10:25:00.000Z","-"
21,21,21,21,1674012600,100,3932.5714285714284,"0.03","2023-01-18T10:30:00.000Z","-"
21,21,21,21,1674012900,8000,3932.5714285714284,"2.03","2023-01-18T10:35:00.000Z","-"
21.3,21.3,21.2,21.2,1674013200,20200,3932.5714285714284,"5.14","2023-01-18T10:40:00.000Z","up"
21.1,21.2,21.1,21.2,1674013500,17600,3932.5714285714284,"4.48","2023-01-18T10:45:00.000Z","down"
21.1,21.1,21.1,21.1,1674014700,100,3932.5714285714284,"0.03","2023-01-18T11:05:00.000Z","-"
21.2,21.2,21.2,21.2,1674015000,3000,3932.5714285714284,"0.76","2023-01-18T11:10:00.000Z","-"
21.2,21.2,21.2,21.2,1674015300,600,3932.5714285714284,"0.15","2023-01-18T11:15:00.000Z","-"
21.1,21.1,21.1,21.1,1674021600,200,3932.5714285714284,"0.05","2023-01-18T13:00:00.000Z","-"
21.1,21.1,21.1,21.1,1674021900,3000,3932.5714285714284,"0.76","2023-01-18T13:05:00.000Z","-"
21.1,21.1,21.1,21.1,1674022500,200,3932.5714285714284,"0.05","2023-01-18T13:15:00.000Z","-"
21.1,21.1,21.1,21.1,1674025200,400,3932.5714285714284,"0.10","2023-01-18T14:00:00.000Z","-"
21,21,21,21,1674025500,1200,3932.5714285714284,"0.31","2023-01-18T14:05:00.000Z","-"
21.1,21.1,21.1,21.1,1674026100,900,3932.5714285714284,"0.23","2023-01-18T14:15:00.000Z","-"
21.1,21.1,21.1,21.1,1674026400,10000,3932.5714285714284,"2.54","2023-01-18T14:20:00.000Z","-"
21,21.2,21,21.2,1674026700,3400,3932.5714285714284,"0.86","2023-01-18T14:25:00.000Z","down"
21,21,21,21,1674027000,100,3932.5714285714284,"0.03","2023-01-18T14:30:00.000Z","-"
21,21,21,21,1674095100,2200,3932.5714285714284,"0.56","2023-01-19T09:25:00.000Z","-"
21,21,21,21,1674095400,2800,3932.5714285714284,"0.71","2023-01-19T09:30:00.000Z","-"
21,21,21,21,1674096000,200,3932.5714285714284,"0.05","2023-01-19T09:40:00.000Z","-"
21,21,21,21,1674096600,200,3932.5714285714284,"0.05","2023-01-19T09:50:00.000Z","-"
20.9,20.9,20.9,20.9,1674096900,100,3932.5714285714284,"0.03","2023-01-19T09:55:00.000Z","-"
21,21,21,21,1674097200,600,3932.5714285714284,"0.15","2023-01-19T10:00:00.000Z","-"
21,21,21,21,1674098100,200,3932.5714285714284,"0.05","2023-01-19T10:15:00.000Z","-"
21,21,21,21,1674099000,100,3932.5714285714284,"0.03","2023-01-19T10:30:00.000Z","-"
21,21,21,21,1674099900,4700,3932.5714285714284,"1.20","2023-01-19T10:45:00.000Z","-"
21,21,21,21,1674100200,6000,3932.5714285714284,"1.53","2023-01-19T10:50:00.000Z","-"
21,21,21,21,1674100800,2000,3932.5714285714284,"0.51","2023-01-19T11:00:00.000Z","-"
21,21,21,21,1674102000,2000,3932.5714285714284,"0.51","2023-01-19T11:20:00.000Z","-"
21,21,21,21,1674102300,2200,3932.5714285714284,"0.56","2023-01-19T11:25:00.000Z","-"
20.8,20.8,20.8,20.8,1674108000,5000,3932.5714285714284,"1.27","2023-01-19T13:00:00.000Z","-"
20.8,20.8,20.8,20.8,1674108300,100,3932.5714285714284,"0.03","2023-01-19T13:05:00.000Z","-"
20.8,20.8,20.8,20.8,1674109200,2000,3932.5714285714284,"0.51","2023-01-19T13:20:00.000Z","-"
20.9,21,20.9,21,1674110700,4000,3932.5714285714284,"1.02","2023-01-19T13:45:00.000Z","down"
21,21,20.9,20.9,1674111000,2000,3932.5714285714284,"0.51","2023-01-19T13:50:00.000Z","up"
21,21,21,21,1674111300,5500,3932.5714285714284,"1.40","2023-01-19T13:55:00.000Z","-"
20.9,21,20.9,21,1674111600,7500,3932.5714285714284,"1.91","2023-01-19T14:00:00.000Z","down"
21,21,21,21,1674112500,500,3932.5714285714284,"0.13","2023-01-19T14:15:00.000Z","-"
21,21,21,21,1674112800,3000,3932.5714285714284,"0.76","2023-01-19T14:20:00.000Z","-"
21,21,21,21,1674113100,5000,3932.5714285714284,"1.27","2023-01-19T14:25:00.000Z","-"
21,21,21,21,1674113400,1500,3932.5714285714284,"0.38","2023-01-19T14:30:00.000Z","-"
21,21,21,21,1674113700,5000,3932.5714285714284,"1.27","2023-01-19T14:35:00.000Z","-"
21,21,21,21,1674114000,10400,3932.5714285714284,"2.64","2023-01-19T14:40:00.000Z","-"
