"c","h","l","o","t","v","av","r","date","updown"
14.45,14.45,14.2,14.4,1674008100,13600,14704.868913857677,"0.92","2023-01-18T09:15:00.000Z","up"
14.3,14.3,14.3,14.3,1674008400,3000,14704.868913857677,"0.20","2023-01-18T09:20:00.000Z","-"
14.2,14.3,14.2,14.3,1674008700,14800,14704.868913857677,"1.01","2023-01-18T09:25:00.000Z","down"
14.2,14.2,14.2,14.2,1674009000,6100,14704.868913857677,"0.41","2023-01-18T09:30:00.000Z","-"
14.2,14.2,14.2,14.2,1674009300,4400,14704.868913857677,"0.30","2023-01-18T09:35:00.000Z","-"
14.2,14.2,14.2,14.2,1674009600,3200,14704.868913857677,"0.22","2023-01-18T09:40:00.000Z","-"
14.25,14.25,14.25,14.25,1674009900,5400,14704.868913857677,"0.37","2023-01-18T09:45:00.000Z","-"
14.3,14.3,14.25,14.25,1674010200,54500,14704.868913857677,"3.71","2023-01-18T09:50:00.000Z","up"
14.3,14.3,14.3,14.3,1674010500,28300,14704.868913857677,"1.92","2023-01-18T09:55:00.000Z","-"
14.35,14.35,14.3,14.35,1674010800,34300,14704.868913857677,"2.33","2023-01-18T10:00:00.000Z","-"
14.3,14.35,14.3,14.35,1674011100,15200,14704.868913857677,"1.03","2023-01-18T10:05:00.000Z","down"
14.3,14.3,14.25,14.3,1674011400,48400,14704.868913857677,"3.29","2023-01-18T10:10:00.000Z","-"
14.35,14.35,14.3,14.3,1674011700,23900,14704.868913857677,"1.63","2023-01-18T10:15:00.000Z","up"
14.35,14.35,14.35,14.35,1674012000,700,14704.868913857677,"0.05","2023-01-18T10:20:00.000Z","-"
14.3,14.3,14.3,14.3,1674012300,2000,14704.868913857677,"0.14","2023-01-18T10:25:00.000Z","-"
14.35,14.35,14.35,14.35,1674012600,8000,14704.868913857677,"0.54","2023-01-18T10:30:00.000Z","-"
14.4,14.4,14.35,14.35,1674012900,5000,14704.868913857677,"0.34","2023-01-18T10:35:00.000Z","up"
14.4,14.4,14.4,14.4,1674013200,1000,14704.868913857677,"0.07","2023-01-18T10:40:00.000Z","-"
14.3,14.3,14.3,14.3,1674013800,3000,14704.868913857677,"0.20","2023-01-18T10:50:00.000Z","-"
14.4,14.4,14.4,14.4,1674014100,2900,14704.868913857677,"0.20","2023-01-18T10:55:00.000Z","-"
14.3,14.4,14.3,14.4,1674015000,46300,14704.868913857677,"3.15","2023-01-18T11:10:00.000Z","down"
14.25,14.25,14.25,14.25,1674015300,900,14704.868913857677,"0.06","2023-01-18T11:15:00.000Z","-"
14.15,14.2,14.1,14.2,1674021600,7700,14704.868913857677,"0.52","2023-01-18T13:00:00.000Z","down"
14,14.1,14,14.1,1674021900,16200,14704.868913857677,"1.10","2023-01-18T13:05:00.000Z","down"
13.95,14,13.95,14,1674022200,7600,14704.868913857677,"0.52","2023-01-18T13:10:00.000Z","down"
14,14,14,14,1674022500,2600,14704.868913857677,"0.18","2023-01-18T13:15:00.000Z","-"
14.15,14.15,14,14,1674022800,2200,14704.868913857677,"0.15","2023-01-18T13:20:00.000Z","up"
14.15,14.15,14.15,14.15,1674023100,3800,14704.868913857677,"0.26","2023-01-18T13:25:00.000Z","-"
14.2,14.2,14.15,14.15,1674023400,3000,14704.868913857677,"0.20","2023-01-18T13:30:00.000Z","up"
14.15,14.2,14.15,14.2,1674023700,4400,14704.868913857677,"0.30","2023-01-18T13:35:00.000Z","down"
14.1,14.1,14.1,14.1,1674024000,100,14704.868913857677,"0.01","2023-01-18T13:40:00.000Z","-"
14.1,14.1,14,14,1674024300,3000,14704.868913857677,"0.20","2023-01-18T13:45:00.000Z","up"
14.05,14.1,14.05,14.1,1674024600,5100,14704.868913857677,"0.35","2023-01-18T13:50:00.000Z","down"
14.05,14.1,14.05,14.1,1674024900,5000,14704.868913857677,"0.34","2023-01-18T13:55:00.000Z","down"
14.1,14.1,14.05,14.05,1674025200,4500,14704.868913857677,"0.31","2023-01-18T14:00:00.000Z","up"
14.05,14.1,14.05,14.1,1674025500,4800,14704.868913857677,"0.33","2023-01-18T14:05:00.000Z","down"
14.15,14.15,14.05,14.05,1674025800,18600,14704.868913857677,"1.26","2023-01-18T14:10:00.000Z","up"
14.1,14.15,14.1,14.15,1674026100,4900,14704.868913857677,"0.33","2023-01-18T14:15:00.000Z","down"
