┌─────────┬───────┬───────┬───────┬───────┬────────────┬───────┬────────────────────┬────────┬────────────────────────────┬────────┐
│ (index) │   c   │   h   │   l   │   o   │     t      │   v   │         av         │   r    │            date            │ updown │
├─────────┼───────┼───────┼───────┼───────┼────────────┼───────┼────────────────────┼────────┼────────────────────────────┼────────┤
│    0    │ 26.1  │ 26.1  │ 26.1  │ 26.1  │ 1674008100 │ 5000  │ 3032.8638497652582 │ '1.65' │ '2023-01-18T09:15:00.000Z' │  '-'   │
│    1    │ 26.1  │ 26.1  │ 26.1  │ 26.1  │ 1674008400 │ 1000  │ 3032.8638497652582 │ '0.33' │ '2023-01-18T09:20:00.000Z' │  '-'   │
│    2    │ 26.1  │ 26.1  │ 26.1  │ 26.1  │ 1674008700 │ 2000  │ 3032.8638497652582 │ '0.66' │ '2023-01-18T09:25:00.000Z' │  '-'   │
│    3    │ 26.1  │ 26.1  │ 26.1  │ 26.1  │ 1674009000 │  900  │ 3032.8638497652582 │ '0.30' │ '2023-01-18T09:30:00.000Z' │  '-'   │
│    4    │ 26.1  │ 26.1  │ 26.1  │ 26.1  │ 1674009300 │  700  │ 3032.8638497652582 │ '0.23' │ '2023-01-18T09:35:00.000Z' │  '-'   │
│    5    │ 26.1  │ 26.1  │ 26.1  │ 26.1  │ 1674009600 │  700  │ 3032.8638497652582 │ '0.23' │ '2023-01-18T09:40:00.000Z' │  '-'   │
│    6    │ 26.1  │ 26.1  │ 26.1  │ 26.1  │ 1674009900 │ 1300  │ 3032.8638497652582 │ '0.43' │ '2023-01-18T09:45:00.000Z' │  '-'   │
│    7    │ 26.25 │ 26.25 │ 26.25 │ 26.25 │ 1674010200 │ 3900  │ 3032.8638497652582 │ '1.29' │ '2023-01-18T09:50:00.000Z' │  '-'   │
│    8    │ 26.3  │ 26.3  │ 26.3  │ 26.3  │ 1674010500 │ 3900  │ 3032.8638497652582 │ '1.29' │ '2023-01-18T09:55:00.000Z' │  '-'   │
│    9    │ 26.4  │ 26.4  │ 26.25 │ 26.25 │ 1674011100 │ 6200  │ 3032.8638497652582 │ '2.04' │ '2023-01-18T10:05:00.000Z' │  'up'  │
│   10    │ 26.4  │ 26.4  │ 26.25 │ 26.25 │ 1674011400 │  600  │ 3032.8638497652582 │ '0.20' │ '2023-01-18T10:10:00.000Z' │  'up'  │
│   11    │ 26.25 │ 26.25 │ 26.25 │ 26.25 │ 1674011700 │ 1400  │ 3032.8638497652582 │ '0.46' │ '2023-01-18T10:15:00.000Z' │  '-'   │
│   12    │ 26.2  │ 26.25 │ 26.2  │ 26.25 │ 1674012000 │ 5900  │ 3032.8638497652582 │ '1.95' │ '2023-01-18T10:20:00.000Z' │ 'down' │
│   13    │ 26.05 │ 26.05 │ 26.05 │ 26.05 │ 1674013800 │ 1500  │ 3032.8638497652582 │ '0.49' │ '2023-01-18T10:50:00.000Z' │  '-'   │
│   14    │ 26.05 │ 26.05 │ 26.05 │ 26.05 │ 1674014400 │  500  │ 3032.8638497652582 │ '0.16' │ '2023-01-18T11:00:00.000Z' │  '-'   │
│   15    │ 25.85 │ 26.05 │ 25.85 │ 26.05 │ 1674014700 │ 2100  │ 3032.8638497652582 │ '0.69' │ '2023-01-18T11:05:00.000Z' │ 'down' │
│   16    │ 26.2  │ 26.2  │ 25.85 │ 25.85 │ 1674015000 │ 2200  │ 3032.8638497652582 │ '0.73' │ '2023-01-18T11:10:00.000Z' │  'up'  │
│   17    │ 25.8  │ 25.8  │ 25.8  │ 25.8  │ 1674021600 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-18T13:00:00.000Z' │  '-'   │
│   18    │ 25.8  │ 25.8  │ 25.8  │ 25.8  │ 1674022200 │ 2100  │ 3032.8638497652582 │ '0.69' │ '2023-01-18T13:10:00.000Z' │  '-'   │
│   19    │ 25.85 │ 25.85 │ 25.85 │ 25.85 │ 1674022800 │ 1200  │ 3032.8638497652582 │ '0.40' │ '2023-01-18T13:20:00.000Z' │  '-'   │
│   20    │ 25.85 │ 25.85 │ 25.85 │ 25.85 │ 1674023400 │  600  │ 3032.8638497652582 │ '0.20' │ '2023-01-18T13:30:00.000Z' │  '-'   │
│   21    │ 26.2  │ 26.2  │ 26.05 │ 26.05 │ 1674024000 │ 4000  │ 3032.8638497652582 │ '1.32' │ '2023-01-18T13:40:00.000Z' │  'up'  │
│   22    │ 26.2  │ 26.2  │ 26.15 │ 26.15 │ 1674024300 │ 2000  │ 3032.8638497652582 │ '0.66' │ '2023-01-18T13:45:00.000Z' │  'up'  │
│   23    │ 26.2  │ 26.2  │ 26.15 │ 26.15 │ 1674024600 │ 2600  │ 3032.8638497652582 │ '0.86' │ '2023-01-18T13:50:00.000Z' │  'up'  │
│   24    │ 26.2  │ 26.25 │ 26.2  │ 26.25 │ 1674024900 │  200  │ 3032.8638497652582 │ '0.07' │ '2023-01-18T13:55:00.000Z' │ 'down' │
│   25    │ 26.25 │ 26.25 │ 26.25 │ 26.25 │ 1674025200 │  500  │ 3032.8638497652582 │ '0.16' │ '2023-01-18T14:00:00.000Z' │  '-'   │
│   26    │ 26.25 │ 26.3  │ 26.25 │ 26.25 │ 1674025500 │ 5000  │ 3032.8638497652582 │ '1.65' │ '2023-01-18T14:05:00.000Z' │  '-'   │
│   27    │ 26.25 │ 26.25 │ 26.25 │ 26.25 │ 1674025800 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-18T14:10:00.000Z' │  '-'   │
│   28    │ 26.3  │ 26.3  │ 26.3  │ 26.3  │ 1674026100 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-18T14:15:00.000Z' │  '-'   │
│   29    │ 26.3  │ 26.3  │ 26.2  │ 26.3  │ 1674026400 │ 10700 │ 3032.8638497652582 │ '3.53' │ '2023-01-18T14:20:00.000Z' │  '-'   │
│   30    │ 26.3  │ 26.3  │ 26.3  │ 26.3  │ 1674026700 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-18T14:25:00.000Z' │  '-'   │
│   31    │ 26.4  │ 26.4  │ 26.4  │ 26.4  │ 1674027900 │ 5200  │ 3032.8638497652582 │ '1.71' │ '2023-01-18T14:45:00.000Z' │  '-'   │
│   32    │ 25.8  │ 25.8  │ 25.8  │ 25.8  │ 1674094500 │  600  │ 3032.8638497652582 │ '0.20' │ '2023-01-19T09:15:00.000Z' │  '-'   │
│   33    │ 26.4  │ 26.4  │ 26.4  │ 26.4  │ 1674094800 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-19T09:20:00.000Z' │  '-'   │
│   34    │ 26.4  │ 26.4  │ 26.4  │ 26.4  │ 1674095100 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-19T09:25:00.000Z' │  '-'   │
│   35    │ 26.2  │ 26.2  │ 26.2  │ 26.2  │ 1674096300 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-19T09:45:00.000Z' │  '-'   │
│   36    │ 26.2  │ 26.2  │ 26.2  │ 26.2  │ 1674096600 │  900  │ 3032.8638497652582 │ '0.30' │ '2023-01-19T09:50:00.000Z' │  '-'   │
│   37    │ 26.35 │ 26.35 │ 26.35 │ 26.35 │ 1674096900 │ 3000  │ 3032.8638497652582 │ '0.99' │ '2023-01-19T09:55:00.000Z' │  '-'   │
│   38    │ 26.35 │ 26.35 │ 26.35 │ 26.35 │ 1674097200 │  200  │ 3032.8638497652582 │ '0.07' │ '2023-01-19T10:00:00.000Z' │  '-'   │
│   39    │ 26.4  │ 26.4  │ 26.4  │ 26.4  │ 1674097500 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-19T10:05:00.000Z' │  '-'   │
│   40    │ 26.6  │ 26.6  │ 26.4  │ 26.4  │ 1674097800 │ 4400  │ 3032.8638497652582 │ '1.45' │ '2023-01-19T10:10:00.000Z' │  'up'  │
│   41    │ 26.5  │ 26.5  │ 26.5  │ 26.5  │ 1674098400 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-19T10:20:00.000Z' │  '-'   │
│   42    │ 26.5  │ 26.5  │ 26.5  │ 26.5  │ 1674099000 │  500  │ 3032.8638497652582 │ '0.16' │ '2023-01-19T10:30:00.000Z' │  '-'   │
│   43    │ 26.25 │ 26.25 │ 26.25 │ 26.25 │ 1674099300 │ 1000  │ 3032.8638497652582 │ '0.33' │ '2023-01-19T10:35:00.000Z' │  '-'   │
│   44    │ 26.25 │ 26.25 │ 26.25 │ 26.25 │ 1674100200 │  400  │ 3032.8638497652582 │ '0.13' │ '2023-01-19T10:50:00.000Z' │  '-'   │
│   45    │ 26.2  │ 26.25 │ 26.2  │ 26.2  │ 1674100500 │  800  │ 3032.8638497652582 │ '0.26' │ '2023-01-19T10:55:00.000Z' │  '-'   │
│   46    │ 26.4  │ 26.4  │ 26.2  │ 26.2  │ 1674100800 │ 1300  │ 3032.8638497652582 │ '0.43' │ '2023-01-19T11:00:00.000Z' │  'up'  │
│   47    │ 26.4  │ 26.4  │ 26.4  │ 26.4  │ 1674102000 │  500  │ 3032.8638497652582 │ '0.16' │ '2023-01-19T11:20:00.000Z' │  '-'   │
│   48    │ 26.2  │ 26.3  │ 26.2  │ 26.3  │ 1674108300 │ 1000  │ 3032.8638497652582 │ '0.33' │ '2023-01-19T13:05:00.000Z' │ 'down' │
│   49    │ 26.2  │ 26.2  │ 26.2  │ 26.2  │ 1674108600 │ 1600  │ 3032.8638497652582 │ '0.53' │ '2023-01-19T13:10:00.000Z' │  '-'   │
│   50    │ 26.2  │ 26.2  │ 26.15 │ 26.15 │ 1674108900 │ 6500  │ 3032.8638497652582 │ '2.14' │ '2023-01-19T13:15:00.000Z' │  'up'  │
│   51    │ 26.25 │ 26.25 │ 26.2  │ 26.2  │ 1674109200 │ 1700  │ 3032.8638497652582 │ '0.56' │ '2023-01-19T13:20:00.000Z' │  'up'  │
│   52    │ 26.25 │ 26.25 │ 26.2  │ 26.2  │ 1674109500 │  700  │ 3032.8638497652582 │ '0.23' │ '2023-01-19T13:25:00.000Z' │  'up'  │
│   53    │ 26.25 │ 26.25 │ 26.2  │ 26.2  │ 1674109800 │  800  │ 3032.8638497652582 │ '0.26' │ '2023-01-19T13:30:00.000Z' │  'up'  │
│   54    │ 26.25 │ 26.25 │ 26.25 │ 26.25 │ 1674110100 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-19T13:35:00.000Z' │  '-'   │
│   55    │ 26.3  │ 26.3  │ 26.25 │ 26.25 │ 1674110400 │  200  │ 3032.8638497652582 │ '0.07' │ '2023-01-19T13:40:00.000Z' │  'up'  │
│   56    │ 26.25 │ 26.3  │ 26.25 │ 26.3  │ 1674111300 │ 2000  │ 3032.8638497652582 │ '0.66' │ '2023-01-19T13:55:00.000Z' │ 'down' │
│   57    │ 26.2  │ 26.2  │ 26.2  │ 26.2  │ 1674111600 │  100  │ 3032.8638497652582 │ '0.03' │ '2023-01-19T14:00:00.000Z' │  '-'   │
│   58    │ 26.15 │ 26.25 │ 26.15 │ 26.25 │ 1674111900 │ 4700  │ 3032.8638497652582 │ '1.55' │ '2023-01-19T14:05:00.000Z' │ 'down' │
│   59    │ 26.15 │ 26.15 │ 26.15 │ 26.15 │ 1674112200 │ 4300  │ 3032.8638497652582 │ '1.42' │ '2023-01-19T14:10:00.000Z' │  '-'   │
│   60    │ 26.35 │ 26.35 │ 26.15 │ 26.15 │ 1674112500 │ 9100  │ 3032.8638497652582 │ '3.00' │ '2023-01-19T14:15:00.000Z' │  'up'  │
│   61    │ 26.55 │ 26.55 │ 26.4  │ 26.4  │ 1674112800 │ 10300 │ 3032.8638497652582 │ '3.40' │ '2023-01-19T14:20:00.000Z' │  'up'  │
│   62    │ 26.7  │ 26.7  │ 26.6  │ 26.6  │ 1674113100 │ 4100  │ 3032.8638497652582 │ '1.35' │ '2023-01-19T14:25:00.000Z' │  'up'  │
│   63    │ 26.8  │ 26.8  │ 26.8  │ 26.8  │ 1674114300 │ 13000 │ 3032.8638497652582 │ '4.29' │ '2023-01-19T14:45:00.000Z' │  '-'   │
│   64    │ 27.45 │ 27.45 │  27   │  27   │ 1674785700 │ 2800  │ 3032.8638497652582 │ '0.92' │ '2023-01-27T09:15:00.000Z' │  'up'  │
│   65    │ 27.4  │ 27.4  │ 27.4  │ 27.4  │ 1674786000 │ 2400  │ 3032.8638497652582 │ '0.79' │ '2023-01-27T09:20:00.000Z' │  '-'   │
│   66    │  27   │ 27.4  │  27   │ 27.4  │ 1674786300 │ 6600  │ 3032.8638497652582 │ '2.18' │ '2023-01-27T09:25:00.000Z' │ 'down' │
│   67    │ 27.1  │ 27.1  │ 27.1  │ 27.1  │ 1674786600 │ 1000  │ 3032.8638497652582 │ '0.33' │ '2023-01-27T09:30:00.000Z' │  '-'   │
│   68    │ 27.05 │ 27.05 │  27   │ 27.05 │ 1674786900 │ 11100 │ 3032.8638497652582 │ '3.66' │ '2023-01-27T09:35:00.000Z' │  '-'   │
│   69    │ 27.1  │ 27.1  │ 27.1  │ 27.1  │ 1674787200 │ 3400  │ 3032.8638497652582 │ '1.12' │ '2023-01-27T09:40:00.000Z' │  '-'   │
│   70    │ 27.1  │ 27.15 │ 27.1  │ 27.15 │ 1674787800 │  700  │ 3032.8638497652582 │ '0.23' │ '2023-01-27T09:50:00.000Z' │ 'down' │
│   71    │ 27.1  │ 27.1  │ 27.1  │ 27.1  │ 1674788100 │ 1300  │ 3032.8638497652582 │ '0.43' │ '2023-01-27T09:55:00.000Z' │  '-'   │
│   72    │ 27.05 │ 27.05 │ 27.05 │ 27.05 │ 1674788400 │ 2400  │ 3032.8638497652582 │ '0.79' │ '2023-01-27T10:00:00.000Z' │  '-'   │
│   73    │ 27.1  │ 27.1  │ 27.1  │ 27.1  │ 1674788700 │  300  │ 3032.8638497652582 │ '0.10' │ '2023-01-27T10:05:00.000Z' │  '-'   │
│   74    │  27   │ 27.05 │  27   │ 27.05 │ 1674789000 │ 3500  │ 3032.8638497652582 │ '1.15' │ '2023-01-27T10:10:00.000Z' │ 'down' │
│   75    │  27   │  27   │  27   │  27   │ 1674789300 │ 1800  │ 3032.8638497652582 │ '0.59' │ '2023-01-27T10:15:00.000Z' │  '-'   │
│   76    │ 26.95 │ 26.95 │ 26.95 │ 26.95 │ 1674789600 │ 1800  │ 3032.8638497652582 │ '0.59' │ '2023-01-27T10:20:00.000Z' │  '-'   │
│   77    │ 26.95 │ 26.95 │ 26.95 │ 26.95 │ 1674789900 │  200  │ 3032.8638497652582 │ '0.07' │ '2023-01-27T10:25:00.000Z' │  '-'   │
│   78    │  27   │  27   │  27   │  27   │ 1674790200 │ 7000  │ 3032.8638497652582 │ '2.31' │ '2023-01-27T10:30:00.000Z' │  '-'   │
│   79    │ 27.1  │ 27.1  │  27   │  27   │ 1674790500 │ 4900  │ 3032.8638497652582 │ '1.62' │ '2023-01-27T10:35:00.000Z' │  'up'  │
│   80    │  27   │ 27.1  │  27   │ 27.1  │ 1674791100 │ 5700  │ 3032.8638497652582 │ '1.88' │ '2023-01-27T10:45:00.000Z' │ 'down' │
│   81    │ 27.1  │ 27.1  │ 27.1  │ 27.1  │ 1674791400 │  400  │ 3032.8638497652582 │ '0.13' │ '2023-01-27T10:50:00.000Z' │  '-'   │
