"c","h","l","o","t","v","av","r","date","updown"
1.9,1.9,1.9,1.9,1674007800,500,5302.985074626866,"0.09","2023-01-18T09:10:00.000Z","-"
2,2,2,2,1674008100,100,5302.985074626866,"0.02","2023-01-18T09:15:00.000Z","-"
2,2,2,2,1674008400,200,5302.985074626866,"0.04","2023-01-18T09:20:00.000Z","-"
2,2,2,2,1674009300,100,5302.985074626866,"0.02","2023-01-18T09:35:00.000Z","-"
2,2,2,2,1674010800,200,5302.985074626866,"0.04","2023-01-18T10:00:00.000Z","-"
2,2,2,2,1674011700,100,5302.985074626866,"0.02","2023-01-18T10:15:00.000Z","-"
1.9,2,1.9,2,1674021600,800,5302.985074626866,"0.15","2023-01-18T13:00:00.000Z","down"
1.9,1.9,1.9,1.9,1674022500,900,5302.985074626866,"0.17","2023-01-18T13:15:00.000Z","-"
1.9,1.9,1.9,1.9,1674023400,15000,5302.985074626866,"2.83","2023-01-18T13:30:00.000Z","-"
1.9,1.9,1.9,1.9,1674024300,2400,5302.985074626866,"0.45","2023-01-18T13:45:00.000Z","-"
1.9,1.9,1.9,1.9,1674024900,4000,5302.985074626866,"0.75","2023-01-18T13:55:00.000Z","-"
2,2,2,2,1674025800,100,5302.985074626866,"0.02","2023-01-18T14:10:00.000Z","-"
2,2,2,2,1674026100,500,5302.985074626866,"0.09","2023-01-18T14:15:00.000Z","-"
2,2,1.9,1.9,1674026400,17200,5302.985074626866,"3.24","2023-01-18T14:20:00.000Z","up"
2,2,2,2,1674026700,200,5302.985074626866,"0.04","2023-01-18T14:25:00.000Z","-"
2,2,2,2,1674027900,4100,5302.985074626866,"0.77","2023-01-18T14:45:00.000Z","-"
2,2,2,2,1674093600,100,5302.985074626866,"0.02","2023-01-19T09:00:00.000Z","-"
1.9,2,1.9,2,1674095400,2500,5302.985074626866,"0.47","2023-01-19T09:30:00.000Z","down"
1.9,1.9,1.9,1.9,1674095700,3200,5302.985074626866,"0.60","2023-01-19T09:35:00.000Z","-"
2,2,2,2,1674096900,200,5302.985074626866,"0.04","2023-01-19T09:55:00.000Z","-"
2,2,2,2,1674098100,6000,5302.985074626866,"1.13","2023-01-19T10:15:00.000Z","-"
2,2,2,2,1674098400,7500,5302.985074626866,"1.41","2023-01-19T10:20:00.000Z","-"
2,2,2,2,1674098700,8000,5302.985074626866,"1.51","2023-01-19T10:25:00.000Z","-"
2,2,2,2,1674099300,100,5302.985074626866,"0.02","2023-01-19T10:35:00.000Z","-"
2,2,2,2,1674109200,1000,5302.985074626866,"0.19","2023-01-19T13:20:00.000Z","-"
2,2,2,2,1674109500,200,5302.985074626866,"0.04","2023-01-19T13:25:00.000Z","-"
2,2,2,2,1674111600,1000,5302.985074626866,"0.19","2023-01-19T14:00:00.000Z","-"
2,2,2,2,1674112500,1000,5302.985074626866,"0.19","2023-01-19T14:15:00.000Z","-"
2,2,2,2,1674113100,200,5302.985074626866,"0.04","2023-01-19T14:25:00.000Z","-"
2,2,2,2,1674114300,1100,5302.985074626866,"0.21","2023-01-19T14:45:00.000Z","-"
2,2.1,2,2,1674784800,900,5302.985074626866,"0.17","2023-01-27T09:00:00.000Z","-"
2.1,2.1,2.1,2.1,1674786300,4000,5302.985074626866,"0.75","2023-01-27T09:25:00.000Z","-"
2.1,2.1,2.1,2.1,1674786600,50000,5302.985074626866,"9.43","2023-01-27T09:30:00.000Z","-"
2.2,2.2,2.1,2.1,1674786900,200,5302.985074626866,"0.04","2023-01-27T09:35:00.000Z","up"
2.1,2.2,2.1,2.2,1674787200,1100,5302.985074626866,"0.21","2023-01-27T09:40:00.000Z","down"
2.1,2.1,2.1,2.1,1674787800,100,5302.985074626866,"0.02","2023-01-27T09:50:00.000Z","-"
2.1,2.1,2.1,2.1,1674788100,200,5302.985074626866,"0.04","2023-01-27T09:55:00.000Z","-"
2.1,2.1,2.1,2.1,1674789900,1200,5302.985074626866,"0.23","2023-01-27T10:25:00.000Z","-"
2.1,2.1,2.1,2.1,1674790500,3000,5302.985074626866,"0.57","2023-01-27T10:35:00.000Z","-"
