"c","h","l","o","t","v","av","r","date","updown"
1.1,1.1,1.1,1.1,1674784800,1000,636.3636363636364,"1.57","2023-01-27T09:00:00.000Z","-"
1.1,1.1,1.1,1.1,1674785400,2300,636.3636363636364,"3.61","2023-01-27T09:10:00.000Z","-"
1,1,1,1,1674786300,200,636.3636363636364,"0.31","2023-01-27T09:25:00.000Z","-"
1,1,1,1,1674787200,100,636.3636363636364,"0.16","2023-01-27T09:40:00.000Z","-"
1,1,1,1,1674789000,200,636.3636363636364,"0.31","2023-01-27T10:10:00.000Z","-"
1,1,1,1,1674792600,300,636.3636363636364,"0.47","2023-01-27T11:10:00.000Z","-"
1,1,1,1,1674792900,800,636.3636363636364,"1.26","2023-01-27T11:15:00.000Z","-"
1,1,1,1,1674793200,200,636.3636363636364,"0.31","2023-01-27T11:20:00.000Z","-"
1,1,1,1,1674793500,700,636.3636363636364,"1.10","2023-01-27T11:25:00.000Z","-"
1,1,1,1,1674802200,200,636.3636363636364,"0.31","2023-01-27T13:50:00.000Z","-"
1,1,1,1,1674805200,1000,636.3636363636364,"1.57","2023-01-27T14:40:00.000Z","-"
