"c","h","l","o","t","v","av","r","date","updown"
11.4,11.6,11.4,11.6,1674008100,200,2715.813953488372,"0.07","2023-01-18T09:15:00.000Z","down"
11.5,11.5,11.5,11.5,1674008700,3000,2715.813953488372,"1.10","2023-01-18T09:25:00.000Z","-"
11.55,11.55,11.55,11.55,1674009000,100,2715.813953488372,"0.04","2023-01-18T09:30:00.000Z","-"
11.6,11.6,11.5,11.5,1674009300,600,2715.813953488372,"0.22","2023-01-18T09:35:00.000Z","up"
11.65,11.65,11.65,11.65,1674009900,600,2715.813953488372,"0.22","2023-01-18T09:45:00.000Z","-"
11.6,11.6,11.6,11.6,1674010200,2000,2715.813953488372,"0.74","2023-01-18T09:50:00.000Z","-"
11.55,11.55,11.55,11.55,1674010800,600,2715.813953488372,"0.22","2023-01-18T10:00:00.000Z","-"
11.55,11.55,11.55,11.55,1674011100,500,2715.813953488372,"0.18","2023-01-18T10:05:00.000Z","-"
11.45,11.5,11.45,11.5,1674011400,7000,2715.813953488372,"2.58","2023-01-18T10:10:00.000Z","down"
11.5,11.5,11.5,11.5,1674012000,11600,2715.813953488372,"4.27","2023-01-18T10:20:00.000Z","-"
11.5,11.5,11.5,11.5,1674012300,100,2715.813953488372,"0.04","2023-01-18T10:25:00.000Z","-"
11.6,11.6,11.55,11.55,1674013200,1800,2715.813953488372,"0.66","2023-01-18T10:40:00.000Z","up"
11.6,11.6,11.6,11.6,1674013500,7200,2715.813953488372,"2.65","2023-01-18T10:45:00.000Z","-"
11.7,11.7,11.7,11.7,1674013800,200,2715.813953488372,"0.07","2023-01-18T10:50:00.000Z","-"
11.7,11.7,11.6,11.7,1674014100,1300,2715.813953488372,"0.48","2023-01-18T10:55:00.000Z","-"
11.65,11.65,11.65,11.65,1674015000,200,2715.813953488372,"0.07","2023-01-18T11:10:00.000Z","-"
11.6,11.6,11.6,11.6,1674015300,500,2715.813953488372,"0.18","2023-01-18T11:15:00.000Z","-"
11.6,11.6,11.6,11.6,1674015600,1000,2715.813953488372,"0.37","2023-01-18T11:20:00.000Z","-"
11.65,11.65,11.65,11.65,1674015900,1800,2715.813953488372,"0.66","2023-01-18T11:25:00.000Z","-"
11.65,11.65,11.65,11.65,1674021600,1500,2715.813953488372,"0.55","2023-01-18T13:00:00.000Z","-"
11.7,11.7,11.65,11.65,1674021900,11000,2715.813953488372,"4.05","2023-01-18T13:05:00.000Z","up"
11.7,11.7,11.7,11.7,1674022200,2400,2715.813953488372,"0.88","2023-01-18T13:10:00.000Z","-"
11.7,11.7,11.7,11.7,1674022500,4000,2715.813953488372,"1.47","2023-01-18T13:15:00.000Z","-"
11.7,11.7,11.7,11.7,1674022800,1000,2715.813953488372,"0.37","2023-01-18T13:20:00.000Z","-"
11.65,11.7,11.65,11.7,1674023100,1500,2715.813953488372,"0.55","2023-01-18T13:25:00.000Z","down"
11.65,11.65,11.65,11.65,1674023400,100,2715.813953488372,"0.04","2023-01-18T13:30:00.000Z","-"
11.7,11.7,11.7,11.7,1674023700,2100,2715.813953488372,"0.77","2023-01-18T13:35:00.000Z","-"
11.85,11.85,11.75,11.75,1674024000,12100,2715.813953488372,"4.46","2023-01-18T13:40:00.000Z","up"
11.85,11.95,11.85,11.9,1674024300,10900,2715.813953488372,"4.01","2023-01-18T13:45:00.000Z","down"
11.95,11.95,11.9,11.9,1674024600,2400,2715.813953488372,"0.88","2023-01-18T13:50:00.000Z","up"
11.95,11.95,11.95,11.95,1674024900,6200,2715.813953488372,"2.28","2023-01-18T13:55:00.000Z","-"
12,12,11.95,11.95,1674025200,3300,2715.813953488372,"1.22","2023-01-18T14:00:00.000Z","up"
11.95,11.95,11.95,11.95,1674025500,5800,2715.813953488372,"2.14","2023-01-18T14:05:00.000Z","-"
11.95,11.95,11.95,11.95,1674025800,1400,2715.813953488372,"0.52","2023-01-18T14:10:00.000Z","-"
11.95,11.95,11.95,11.95,1674026100,1400,2715.813953488372,"0.52","2023-01-18T14:15:00.000Z","-"
11.95,11.95,11.95,11.95,1674026400,19000,2715.813953488372,"7.00","2023-01-18T14:20:00.000Z","-"
12,12,11.95,11.95,1674026700,19200,2715.813953488372,"7.07","2023-01-18T14:25:00.000Z","up"
12.1,12.1,12.1,12.1,1674027900,16000,2715.813953488372,"5.89","2023-01-18T14:45:00.000Z","-"
12.2,12.2,11.75,11.75,1674094500,2800,2715.813953488372,"1.03","2023-01-19T09:15:00.000Z","up"
12.1,12.1,12.1,12.1,1674095100,200,2715.813953488372,"0.07","2023-01-19T09:25:00.000Z","-"
12.1,12.1,12.1,12.1,1674095400,100,2715.813953488372,"0.04","2023-01-19T09:30:00.000Z","-"
12.05,12.05,12.05,12.05,1674096000,1500,2715.813953488372,"0.55","2023-01-19T09:40:00.000Z","-"
11.95,12,11.95,12,1674096600,1400,2715.813953488372,"0.52","2023-01-19T09:50:00.000Z","down"
11.95,11.95,11.95,11.95,1674096900,400,2715.813953488372,"0.15","2023-01-19T09:55:00.000Z","-"
11.8,11.95,11.8,11.95,1674097200,1300,2715.813953488372,"0.48","2023-01-19T10:00:00.000Z","down"
