"c","h","l","o","t","v","av","r","date","updown"
10.2,10.2,10.2,10.2,1674009000,100,625,"0.16","2023-01-18T09:30:00.000Z","-"
10.4,10.4,10.4,10.4,1674015900,400,625,"0.64","2023-01-18T11:25:00.000Z","-"
9.5,9.7,9.5,9.7,1674024300,500,625,"0.80","2023-01-18T13:45:00.000Z","down"
10.2,10.2,10.2,10.2,1674025200,100,625,"0.16","2023-01-18T14:00:00.000Z","-"
10,10,10,10,1674108000,400,625,"0.64","2023-01-19T13:00:00.000Z","-"
10.4,10.4,10.4,10.4,1674790800,900,625,"1.44","2023-01-27T10:40:00.000Z","-"
10.5,10.5,10.5,10.5,1674791100,600,625,"0.96","2023-01-27T10:45:00.000Z","-"
10.7,10.7,10.7,10.7,1674792000,200,625,"0.32","2023-01-27T11:00:00.000Z","-"
9.7,9.7,9.7,9.7,1674799200,200,625,"0.32","2023-01-27T13:00:00.000Z","-"
10.5,10.5,10.4,10.4,1674800700,300,625,"0.48","2023-01-27T13:25:00.000Z","up"
10.6,10.6,10.5,10.5,1674804900,1700,625,"2.72","2023-01-27T14:35:00.000Z","up"
10.6,10.6,10.6,10.6,1674805200,500,625,"0.80","2023-01-27T14:40:00.000Z","-"
10.5,10.5,10.5,10.5,1675058700,200,625,"0.32","2023-01-30T13:05:00.000Z","-"
10.5,10.5,10.5,10.5,1675059300,200,625,"0.32","2023-01-30T13:15:00.000Z","-"
10.2,10.2,10.2,10.2,1675132500,600,625,"0.96","2023-01-31T09:35:00.000Z","-"
10,10,10,10,1675133400,1400,625,"2.24","2023-01-31T09:50:00.000Z","-"
10.5,10.5,10.5,10.5,1675147500,500,625,"0.80","2023-01-31T13:45:00.000Z","-"
10.6,10.6,10.5,10.5,1675147800,1900,625,"3.04","2023-01-31T13:50:00.000Z","up"
10.6,10.6,10.6,10.6,1675149300,100,625,"0.16","2023-01-31T14:15:00.000Z","-"
10.1,10.1,10.1,10.1,1675151100,1900,625,"3.04","2023-01-31T14:45:00.000Z","-"
10.4,10.4,10.4,10.4,1675224900,500,625,"0.80","2023-02-01T11:15:00.000Z","-"
10.4,10.4,10.4,10.4,1675233600,500,625,"0.80","2023-02-01T13:40:00.000Z","-"
10.2,10.2,10.2,10.2,1675235700,500,625,"0.80","2023-02-01T14:15:00.000Z","-"
10.1,10.1,10.1,10.1,1675236300,800,625,"1.28","2023-02-01T14:25:00.000Z","-"
