"c","h","l","o","t","v","av","r","date","updown"
6,6,6,6,1674024600,100,300,"0.33","2023-01-18T13:50:00.000Z","-"
6.9,6.9,6.9,6.9,1674108000,100,300,"0.33","2023-01-19T13:00:00.000Z","-"
6.9,6.9,6.9,6.9,1674108900,100,300,"0.33","2023-01-19T13:15:00.000Z","-"
6.9,6.9,6.9,6.9,1674113100,700,300,"2.33","2023-01-19T14:25:00.000Z","-"
7.5,7.5,7.5,7.5,1674791400,100,300,"0.33","2023-01-27T10:50:00.000Z","-"
7.7,7.7,7.7,7.7,1675058400,100,300,"0.33","2023-01-30T13:00:00.000Z","-"
7.7,7.7,7.7,7.7,1675059600,900,300,"3.00","2023-01-30T13:20:00.000Z","-"
