┌─────────┬───────┬───────┬───────┬───────┬────────────┬────────┬───────────────────┬─────────┬────────────────────────────┬────────┐
│ (index) │   c   │   h   │   l   │   o   │     t      │   v    │        av         │    r    │            date            │ updown │
├─────────┼───────┼───────┼───────┼───────┼────────────┼────────┼───────────────────┼─────────┼────────────────────────────┼────────┤
│    0    │  52   │  52   │  52   │  52   │ 1674008100 │ 18400  │ 39475.08896797153 │ '0.47'  │ '2023-01-18T09:15:00.000Z' │  '-'   │
│    1    │ 51.9  │ 51.9  │ 51.5  │ 51.8  │ 1674008400 │ 12900  │ 39475.08896797153 │ '0.33'  │ '2023-01-18T09:20:00.000Z' │  'up'  │
│    2    │  51   │  52   │  51   │ 51.9  │ 1674008700 │ 38500  │ 39475.08896797153 │ '0.98'  │ '2023-01-18T09:25:00.000Z' │ 'down' │
│    3    │ 51.2  │ 51.9  │ 50.9  │ 50.9  │ 1674009000 │ 23200  │ 39475.08896797153 │ '0.59'  │ '2023-01-18T09:30:00.000Z' │  'up'  │
│    4    │ 51.8  │ 51.8  │ 51.1  │ 51.3  │ 1674009300 │ 16200  │ 39475.08896797153 │ '0.41'  │ '2023-01-18T09:35:00.000Z' │  'up'  │
│    5    │  52   │  52   │ 51.7  │ 51.7  │ 1674009600 │ 26800  │ 39475.08896797153 │ '0.68'  │ '2023-01-18T09:40:00.000Z' │  'up'  │
│    6    │  52   │  52   │ 51.9  │  52   │ 1674009900 │ 15800  │ 39475.08896797153 │ '0.40'  │ '2023-01-18T09:45:00.000Z' │  '-'   │
│    7    │  52   │  52   │ 51.5  │ 51.5  │ 1674010200 │  3900  │ 39475.08896797153 │ '0.10'  │ '2023-01-18T09:50:00.000Z' │  'up'  │
│    8    │ 51.9  │  52   │ 51.8  │ 51.9  │ 1674010500 │  9800  │ 39475.08896797153 │ '0.25'  │ '2023-01-18T09:55:00.000Z' │  '-'   │
│    9    │ 51.9  │  52   │ 51.9  │  52   │ 1674010800 │  7100  │ 39475.08896797153 │ '0.18'  │ '2023-01-18T10:00:00.000Z' │ 'down' │
│   10    │  52   │  52   │ 51.9  │ 51.9  │ 1674011100 │ 10700  │ 39475.08896797153 │ '0.27'  │ '2023-01-18T10:05:00.000Z' │  'up'  │
│   11    │ 51.7  │ 52.1  │ 51.7  │  52   │ 1674011400 │ 26400  │ 39475.08896797153 │ '0.67'  │ '2023-01-18T10:10:00.000Z' │ 'down' │
│   12    │ 51.3  │ 52.5  │ 51.3  │ 51.8  │ 1674011700 │ 85800  │ 39475.08896797153 │ '2.17'  │ '2023-01-18T10:15:00.000Z' │ 'down' │
│   13    │ 52.2  │ 52.4  │ 51.3  │ 51.4  │ 1674012000 │ 20600  │ 39475.08896797153 │ '0.52'  │ '2023-01-18T10:20:00.000Z' │  'up'  │
│   14    │ 52.2  │ 52.2  │  52   │  52   │ 1674012300 │  7600  │ 39475.08896797153 │ '0.19'  │ '2023-01-18T10:25:00.000Z' │  'up'  │
│   15    │ 52.2  │ 52.2  │ 52.1  │ 52.1  │ 1674012600 │ 23900  │ 39475.08896797153 │ '0.61'  │ '2023-01-18T10:30:00.000Z' │  'up'  │
│   16    │ 52.6  │ 52.6  │ 52.1  │ 52.2  │ 1674012900 │ 65000  │ 39475.08896797153 │ '1.65'  │ '2023-01-18T10:35:00.000Z' │  'up'  │
│   17    │ 52.7  │ 52.7  │  52   │ 52.6  │ 1674013200 │ 36600  │ 39475.08896797153 │ '0.93'  │ '2023-01-18T10:40:00.000Z' │  'up'  │
