┌─────────┬──────┬──────┬──────┬──────┬────────────┬────────┬────────────────────┬────────┬────────────────────────────┬────────┐
│ (index) │  c   │  h   │  l   │  o   │     t      │   v    │         av         │   r    │            date            │ updown │
├─────────┼──────┼──────┼──────┼──────┼────────────┼────────┼────────────────────┼────────┼────────────────────────────┼────────┤
│    0    │ 82.3 │ 82.5 │ 82.1 │ 82.1 │ 1674008100 │ 43500  │ 24522.775800711745 │ '1.77' │ '2023-01-18T09:15:00.000Z' │  'up'  │
│    1    │ 82.5 │ 82.5 │ 82.3 │ 82.4 │ 1674008400 │ 12000  │ 24522.775800711745 │ '0.49' │ '2023-01-18T09:20:00.000Z' │  'up'  │
│    2    │ 82.5 │ 82.6 │ 82.3 │ 82.5 │ 1674008700 │ 22700  │ 24522.775800711745 │ '0.93' │ '2023-01-18T09:25:00.000Z' │  '-'   │
│    3    │ 82.7 │ 82.7 │ 82.4 │ 82.5 │ 1674009000 │ 26800  │ 24522.775800711745 │ '1.09' │ '2023-01-18T09:30:00.000Z' │  'up'  │
│    4    │ 82.5 │ 82.7 │ 82.5 │ 82.6 │ 1674009300 │  2200  │ 24522.775800711745 │ '0.09' │ '2023-01-18T09:35:00.000Z' │ 'down' │
│    5    │ 82.8 │ 82.8 │ 82.5 │ 82.6 │ 1674009600 │ 26800  │ 24522.775800711745 │ '1.09' │ '2023-01-18T09:40:00.000Z' │  'up'  │
│    6    │ 82.8 │ 82.8 │ 82.6 │ 82.8 │ 1674009900 │ 16000  │ 24522.775800711745 │ '0.65' │ '2023-01-18T09:45:00.000Z' │  '-'   │
│    7    │ 82.8 │ 82.8 │ 82.8 │ 82.8 │ 1674010200 │  5800  │ 24522.775800711745 │ '0.24' │ '2023-01-18T09:50:00.000Z' │  '-'   │
│    8    │ 82.7 │ 82.8 │ 82.7 │ 82.8 │ 1674010500 │  3900  │ 24522.775800711745 │ '0.16' │ '2023-01-18T09:55:00.000Z' │ 'down' │
│    9    │ 82.6 │ 82.8 │ 82.5 │ 82.7 │ 1674010800 │ 24100  │ 24522.775800711745 │ '0.98' │ '2023-01-18T10:00:00.000Z' │ 'down' │
│   10    │ 82.6 │ 82.6 │ 82.4 │ 82.5 │ 1674011100 │ 21600  │ 24522.775800711745 │ '0.88' │ '2023-01-18T10:05:00.000Z' │  'up'  │
│   11    │ 82.3 │ 82.8 │ 82.3 │ 82.4 │ 1674011400 │ 37100  │ 24522.775800711745 │ '1.51' │ '2023-01-18T10:10:00.000Z' │ 'down' │
│   12    │ 82.1 │ 82.8 │  82  │ 82.3 │ 1674011700 │ 54100  │ 24522.775800711745 │ '2.21' │ '2023-01-18T10:15:00.000Z' │ 'down' │
│   13    │  82  │ 82.7 │  82  │ 82.1 │ 1674012000 │ 34500  │ 24522.775800711745 │ '1.41' │ '2023-01-18T10:20:00.000Z' │ 'down' │
│   14    │ 82.3 │ 82.5 │ 81.8 │  82  │ 1674012300 │ 18800  │ 24522.775800711745 │ '0.77' │ '2023-01-18T10:25:00.000Z' │  'up'  │
│   15    │ 82.4 │ 82.4 │ 82.2 │ 82.2 │ 1674012600 │  8200  │ 24522.775800711745 │ '0.33' │ '2023-01-18T10:30:00.000Z' │  'up'  │
│   16    │ 82.7 │ 82.7 │  82  │ 82.3 │ 1674012900 │ 33100  │ 24522.775800711745 │ '1.35' │ '2023-01-18T10:35:00.000Z' │  'up'  │
│   17    │ 82.8 │ 82.8 │ 82.3 │ 82.7 │ 1674013200 │ 24000  │ 24522.775800711745 │ '0.98' │ '2023-01-18T10:40:00.000Z' │  'up'  │
│   18    │ 82.8 │ 82.8 │ 82.7 │ 82.7 │ 1674013500 │  9200  │ 24522.775800711745 │ '0.38' │ '2023-01-18T10:45:00.000Z' │  'up'  │
│   19    │ 82.9 │ 82.9 │ 82.8 │ 82.8 │ 1674013800 │ 27500  │ 24522.775800711745 │ '1.12' │ '2023-01-18T10:50:00.000Z' │  'up'  │
│   20    │ 82.3 │ 82.8 │ 82.1 │ 82.7 │ 1674014100 │  4700  │ 24522.775800711745 │ '0.19' │ '2023-01-18T10:55:00.000Z' │ 'down' │
│   21    │ 82.5 │ 82.5 │ 82.5 │ 82.5 │ 1674014400 │  2000  │ 24522.775800711745 │ '0.08' │ '2023-01-18T11:00:00.000Z' │  '-'   │
│   22    │ 82.8 │ 82.8 │ 82.5 │ 82.5 │ 1674014700 │  6700  │ 24522.775800711745 │ '0.27' │ '2023-01-18T11:05:00.000Z' │  'up'  │
│   23    │ 82.7 │ 82.8 │ 82.7 │ 82.8 │ 1674015000 │  1400  │ 24522.775800711745 │ '0.06' │ '2023-01-18T11:10:00.000Z' │ 'down' │
│   24    │ 82.8 │ 82.8 │ 82.7 │ 82.7 │ 1674015300 │  4800  │ 24522.775800711745 │ '0.20' │ '2023-01-18T11:15:00.000Z' │  'up'  │
│   25    │ 82.8 │ 82.9 │ 82.8 │ 82.8 │ 1674015600 │ 17800  │ 24522.775800711745 │ '0.73' │ '2023-01-18T11:20:00.000Z' │  '-'   │
│   26    │ 82.8 │ 82.8 │ 82.7 │ 82.8 │ 1674015900 │  7800  │ 24522.775800711745 │ '0.32' │ '2023-01-18T11:25:00.000Z' │  '-'   │
│   27    │ 82.8 │ 82.9 │ 82.7 │ 82.8 │ 1674021600 │ 32900  │ 24522.775800711745 │ '1.34' │ '2023-01-18T13:00:00.000Z' │  '-'   │
│   28    │ 82.6 │ 82.8 │ 82.6 │ 82.8 │ 1674021900 │ 10100  │ 24522.775800711745 │ '0.41' │ '2023-01-18T13:05:00.000Z' │ 'down' │
│   29    │ 82.5 │ 82.7 │ 82.5 │ 82.6 │ 1674022200 │ 10800  │ 24522.775800711745 │ '0.44' │ '2023-01-18T13:10:00.000Z' │ 'down' │
│   30    │ 82.5 │ 82.5 │ 82.5 │ 82.5 │ 1674022500 │  3900  │ 24522.775800711745 │ '0.16' │ '2023-01-18T13:15:00.000Z' │  '-'   │
│   31    │ 82.5 │ 82.5 │ 82.5 │ 82.5 │ 1674022800 │  400   │ 24522.775800711745 │ '0.02' │ '2023-01-18T13:20:00.000Z' │  '-'   │
│   32    │ 82.5 │ 82.8 │ 82.5 │ 82.5 │ 1674023100 │ 23200  │ 24522.775800711745 │ '0.95' │ '2023-01-18T13:25:00.000Z' │  '-'   │
│   33    │ 82.8 │ 82.8 │ 82.5 │ 82.5 │ 1674023400 │  5800  │ 24522.775800711745 │ '0.24' │ '2023-01-18T13:30:00.000Z' │  'up'  │
│   34    │ 82.7 │ 82.7 │ 82.5 │ 82.6 │ 1674023700 │  9900  │ 24522.775800711745 │ '0.40' │ '2023-01-18T13:35:00.000Z' │  'up'  │
│   35    │ 82.7 │ 82.7 │ 82.7 │ 82.7 │ 1674024000 │  5200  │ 24522.775800711745 │ '0.21' │ '2023-01-18T13:40:00.000Z' │  '-'   │
│   36    │ 82.8 │ 82.8 │ 82.7 │ 82.8 │ 1674024300 │ 25500  │ 24522.775800711745 │ '1.04' │ '2023-01-18T13:45:00.000Z' │  '-'   │
│   37    │ 82.8 │ 82.8 │ 82.7 │ 82.8 │ 1674024600 │ 21300  │ 24522.775800711745 │ '0.87' │ '2023-01-18T13:50:00.000Z' │  '-'   │
│   38    │ 82.7 │ 82.8 │ 82.7 │ 82.8 │ 1674024900 │  5700  │ 24522.775800711745 │ '0.23' │ '2023-01-18T13:55:00.000Z' │ 'down' │
│   39    │ 82.8 │ 82.8 │ 82.7 │ 82.7 │ 1674025200 │ 10600  │ 24522.775800711745 │ '0.43' │ '2023-01-18T14:00:00.000Z' │  'up'  │
│   40    │ 82.8 │ 82.8 │ 82.8 │ 82.8 │ 1674025500 │  7300  │ 24522.775800711745 │ '0.30' │ '2023-01-18T14:05:00.000Z' │  '-'   │
│   41    │ 82.8 │ 82.9 │ 82.8 │ 82.8 │ 1674025800 │ 22800  │ 24522.775800711745 │ '0.93' │ '2023-01-18T14:10:00.000Z' │  '-'   │
│   42    │ 82.9 │  83  │ 82.7 │ 82.8 │ 1674026100 │ 24800  │ 24522.775800711745 │ '1.01' │ '2023-01-18T14:15:00.000Z' │  'up'  │
│   43    │ 82.9 │  83  │ 82.9 │ 82.9 │ 1674026400 │ 18400  │ 24522.775800711745 │ '0.75' │ '2023-01-18T14:20:00.000Z' │  '-'   │
│   44    │ 82.9 │ 83.2 │ 82.8 │ 82.8 │ 1674026700 │ 150000 │ 24522.775800711745 │ '6.12' │ '2023-01-18T14:25:00.000Z' │  'up'  │
│   45    │ 83.4 │ 83.4 │ 83.4 │ 83.4 │ 1674027900 │ 68900  │ 24522.775800711745 │ '2.81' │ '2023-01-18T14:45:00.000Z' │  '-'   │
│   46    │  83  │  83  │ 82.9 │  83  │ 1674094500 │ 47600  │ 24522.775800711745 │ '1.94' │ '2023-01-19T09:15:00.000Z' │  '-'   │
│   47    │  83  │  83  │ 82.9 │  83  │ 1674094800 │ 62600  │ 24522.775800711745 │ '2.55' │ '2023-01-19T09:20:00.000Z' │  '-'   │
│   48    │ 83.2 │ 83.2 │  83  │  83  │ 1674095100 │  6200  │ 24522.775800711745 │ '0.25' │ '2023-01-19T09:25:00.000Z' │  'up'  │
│   49    │ 83.3 │ 83.5 │ 83.2 │ 83.2 │ 1674095400 │ 32000  │ 24522.775800711745 │ '1.30' │ '2023-01-19T09:30:00.000Z' │  'up'  │
│   50    │ 83.5 │ 83.5 │ 83.3 │ 83.3 │ 1674095700 │  6000  │ 24522.775800711745 │ '0.24' │ '2023-01-19T09:35:00.000Z' │  'up'  │
│   51    │ 83.5 │ 83.5 │ 83.4 │ 83.5 │ 1674096000 │  5100  │ 24522.775800711745 │ '0.21' │ '2023-01-19T09:40:00.000Z' │  '-'   │
│   52    │ 83.5 │ 83.6 │ 83.5 │ 83.5 │ 1674096300 │  5400  │ 24522.775800711745 │ '0.22' │ '2023-01-19T09:45:00.000Z' │  '-'   │
│   53    │ 83.6 │ 83.6 │ 83.5 │ 83.5 │ 1674096600 │  6300  │ 24522.775800711745 │ '0.26' │ '2023-01-19T09:50:00.000Z' │  'up'  │
│   54    │ 83.4 │ 83.6 │ 83.4 │ 83.6 │ 1674096900 │ 14600  │ 24522.775800711745 │ '0.60' │ '2023-01-19T09:55:00.000Z' │ 'down' │
│   55    │ 83.5 │ 83.5 │ 83.4 │ 83.4 │ 1674097200 │ 13900  │ 24522.775800711745 │ '0.57' │ '2023-01-19T10:00:00.000Z' │  'up'  │
│   56    │ 83.8 │ 83.8 │ 83.4 │ 83.5 │ 1674097500 │ 21500  │ 24522.775800711745 │ '0.88' │ '2023-01-19T10:05:00.000Z' │  'up'  │
│   57    │ 83.9 │ 83.9 │ 83.6 │ 83.6 │ 1674097800 │ 26700  │ 24522.775800711745 │ '1.09' │ '2023-01-19T10:10:00.000Z' │  'up'  │
│   58    │  84  │  84  │ 83.8 │ 83.8 │ 1674098100 │ 43800  │ 24522.775800711745 │ '1.79' │ '2023-01-19T10:15:00.000Z' │  'up'  │
│   59    │ 84.2 │ 84.2 │ 83.9 │ 84.1 │ 1674098400 │ 21300  │ 24522.775800711745 │ '0.87' │ '2023-01-19T10:20:00.000Z' │  'up'  │
│   60    │  84  │ 84.2 │  84  │ 84.2 │ 1674098700 │  9900  │ 24522.775800711745 │ '0.40' │ '2023-01-19T10:25:00.000Z' │ 'down' │
│   61    │  84  │  84  │ 83.8 │  84  │ 1674099000 │ 11100  │ 24522.775800711745 │ '0.45' │ '2023-01-19T10:30:00.000Z' │  '-'   │
│   62    │ 84.2 │ 84.2 │  84  │  84  │ 1674099300 │ 21500  │ 24522.775800711745 │ '0.88' │ '2023-01-19T10:35:00.000Z' │  'up'  │
│   63    │ 83.8 │  84  │ 83.8 │  84  │ 1674099600 │  2300  │ 24522.775800711745 │ '0.09' │ '2023-01-19T10:40:00.000Z' │ 'down' │
│   64    │ 83.8 │ 83.9 │ 83.8 │ 83.8 │ 1674099900 │  4000  │ 24522.775800711745 │ '0.16' │ '2023-01-19T10:45:00.000Z' │  '-'   │
│   65    │ 83.9 │ 83.9 │ 83.8 │ 83.8 │ 1674100200 │ 13200  │ 24522.775800711745 │ '0.54' │ '2023-01-19T10:50:00.000Z' │  'up'  │
│   66    │ 83.7 │  84  │ 83.7 │ 83.8 │ 1674100500 │ 19700  │ 24522.775800711745 │ '0.80' │ '2023-01-19T10:55:00.000Z' │ 'down' │
│   67    │ 83.9 │ 83.9 │ 83.7 │ 83.8 │ 1674100800 │ 13600  │ 24522.775800711745 │ '0.55' │ '2023-01-19T11:00:00.000Z' │  'up'  │
│   68    │ 83.7 │ 83.9 │ 83.7 │ 83.9 │ 1674101100 │ 12800  │ 24522.775800711745 │ '0.52' │ '2023-01-19T11:05:00.000Z' │ 'down' │
│   69    │  84  │  84  │ 83.7 │ 83.7 │ 1674101400 │ 30500  │ 24522.775800711745 │ '1.24' │ '2023-01-19T11:10:00.000Z' │  'up'  │
│   70    │ 83.8 │ 83.8 │ 83.8 │ 83.8 │ 1674101700 │  2700  │ 24522.775800711745 │ '0.11' │ '2023-01-19T11:15:00.000Z' │  '-'   │
│   71    │ 83.8 │ 83.9 │ 83.8 │ 83.8 │ 1674102000 │  5600  │ 24522.775800711745 │ '0.23' │ '2023-01-19T11:20:00.000Z' │  '-'   │
│   72    │ 83.4 │ 83.8 │ 83.4 │ 83.8 │ 1674102300 │ 16500  │ 24522.775800711745 │ '0.67' │ '2023-01-19T11:25:00.000Z' │ 'down' │
│   73    │ 83.4 │ 83.4 │ 83.4 │ 83.4 │ 1674102600 │  2000  │ 24522.775800711745 │ '0.08' │ '2023-01-19T11:30:00.000Z' │  '-'   │
│   74    │ 83.7 │ 83.7 │ 83.4 │ 83.4 │ 1674108000 │ 28100  │ 24522.775800711745 │ '1.15' │ '2023-01-19T13:00:00.000Z' │  'up'  │
│   75    │ 83.4 │ 83.7 │ 83.4 │ 83.7 │ 1674108300 │  8200  │ 24522.775800711745 │ '0.33' │ '2023-01-19T13:05:00.000Z' │ 'down' │
│   76    │ 83.5 │ 83.9 │ 83.4 │ 83.4 │ 1674108600 │ 28100  │ 24522.775800711745 │ '1.15' │ '2023-01-19T13:10:00.000Z' │  'up'  │
