"c","h","l","o","t","v","av","r","date","updown"
56.5,56.5,56.5,56.5,1674008100,1500,2172.5806451612902,"0.69","2023-01-18T09:15:00.000Z","-"
56.6,56.6,56.6,56.6,1674013800,600,2172.5806451612902,"0.28","2023-01-18T10:50:00.000Z","-"
57.2,57.2,56.8,56.8,1674014400,1000,2172.5806451612902,"0.46","2023-01-18T11:00:00.000Z","up"
56.6,56.6,56.6,56.6,1674015600,700,2172.5806451612902,"0.32","2023-01-18T11:20:00.000Z","-"
56.5,56.6,56.5,56.6,1674021900,1600,2172.5806451612902,"0.74","2023-01-18T13:05:00.000Z","down"
56.5,56.5,56.5,56.5,1674023100,2000,2172.5806451612902,"0.92","2023-01-18T13:25:00.000Z","-"
56.5,56.5,56.5,56.5,1674023400,1200,2172.5806451612902,"0.55","2023-01-18T13:30:00.000Z","-"
56.5,56.5,56.5,56.5,1674024600,1300,2172.5806451612902,"0.60","2023-01-18T13:50:00.000Z","-"
56.5,56.5,56.5,56.5,1674024900,1900,2172.5806451612902,"0.87","2023-01-18T13:55:00.000Z","-"
56.5,56.5,56.5,56.5,1674025500,1000,2172.5806451612902,"0.46","2023-01-18T14:05:00.000Z","-"
56.5,56.5,56.5,56.5,1674025800,1400,2172.5806451612902,"0.64","2023-01-18T14:10:00.000Z","-"
57,57,57,57,1674026400,300,2172.5806451612902,"0.14","2023-01-18T14:20:00.000Z","-"
57,57,57,57,1674094800,200,2172.5806451612902,"0.09","2023-01-19T09:20:00.000Z","-"
57,57,57,57,1674096600,1300,2172.5806451612902,"0.60","2023-01-19T09:50:00.000Z","-"
57,57,57,57,1674097200,3200,2172.5806451612902,"1.47","2023-01-19T10:00:00.000Z","-"
57,57,57,57,1674098700,2700,2172.5806451612902,"1.24","2023-01-19T10:25:00.000Z","-"
57.1,57.2,57.1,57.2,1674099000,400,2172.5806451612902,"0.18","2023-01-19T10:30:00.000Z","down"
57,57,57,57,1674099600,500,2172.5806451612902,"0.23","2023-01-19T10:40:00.000Z","-"
57,57,57,57,1674099900,1000,2172.5806451612902,"0.46","2023-01-19T10:45:00.000Z","-"
57,57,57,57,1674100200,200,2172.5806451612902,"0.09","2023-01-19T10:50:00.000Z","-"
57,57,57,57,1674100800,5100,2172.5806451612902,"2.35","2023-01-19T11:00:00.000Z","-"
57.5,57.5,57,57,1674102000,3200,2172.5806451612902,"1.47","2023-01-19T11:20:00.000Z","up"
57.4,57.4,57.4,57.4,1674108900,400,2172.5806451612902,"0.18","2023-01-19T13:15:00.000Z","-"
57.4,57.4,57.4,57.4,1674109500,700,2172.5806451612902,"0.32","2023-01-19T13:25:00.000Z","-"
57.7,57.7,57.7,57.7,1674110400,100,2172.5806451612902,"0.05","2023-01-19T13:40:00.000Z","-"
57.8,57.8,57.8,57.8,1674111000,200,2172.5806451612902,"0.09","2023-01-19T13:50:00.000Z","-"
58,58,58,58,1674111900,300,2172.5806451612902,"0.14","2023-01-19T14:05:00.000Z","-"
57.5,57.5,57.5,57.5,1674112800,100,2172.5806451612902,"0.05","2023-01-19T14:20:00.000Z","-"
58.3,58.3,58.3,58.3,1674114300,1400,2172.5806451612902,"0.64","2023-01-19T14:45:00.000Z","-"
58,58,58,58,1674785700,300,2172.5806451612902,"0.14","2023-01-27T09:15:00.000Z","-"
60,60,59.4,59.4,1674786000,200,2172.5806451612902,"0.09","2023-01-27T09:20:00.000Z","up"
58.8,58.8,58.8,58.8,1674786600,600,2172.5806451612902,"0.28","2023-01-27T09:30:00.000Z","-"
56.5,58.5,56.5,58.5,1674786900,8400,2172.5806451612902,"3.87","2023-01-27T09:35:00.000Z","down"
57,57,57,57,1674787500,2000,2172.5806451612902,"0.92","2023-01-27T09:45:00.000Z","-"
58,58,58,58,1674788100,100,2172.5806451612902,"0.05","2023-01-27T09:55:00.000Z","-"
57,57.5,57,57.5,1674788700,1400,2172.5806451612902,"0.64","2023-01-27T10:05:00.000Z","down"
57.1,58,57.1,58,1674789600,1500,2172.5806451612902,"0.69","2023-01-27T10:20:00.000Z","down"
58,58,58,58,1674789900,1000,2172.5806451612902,"0.46","2023-01-27T10:25:00.000Z","-"
57.5,57.8,57.5,57.8,1674790200,1400,2172.5806451612902,"0.64","2023-01-27T10:30:00.000Z","down"
57.3,57.4,57.3,57.4,1674790500,2000,2172.5806451612902,"0.92","2023-01-27T10:35:00.000Z","down"
57.5,57.5,57.5,57.5,1674791100,700,2172.5806451612902,"0.32","2023-01-27T10:45:00.000Z","-"
57.5,57.5,57.5,57.5,1674791400,900,2172.5806451612902,"0.41","2023-01-27T10:50:00.000Z","-"
57.5,57.5,57.5,57.5,1674791700,2200,2172.5806451612902,"1.01","2023-01-27T10:55:00.000Z","-"
57.4,57.5,57.4,57.5,1674792000,1900,2172.5806451612902,"0.87","2023-01-27T11:00:00.000Z","down"
57.4,57.4,57.4,57.4,1674792300,1600,2172.5806451612902,"0.74","2023-01-27T11:05:00.000Z","-"
57.3,57.4,57.3,57.4,1674792600,3700,2172.5806451612902,"1.70","2023-01-27T11:10:00.000Z","down"
57.3,57.4,57.3,57.4,1674799200,2400,2172.5806451612902,"1.10","2023-01-27T13:00:00.000Z","down"
57.6,57.6,57.5,57.5,1674800100,1500,2172.5806451612902,"0.69","2023-01-27T13:15:00.000Z","up"
57.5,57.5,57.5,57.5,1674800400,800,2172.5806451612902,"0.37","2023-01-27T13:20:00.000Z","-"
57.5,57.5,57.5,57.5,1674801000,800,2172.5806451612902,"0.37","2023-01-27T13:30:00.000Z","-"
57.5,57.6,57.5,57.6,1674801300,2200,2172.5806451612902,"1.01","2023-01-27T13:35:00.000Z","down"
57.7,57.7,57.6,57.6,1674801600,1800,2172.5806451612902,"0.83","2023-01-27T13:40:00.000Z","up"
58,58,57.6,57.6,1674802200,2000,2172.5806451612902,"0.92","2023-01-27T13:50:00.000Z","up"
57.5,58,57.5,57.6,1674802500,3000,2172.5806451612902,"1.38","2023-01-27T13:55:00.000Z","down"
57.5,57.5,57.5,57.5,1674802800,500,2172.5806451612902,"0.23","2023-01-27T14:00:00.000Z","-"
57.4,57.4,57.4,57.4,1674803100,200,2172.5806451612902,"0.09","2023-01-27T14:05:00.000Z","-"
57.8,57.8,57.4,57.4,1674803400,5300,2172.5806451612902,"2.44","2023-01-27T14:10:00.000Z","up"
57.5,58,57.5,58,1674803700,8100,2172.5806451612902,"3.73","2023-01-27T14:15:00.000Z","down"
57.8,57.8,57.8,57.8,1674804000,500,2172.5806451612902,"0.23","2023-01-27T14:20:00.000Z","-"
57.5,57.5,57.5,57.5,1674804300,500,2172.5806451612902,"0.23","2023-01-27T14:25:00.000Z","-"
57.3,57.3,57.3,57.3,1674805500,100,2172.5806451612902,"0.05","2023-01-27T14:45:00.000Z","-"
57.3,57.3,57.3,57.3,1675045500,2700,2172.5806451612902,"1.24","2023-01-30T09:25:00.000Z","-"
57.3,57.3,57.3,57.3,1675045800,3000,2172.5806451612902,"1.38","2023-01-30T09:30:00.000Z","-"
57.3,57.3,57.3,57.3,1675046700,200,2172.5806451612902,"0.09","2023-01-30T09:45:00.000Z","-"
57.3,57.3,57.3,57.3,1675047000,800,2172.5806451612902,"0.37","2023-01-30T09:50:00.000Z","-"
57.3,57.3,57.3,57.3,1675047900,600,2172.5806451612902,"0.28","2023-01-30T10:05:00.000Z","-"
57.3,57.3,57.3,57.3,1675048200,300,2172.5806451612902,"0.14","2023-01-30T10:10:00.000Z","-"
57.3,57.3,57.3,57.3,1675048800,1000,2172.5806451612902,"0.46","2023-01-30T10:20:00.000Z","-"
57.3,57.3,57.3,57.3,1675050000,400,2172.5806451612902,"0.18","2023-01-30T10:40:00.000Z","-"
57.3,57.3,57.3,57.3,1675050600,200,2172.5806451612902,"0.09","2023-01-30T10:50:00.000Z","-"
57.3,57.3,57.3,57.3,1675052100,100,2172.5806451612902,"0.05","2023-01-30T11:15:00.000Z","-"
57.1,57.2,57.1,57.2,1675058400,700,2172.5806451612902,"0.32","2023-01-30T13:00:00.000Z","down"
57,57.3,57,57.3,1675059600,12000,2172.5806451612902,"5.52","2023-01-30T13:20:00.000Z","down"
57,57.3,57,57.3,1675059900,12600,2172.5806451612902,"5.80","2023-01-30T13:25:00.000Z","down"
57.2,57.2,57.2,57.2,1675060500,300,2172.5806451612902,"0.14","2023-01-30T13:35:00.000Z","-"
57,57.1,57,57.1,1675061400,4800,2172.5806451612902,"2.21","2023-01-30T13:50:00.000Z","down"
57.1,57.1,57.1,57.1,1675062300,2300,2172.5806451612902,"1.06","2023-01-30T14:05:00.000Z","-"
57,57,57,57,1675062600,100,2172.5806451612902,"0.05","2023-01-30T14:10:00.000Z","-"
57,57,57,57,1675063200,100,2172.5806451612902,"0.05","2023-01-30T14:20:00.000Z","-"
57.4,57.4,57.4,57.4,1675133100,300,2172.5806451612902,"0.14","2023-01-31T09:45:00.000Z","-"
57.3,57.3,57.3,57.3,1675134000,400,2172.5806451612902,"0.18","2023-01-31T10:00:00.000Z","-"
57,57.2,57,57.2,1675134300,300,2172.5806451612902,"0.14","2023-01-31T10:05:00.000Z","down"
56.7,56.7,56.7,56.7,1675134600,700,2172.5806451612902,"0.32","2023-01-31T10:10:00.000Z","-"
