"c","h","l","o","t","v","av","r","date","updown"
12.3,12.3,11.1,11.1,1674007200,1400,33151.3698630137,"0.04","2023-01-18T09:00:00.000Z","up"
12.3,12.3,12.3,12.3,1674007500,9600,33151.3698630137,"0.29","2023-01-18T09:05:00.000Z","-"
12.3,12.4,12.3,12.3,1674007800,8200,33151.3698630137,"0.25","2023-01-18T09:10:00.000Z","-"
12.4,12.5,12.4,12.4,1674008100,21800,33151.3698630137,"0.66","2023-01-18T09:15:00.000Z","-"
12.4,12.5,12.4,12.4,1674008400,10000,33151.3698630137,"0.30","2023-01-18T09:20:00.000Z","-"
12.3,12.4,12.3,12.4,1674008700,28000,33151.3698630137,"0.84","2023-01-18T09:25:00.000Z","down"
12.3,12.3,12.3,12.3,1674009000,14800,33151.3698630137,"0.45","2023-01-18T09:30:00.000Z","-"
12.2,12.3,12.2,12.3,1674009300,11000,33151.3698630137,"0.33","2023-01-18T09:35:00.000Z","down"
12.4,12.4,12.2,12.2,1674009600,8000,33151.3698630137,"0.24","2023-01-18T09:40:00.000Z","up"
12.4,12.4,12.4,12.4,1674009900,7100,33151.3698630137,"0.21","2023-01-18T09:45:00.000Z","-"
12.3,12.4,12.3,12.4,1674010200,10600,33151.3698630137,"0.32","2023-01-18T09:50:00.000Z","down"
12.3,12.3,12.2,12.3,1674010500,37400,33151.3698630137,"1.13","2023-01-18T09:55:00.000Z","-"
12.3,12.3,12.3,12.3,1674010800,4100,33151.3698630137,"0.12","2023-01-18T10:00:00.000Z","-"
12.3,12.3,12.3,12.3,1674011100,4200,33151.3698630137,"0.13","2023-01-18T10:05:00.000Z","-"
12.3,12.3,12.3,12.3,1674011400,1700,33151.3698630137,"0.05","2023-01-18T10:10:00.000Z","-"
12.3,12.3,12.3,12.3,1674011700,4400,33151.3698630137,"0.13","2023-01-18T10:15:00.000Z","-"
12.3,12.3,12.3,12.3,1674012000,14900,33151.3698630137,"0.45","2023-01-18T10:20:00.000Z","-"
12.3,12.3,12.3,12.3,1674012300,12800,33151.3698630137,"0.39","2023-01-18T10:25:00.000Z","-"
12.4,12.4,12.3,12.3,1674012600,16000,33151.3698630137,"0.48","2023-01-18T10:30:00.000Z","up"
12.4,12.4,12.4,12.4,1674012900,36400,33151.3698630137,"1.10","2023-01-18T10:35:00.000Z","-"
12.4,12.4,12.4,12.4,1674013200,7500,33151.3698630137,"0.23","2023-01-18T10:40:00.000Z","-"
12.4,12.4,12.4,12.4,1674013500,37700,33151.3698630137,"1.14","2023-01-18T10:45:00.000Z","-"
12.5,12.5,12.4,12.4,1674013800,107000,33151.3698630137,"3.23","2023-01-18T10:50:00.000Z","up"
12.7,12.8,12.5,12.5,1674014100,116800,33151.3698630137,"3.52","2023-01-18T10:55:00.000Z","up"
12.6,12.7,12.6,12.7,1674014400,48600,33151.3698630137,"1.47","2023-01-18T11:00:00.000Z","down"
12.6,12.6,12.5,12.6,1674014700,13800,33151.3698630137,"0.42","2023-01-18T11:05:00.000Z","-"
12.6,12.7,12.6,12.6,1674015000,2900,33151.3698630137,"0.09","2023-01-18T11:10:00.000Z","-"
12.7,12.7,12.6,12.6,1674015300,12000,33151.3698630137,"0.36","2023-01-18T11:15:00.000Z","up"
12.7,12.7,12.7,12.7,1674015600,6000,33151.3698630137,"0.18","2023-01-18T11:20:00.000Z","-"
12.7,12.7,12.7,12.7,1674015900,32900,33151.3698630137,"0.99","2023-01-18T11:25:00.000Z","-"
12.6,12.8,12.6,12.7,1674021600,64100,33151.3698630137,"1.93","2023-01-18T13:00:00.000Z","down"
12.5,12.6,12.5,12.6,1674021900,35000,33151.3698630137,"1.06","2023-01-18T13:05:00.000Z","down"
12.6,12.6,12.5,12.6,1674022200,12000,33151.3698630137,"0.36","2023-01-18T13:10:00.000Z","-"
12.6,12.6,12.6,12.6,1674022500,14400,33151.3698630137,"0.43","2023-01-18T13:15:00.000Z","-"
12.5,12.6,12.5,12.6,1674022800,33300,33151.3698630137,"1.00","2023-01-18T13:20:00.000Z","down"
12.6,12.6,12.5,12.5,1674023100,25800,33151.3698630137,"0.78","2023-01-18T13:25:00.000Z","up"
12.6,12.6,12.6,12.6,1674023400,14500,33151.3698630137,"0.44","2023-01-18T13:30:00.000Z","-"
12.7,12.7,12.6,12.6,1674023700,7300,33151.3698630137,"0.22","2023-01-18T13:35:00.000Z","up"
12.7,12.7,12.6,12.7,1674024000,30900,33151.3698630137,"0.93","2023-01-18T13:40:00.000Z","-"
12.6,12.7,12.6,12.7,1674024300,8500,33151.3698630137,"0.26","2023-01-18T13:45:00.000Z","down"
12.6,12.7,12.6,12.6,1674024600,4300,33151.3698630137,"0.13","2023-01-18T13:50:00.000Z","-"
12.7,12.7,12.6,12.6,1674024900,19600,33151.3698630137,"0.59","2023-01-18T13:55:00.000Z","up"
12.7,12.7,12.6,12.7,1674025200,1300,33151.3698630137,"0.04","2023-01-18T14:00:00.000Z","-"
12.7,12.7,12.6,12.6,1674025500,61700,33151.3698630137,"1.86","2023-01-18T14:05:00.000Z","up"
12.7,12.7,12.6,12.7,1674025800,13500,33151.3698630137,"0.41","2023-01-18T14:10:00.000Z","-"
12.7,12.8,12.7,12.7,1674026100,18100,33151.3698630137,"0.55","2023-01-18T14:15:00.000Z","-"
12.7,12.7,12.7,12.7,1674026400,13000,33151.3698630137,"0.39","2023-01-18T14:20:00.000Z","-"
12.6,12.6,12.6,12.6,1674026700,9200,33151.3698630137,"0.28","2023-01-18T14:25:00.000Z","-"
12.6,12.6,12.6,12.6,1674027900,24300,33151.3698630137,"0.73","2023-01-18T14:45:00.000Z","-"
12.7,12.7,12.7,12.7,1674093600,100,33151.3698630137,"0.00","2023-01-19T09:00:00.000Z","-"
12.6,12.6,12.6,12.6,1674093900,2900,33151.3698630137,"0.09","2023-01-19T09:05:00.000Z","-"
12.7,12.7,12.6,12.6,1674094200,800,33151.3698630137,"0.02","2023-01-19T09:10:00.000Z","up"
12.6,12.7,12.6,12.7,1674094500,9200,33151.3698630137,"0.28","2023-01-19T09:15:00.000Z","down"
12.5,12.6,12.5,12.6,1674094800,45900,33151.3698630137,"1.38","2023-01-19T09:20:00.000Z","down"
12.5,12.5,12.5,12.5,1674095100,19700,33151.3698630137,"0.59","2023-01-19T09:25:00.000Z","-"
12.5,12.5,12.5,12.5,1674095400,25800,33151.3698630137,"0.78","2023-01-19T09:30:00.000Z","-"
12.5,12.5,12.5,12.5,1674095700,31800,33151.3698630137,"0.96","2023-01-19T09:35:00.000Z","-"
12.5,12.5,12.5,12.5,1674096000,23500,33151.3698630137,"0.71","2023-01-19T09:40:00.000Z","-"
12.7,12.7,12.6,12.6,1674096300,38900,33151.3698630137,"1.17","2023-01-19T09:45:00.000Z","up"
12.6,12.7,12.6,12.7,1674096600,1400,33151.3698630137,"0.04","2023-01-19T09:50:00.000Z","down"
12.7,12.7,12.6,12.7,1674096900,1400,33151.3698630137,"0.04","2023-01-19T09:55:00.000Z","-"
12.7,12.7,12.6,12.6,1674097500,9700,33151.3698630137,"0.29","2023-01-19T10:05:00.000Z","up"
12.6,12.7,12.6,12.7,1674097800,9000,33151.3698630137,"0.27","2023-01-19T10:10:00.000Z","down"
12.6,12.6,12.6,12.6,1674098100,600,33151.3698630137,"0.02","2023-01-19T10:15:00.000Z","-"
12.6,12.7,12.6,12.6,1674098400,12200,33151.3698630137,"0.37","2023-01-19T10:20:00.000Z","-"
12.7,12.7,12.6,12.6,1674098700,5200,33151.3698630137,"0.16","2023-01-19T10:25:00.000Z","up"
12.6,12.7,12.6,12.7,1674099000,6800,33151.3698630137,"0.21","2023-01-19T10:30:00.000Z","down"
12.6,12.6,12.6,12.6,1674099300,1200,33151.3698630137,"0.04","2023-01-19T10:35:00.000Z","-"
