"c","h","l","o","t","v","av","r","date","updown"
66.5,66.5,66,66,1674008100,6100,23696.478873239437,"0.26","2023-01-18T09:15:00.000Z","up"
66.2,66.5,66.2,66.5,1674008400,1600,23696.478873239437,"0.07","2023-01-18T09:20:00.000Z","down"
66.3,66.4,66.3,66.3,1674008700,3100,23696.478873239437,"0.13","2023-01-18T09:25:00.000Z","-"
66.5,66.5,66.2,66.2,1674009000,3300,23696.478873239437,"0.14","2023-01-18T09:30:00.000Z","up"
67,67,66.5,66.5,1674009300,20100,23696.478873239437,"0.85","2023-01-18T09:35:00.000Z","up"
67,67.2,67,67.1,1674009600,11000,23696.478873239437,"0.46","2023-01-18T09:40:00.000Z","down"
67.3,67.3,67,67,1674009900,12800,23696.478873239437,"0.54","2023-01-18T09:45:00.000Z","up"
67.5,67.8,67.2,67.3,1674010200,29200,23696.478873239437,"1.23","2023-01-18T09:50:00.000Z","up"
67.7,67.7,67.6,67.6,1674010500,8600,23696.478873239437,"0.36","2023-01-18T09:55:00.000Z","up"
67.4,67.7,67.4,67.6,1674010800,7900,23696.478873239437,"0.33","2023-01-18T10:00:00.000Z","down"
67.4,67.5,67.3,67.4,1674011100,5900,23696.478873239437,"0.25","2023-01-18T10:05:00.000Z","-"
67.6,67.6,67.3,67.4,1674011400,7800,23696.478873239437,"0.33","2023-01-18T10:10:00.000Z","up"
67.6,67.6,67.5,67.6,1674011700,5500,23696.478873239437,"0.23","2023-01-18T10:15:00.000Z","-"
67.4,67.7,67.4,67.6,1674012000,10200,23696.478873239437,"0.43","2023-01-18T10:20:00.000Z","down"
67.5,67.5,67.4,67.5,1674012300,4500,23696.478873239437,"0.19","2023-01-18T10:25:00.000Z","-"
67.4,67.6,67.4,67.5,1674012600,6100,23696.478873239437,"0.26","2023-01-18T10:30:00.000Z","down"
67.8,67.8,67.6,67.6,1674012900,17200,23696.478873239437,"0.73","2023-01-18T10:35:00.000Z","up"
67.8,67.8,67.6,67.8,1674013200,9900,23696.478873239437,"0.42","2023-01-18T10:40:00.000Z","-"
67.3,67.8,67.3,67.8,1674013500,15000,23696.478873239437,"0.63","2023-01-18T10:45:00.000Z","down"
67.5,67.5,67.3,67.3,1674013800,20400,23696.478873239437,"0.86","2023-01-18T10:50:00.000Z","up"
67.7,67.8,67.5,67.5,1674014100,3000,23696.478873239437,"0.13","2023-01-18T10:55:00.000Z","up"
67.7,67.7,67.7,67.7,1674014400,5000,23696.478873239437,"0.21","2023-01-18T11:00:00.000Z","-"
67.7,67.8,67.7,67.7,1674014700,7400,23696.478873239437,"0.31","2023-01-18T11:05:00.000Z","-"
67.5,67.7,67.5,67.7,1674015000,8500,23696.478873239437,"0.36","2023-01-18T11:10:00.000Z","down"
67.5,67.6,67.5,67.6,1674015300,3400,23696.478873239437,"0.14","2023-01-18T11:15:00.000Z","down"
67.5,67.6,67.4,67.6,1674015600,4200,23696.478873239437,"0.18","2023-01-18T11:20:00.000Z","down"
67.5,67.6,67.5,67.6,1674015900,2400,23696.478873239437,"0.10","2023-01-18T11:25:00.000Z","down"
67.3,67.5,67.3,67.5,1674021600,10900,23696.478873239437,"0.46","2023-01-18T13:00:00.000Z","down"
67.1,67.2,67,67.2,1674021900,11600,23696.478873239437,"0.49","2023-01-18T13:05:00.000Z","down"
67.3,67.3,67.1,67.1,1674022200,10500,23696.478873239437,"0.44","2023-01-18T13:10:00.000Z","up"
67.4,67.5,67.2,67.3,1674022500,8700,23696.478873239437,"0.37","2023-01-18T13:15:00.000Z","up"
67.5,67.5,67.3,67.4,1674022800,18100,23696.478873239437,"0.76","2023-01-18T13:20:00.000Z","up"
67.4,67.5,67.3,67.4,1674023100,6900,23696.478873239437,"0.29","2023-01-18T13:25:00.000Z","-"
67.5,67.5,67.3,67.3,1674023400,4900,23696.478873239437,"0.21","2023-01-18T13:30:00.000Z","up"
67.7,67.7,67.4,67.5,1674023700,21400,23696.478873239437,"0.90","2023-01-18T13:35:00.000Z","up"
67.6,67.7,67.5,67.5,1674024000,6100,23696.478873239437,"0.26","2023-01-18T13:40:00.000Z","up"
67.6,67.6,67.5,67.6,1674024300,5600,23696.478873239437,"0.24","2023-01-18T13:45:00.000Z","-"
68,68,67.6,67.6,1674024600,69300,23696.478873239437,"2.92","2023-01-18T13:50:00.000Z","up"
68.1,68.1,67.9,68,1674024900,8700,23696.478873239437,"0.37","2023-01-18T13:55:00.000Z","up"
68.1,68.2,68,68.1,1674025200,14800,23696.478873239437,"0.62","2023-01-18T14:00:00.000Z","-"
68.2,68.2,68,68.1,1674025500,27400,23696.478873239437,"1.16","2023-01-18T14:05:00.000Z","up"
