"c","h","l","o","t","v","av","r","date","updown"
6,6,6,6,1674028500,100,550,"0.18","2023-01-18T14:55:00.000Z","-"
5.4,5.4,5.4,5.4,1674108000,200,550,"0.36","2023-01-19T13:00:00.000Z","-"
5.4,5.5,5.4,5.5,1674113700,1100,550,"2.00","2023-01-19T14:35:00.000Z","down"
6.2,6.2,6.2,6.2,1674785400,1000,550,"1.82","2023-01-27T09:10:00.000Z","-"
7,7,7,7,1675130400,100,550,"0.18","2023-01-31T09:00:00.000Z","-"
6.8,6.8,6.8,6.8,1675216800,400,550,"0.73","2023-02-01T09:00:00.000Z","-"
6.3,6.3,6.3,6.3,1675218600,1500,550,"2.73","2023-02-01T09:30:00.000Z","-"
6.3,6.3,6.3,6.3,1675218900,100,550,"0.18","2023-02-01T09:35:00.000Z","-"
6.1,6.2,6.1,6.2,1675224300,800,550,"1.45","2023-02-01T11:05:00.000Z","down"
6.3,6.3,6.3,6.3,1675238100,200,550,"0.36","2023-02-01T14:55:00.000Z","-"
