"c","h","l","o","t","v","av","r","date","updown"
27.4,27.4,27.4,27.4,1674013500,500,1138.2978723404256,"0.44","2023-01-18T10:45:00.000Z","-"
28.8,28.8,28,28,1674013800,1300,1138.2978723404256,"1.14","2023-01-18T10:50:00.000Z","up"
28.8,28.8,28.8,28.8,1674015600,300,1138.2978723404256,"0.26","2023-01-18T11:20:00.000Z","-"
28.3,28.3,28,28.3,1674015900,2300,1138.2978723404256,"2.02","2023-01-18T11:25:00.000Z","-"
28.3,28.3,28.3,28.3,1674016200,600,1138.2978723404256,"0.53","2023-01-18T11:30:00.000Z","-"
28,28,28,28,1674021600,3000,1138.2978723404256,"2.64","2023-01-18T13:00:00.000Z","-"
28.3,28.3,28.3,28.3,1674021900,100,1138.2978723404256,"0.09","2023-01-18T13:05:00.000Z","-"
28.1,28.1,28.1,28.1,1674022800,1000,1138.2978723404256,"0.88","2023-01-18T13:20:00.000Z","-"
28.5,28.5,28.4,28.4,1674023700,5000,1138.2978723404256,"4.39","2023-01-18T13:35:00.000Z","up"
28.6,28.6,28.6,28.6,1674024000,200,1138.2978723404256,"0.18","2023-01-18T13:40:00.000Z","-"
28.6,28.6,28.6,28.6,1674024300,1000,1138.2978723404256,"0.88","2023-01-18T13:45:00.000Z","-"
28.8,28.8,28.8,28.8,1674024600,300,1138.2978723404256,"0.26","2023-01-18T13:50:00.000Z","-"
28.8,28.8,28.8,28.8,1674024900,1200,1138.2978723404256,"1.05","2023-01-18T13:55:00.000Z","-"
29.3,29.3,28.8,28.8,1674025200,500,1138.2978723404256,"0.44","2023-01-18T14:00:00.000Z","up"
29.3,29.3,29.25,29.25,1674026400,1300,1138.2978723404256,"1.14","2023-01-18T14:20:00.000Z","up"
31.35,31.35,30,30,1674094800,2100,1138.2978723404256,"1.84","2023-01-19T09:20:00.000Z","up"
31,31,31,31,1674095700,100,1138.2978723404256,"0.09","2023-01-19T09:35:00.000Z","-"
31,31,31,31,1674096000,200,1138.2978723404256,"0.18","2023-01-19T09:40:00.000Z","-"
30,30.1,30,30.1,1674099000,1500,1138.2978723404256,"1.32","2023-01-19T10:30:00.000Z","down"
30,30,30,30,1674100500,300,1138.2978723404256,"0.26","2023-01-19T10:55:00.000Z","-"
30,30,30,30,1674110700,700,1138.2978723404256,"0.61","2023-01-19T13:45:00.000Z","-"
30,30,30,30,1674112500,1300,1138.2978723404256,"1.14","2023-01-19T14:15:00.000Z","-"
29.7,29.7,29.7,29.7,1674785700,100,1138.2978723404256,"0.09","2023-01-27T09:15:00.000Z","-"
29.9,30,29.9,30,1674786600,1100,1138.2978723404256,"0.97","2023-01-27T09:30:00.000Z","down"
29.9,29.9,29.9,29.9,1674786900,900,1138.2978723404256,"0.79","2023-01-27T09:35:00.000Z","-"
29.85,29.85,29.85,29.85,1674787200,100,1138.2978723404256,"0.09","2023-01-27T09:40:00.000Z","-"
29.85,29.85,29.85,29.85,1674799200,100,1138.2978723404256,"0.09","2023-01-27T13:00:00.000Z","-"
29.85,29.85,29.85,29.85,1674799800,700,1138.2978723404256,"0.61","2023-01-27T13:10:00.000Z","-"
29.85,29.85,29.85,29.85,1674801300,100,1138.2978723404256,"0.09","2023-01-27T13:35:00.000Z","-"
29.85,29.85,29.85,29.85,1674802500,100,1138.2978723404256,"0.09","2023-01-27T13:55:00.000Z","-"
29.85,29.85,29.85,29.85,1674803700,100,1138.2978723404256,"0.09","2023-01-27T14:15:00.000Z","-"
30,30,30,30,1675044900,3000,1138.2978723404256,"2.64","2023-01-30T09:15:00.000Z","-"
30,30,30,30,1675046100,100,1138.2978723404256,"0.09","2023-01-30T09:35:00.000Z","-"
30,30,30,30,1675047900,2200,1138.2978723404256,"1.93","2023-01-30T10:05:00.000Z","-"
30,30,30,30,1675048200,1000,1138.2978723404256,"0.88","2023-01-30T10:10:00.000Z","-"
30,30,30,30,1675050600,2000,1138.2978723404256,"1.76","2023-01-30T10:50:00.000Z","-"
30,30,30,30,1675050900,600,1138.2978723404256,"0.53","2023-01-30T10:55:00.000Z","-"
30.3,30.3,30.3,30.3,1675052100,1000,1138.2978723404256,"0.88","2023-01-30T11:15:00.000Z","-"
30.5,30.5,30.25,30.3,1675058400,11500,1138.2978723404256,"10.10","2023-01-30T13:00:00.000Z","up"
30,30,30,30,1675058700,1000,1138.2978723404256,"0.88","2023-01-30T13:05:00.000Z","-"
30,30,30,30,1675059000,100,1138.2978723404256,"0.09","2023-01-30T13:10:00.000Z","-"
30.4,30.4,30.4,30.4,1675060200,1000,1138.2978723404256,"0.88","2023-01-30T13:30:00.000Z","-"
30,30,30,30,1675221900,500,1138.2978723404256,"0.44","2023-02-01T10:25:00.000Z","-"
28.5,28.6,28.5,28.6,1675222200,200,1138.2978723404256,"0.18","2023-02-01T10:30:00.000Z","down"
30.3,30.3,30.3,30.3,1675222500,100,1138.2978723404256,"0.09","2023-02-01T10:35:00.000Z","-"
30.4,30.4,30.3,30.3,1675233600,1000,1138.2978723404256,"0.88","2023-02-01T13:40:00.000Z","up"
30.1,30.1,30.1,30.1,1675235700,100,1138.2978723404256,"0.09","2023-02-01T14:15:00.000Z","-"
