┌─────────┬───────┬───────┬───────┬───────┬────────────┬───────┬───────────────────┬─────────┬────────────────────────────┬────────┐
│ (index) │   c   │   h   │   l   │   o   │     t      │   v   │        av         │    r    │            date            │ updown │
├─────────┼───────┼───────┼───────┼───────┼────────────┼───────┼───────────────────┼─────────┼────────────────────────────┼────────┤
│    0    │ 12.35 │ 12.35 │ 12.3  │ 12.3  │ 1674008100 │ 8900  │ 2658.904109589041 │ '3.35'  │ '2023-01-18T09:15:00.000Z' │  'up'  │
│    1    │ 12.3  │ 12.4  │ 12.3  │ 12.4  │ 1674009600 │ 1500  │ 2658.904109589041 │ '0.56'  │ '2023-01-18T09:40:00.000Z' │ 'down' │
│    2    │ 12.3  │ 12.35 │ 12.3  │ 12.3  │ 1674010200 │ 4500  │ 2658.904109589041 │ '1.69'  │ '2023-01-18T09:50:00.000Z' │  '-'   │
│    3    │ 12.35 │ 12.35 │ 12.35 │ 12.35 │ 1674011100 │ 2000  │ 2658.904109589041 │ '0.75'  │ '2023-01-18T10:05:00.000Z' │  '-'   │
│    4    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674012900 │ 1000  │ 2658.904109589041 │ '0.38'  │ '2023-01-18T10:35:00.000Z' │  '-'   │
│    5    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674013200 │ 3200  │ 2658.904109589041 │ '1.20'  │ '2023-01-18T10:40:00.000Z' │  '-'   │
│    6    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674013800 │  100  │ 2658.904109589041 │ '0.04'  │ '2023-01-18T10:50:00.000Z' │  '-'   │
│    7    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674014700 │  300  │ 2658.904109589041 │ '0.11'  │ '2023-01-18T11:05:00.000Z' │  '-'   │
│    8    │ 12.5  │ 12.5  │ 12.5  │ 12.5  │ 1674015300 │ 1100  │ 2658.904109589041 │ '0.41'  │ '2023-01-18T11:15:00.000Z' │  '-'   │
│    9    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674015900 │  200  │ 2658.904109589041 │ '0.08'  │ '2023-01-18T11:25:00.000Z' │  '-'   │
│   10    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674022800 │  600  │ 2658.904109589041 │ '0.23'  │ '2023-01-18T13:20:00.000Z' │  '-'   │
│   11    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674023400 │  600  │ 2658.904109589041 │ '0.23'  │ '2023-01-18T13:30:00.000Z' │  '-'   │
│   12    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674024600 │  600  │ 2658.904109589041 │ '0.23'  │ '2023-01-18T13:50:00.000Z' │  '-'   │
│   13    │ 12.5  │ 12.5  │ 12.3  │ 12.3  │ 1674024900 │  800  │ 2658.904109589041 │ '0.30'  │ '2023-01-18T13:55:00.000Z' │  'up'  │
│   14    │ 12.95 │ 12.95 │ 12.95 │ 12.95 │ 1674025500 │  200  │ 2658.904109589041 │ '0.08'  │ '2023-01-18T14:05:00.000Z' │  '-'   │
│   15    │ 12.95 │ 12.95 │ 12.95 │ 12.95 │ 1674026700 │  200  │ 2658.904109589041 │ '0.08'  │ '2023-01-18T14:25:00.000Z' │  '-'   │
│   16    │ 12.5  │ 12.5  │ 12.5  │ 12.5  │ 1674027900 │ 3900  │ 2658.904109589041 │ '1.47'  │ '2023-01-18T14:45:00.000Z' │  '-'   │
│   17    │ 12.15 │ 12.15 │ 12.15 │ 12.15 │ 1674094500 │ 27000 │ 2658.904109589041 │ '10.15' │ '2023-01-19T09:15:00.000Z' │  '-'   │
│   18    │ 12.5  │ 12.5  │ 12.35 │ 12.35 │ 1674095400 │ 12000 │ 2658.904109589041 │ '4.51'  │ '2023-01-19T09:30:00.000Z' │  'up'  │
│   19    │ 12.5  │ 12.5  │ 12.5  │ 12.5  │ 1674096900 │  100  │ 2658.904109589041 │ '0.04'  │ '2023-01-19T09:55:00.000Z' │  '-'   │
│   20    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674099600 │  100  │ 2658.904109589041 │ '0.04'  │ '2023-01-19T10:40:00.000Z' │  '-'   │
│   21    │ 12.3  │ 12.3  │ 12.3  │ 12.3  │ 1674100200 │  100  │ 2658.904109589041 │ '0.04'  │ '2023-01-19T10:50:00.000Z' │  '-'   │
│   22    │ 12.1  │ 12.2  │ 12.1  │ 12.2  │ 1674108000 │ 3900  │ 2658.904109589041 │ '1.47'  │ '2023-01-19T13:00:00.000Z' │ 'down' │
│   23    │ 12.1  │ 12.1  │ 12.1  │ 12.1  │ 1674108900 │  100  │ 2658.904109589041 │ '0.04'  │ '2023-01-19T13:15:00.000Z' │  '-'   │
│   24    │ 12.1  │ 12.1  │ 12.1  │ 12.1  │ 1674111300 │ 4700  │ 2658.904109589041 │ '1.77'  │ '2023-01-19T13:55:00.000Z' │  '-'   │
│   25    │ 12.35 │ 12.35 │ 12.25 │ 12.25 │ 1674111600 │ 2800  │ 2658.904109589041 │ '1.05'  │ '2023-01-19T14:00:00.000Z' │  'up'  │
│   26    │ 13.25 │ 13.25 │ 13.25 │ 13.25 │ 1674114300 │  500  │ 2658.904109589041 │ '0.19'  │ '2023-01-19T14:45:00.000Z' │  '-'   │
│   27    │ 12.4  │ 12.4  │ 12.4  │ 12.4  │ 1674785700 │  500  │ 2658.904109589041 │ '0.19'  │ '2023-01-27T09:15:00.000Z' │  '-'   │
│   28    │ 12.35 │ 12.4  │ 12.35 │ 12.4  │ 1674786600 │ 1200  │ 2658.904109589041 │ '0.45'  │ '2023-01-27T09:30:00.000Z' │ 'down' │
│   29    │ 12.35 │ 12.35 │ 12.35 │ 12.35 │ 1674786900 │ 1200  │ 2658.904109589041 │ '0.45'  │ '2023-01-27T09:35:00.000Z' │  '-'   │
│   30    │ 12.4  │ 12.4  │ 12.4  │ 12.4  │ 1674787500 │  600  │ 2658.904109589041 │ '0.23'  │ '2023-01-27T09:45:00.000Z' │  '-'   │
│   31    │ 12.45 │ 12.45 │ 12.45 │ 12.45 │ 1674787800 │  300  │ 2658.904109589041 │ '0.11'  │ '2023-01-27T09:50:00.000Z' │  '-'   │
│   32    │ 12.45 │ 12.45 │ 12.45 │ 12.45 │ 1674788400 │  600  │ 2658.904109589041 │ '0.23'  │ '2023-01-27T10:00:00.000Z' │  '-'   │
│   33    │ 12.5  │ 12.5  │ 12.5  │ 12.5  │ 1674789300 │  900  │ 2658.904109589041 │ '0.34'  │ '2023-01-27T10:15:00.000Z' │  '-'   │
│   34    │ 12.5  │ 12.5  │ 12.5  │ 12.5  │ 1674791400 │  600  │ 2658.904109589041 │ '0.23'  │ '2023-01-27T10:50:00.000Z' │  '-'   │
│   35    │ 12.5  │ 12.5  │ 12.5  │ 12.5  │ 1674792300 │  200  │ 2658.904109589041 │ '0.08'  │ '2023-01-27T11:05:00.000Z' │  '-'   │
│   36    │ 12.45 │ 12.45 │ 12.45 │ 12.45 │ 1674792600 │ 5000  │ 2658.904109589041 │ '1.88'  │ '2023-01-27T11:10:00.000Z' │  '-'   │
│   37    │ 12.45 │ 12.45 │ 12.45 │ 12.45 │ 1674792900 │  200  │ 2658.904109589041 │ '0.08'  │ '2023-01-27T11:15:00.000Z' │  '-'   │
│   38    │ 12.5  │ 12.5  │ 12.5  │ 12.5  │ 1674799500 │  100  │ 2658.904109589041 │ '0.04'  │ '2023-01-27T13:05:00.000Z' │  '-'   │
│   39    │ 12.5  │ 12.5  │ 12.5  │ 12.5  │ 1674800100 │  100  │ 2658.904109589041 │ '0.04'  │ '2023-01-27T13:15:00.000Z' │  '-'   │
│   40    │ 12.4  │ 12.45 │ 12.4  │ 12.45 │ 1674801000 │ 5100  │ 2658.904109589041 │ '1.92'  │ '2023-01-27T13:30:00.000Z' │ 'down' │
│   41    │ 12.35 │ 12.4  │ 12.35 │ 12.4  │ 1674801600 │ 6000  │ 2658.904109589041 │ '2.26'  │ '2023-01-27T13:40:00.000Z' │ 'down' │
│   42    │ 12.5  │ 12.5  │ 12.45 │ 12.45 │ 1674802800 │ 2100  │ 2658.904109589041 │ '0.79'  │ '2023-01-27T14:00:00.000Z' │  'up'  │
│   43    │ 12.35 │ 12.35 │ 12.35 │ 12.35 │ 1674803100 │  600  │ 2658.904109589041 │ '0.23'  │ '2023-01-27T14:05:00.000Z' │  '-'   │
│   44    │ 12.35 │ 12.7  │ 12.35 │ 12.55 │ 1674803400 │ 6400  │ 2658.904109589041 │ '2.41'  │ '2023-01-27T14:10:00.000Z' │ 'down' │
│   45    │ 12.75 │ 12.75 │ 12.75 │ 12.75 │ 1674805500 │  700  │ 2658.904109589041 │ '0.26'  │ '2023-01-27T14:45:00.000Z' │  '-'   │
│   46    │ 12.75 │ 12.75 │ 12.75 │ 12.75 │ 1675044900 │ 6600  │ 2658.904109589041 │ '2.48'  │ '2023-01-30T09:15:00.000Z' │  '-'   │
│   47    │ 12.75 │ 12.75 │ 12.75 │ 12.75 │ 1675047000 │  500  │ 2658.904109589041 │ '0.19'  │ '2023-01-30T09:50:00.000Z' │  '-'   │
│   48    │ 12.7  │ 12.7  │ 12.7  │ 12.7  │ 1675051500 │  500  │ 2658.904109589041 │ '0.19'  │ '2023-01-30T11:05:00.000Z' │  '-'   │
│   49    │ 12.7  │ 12.7  │ 12.7  │ 12.7  │ 1675059600 │ 7000  │ 2658.904109589041 │ '2.63'  │ '2023-01-30T13:20:00.000Z' │  '-'   │
│   50    │ 12.75 │ 12.75 │ 12.7  │ 12.7  │ 1675060200 │  700  │ 2658.904109589041 │ '0.26'  │ '2023-01-30T13:30:00.000Z' │  'up'  │
│   51    │ 12.7  │ 12.7  │ 12.7  │ 12.7  │ 1675060800 │  400  │ 2658.904109589041 │ '0.15'  │ '2023-01-30T13:40:00.000Z' │  '-'   │
│   52    │ 12.75 │ 12.75 │ 12.7  │ 12.7  │ 1675061100 │ 3000  │ 2658.904109589041 │ '1.13'  │ '2023-01-30T13:45:00.000Z' │  'up'  │
│   53    │ 12.85 │ 12.85 │ 12.75 │ 12.75 │ 1675061700 │ 5400  │ 2658.904109589041 │ '2.03'  │ '2023-01-30T13:55:00.000Z' │  'up'  │
│   54    │ 12.85 │ 12.85 │ 12.85 │ 12.85 │ 1675062600 │  300  │ 2658.904109589041 │ '0.11'  │ '2023-01-30T14:10:00.000Z' │  '-'   │
│   55    │ 12.95 │ 12.95 │ 12.85 │ 12.85 │ 1675062900 │ 6000  │ 2658.904109589041 │ '2.26'  │ '2023-01-30T14:15:00.000Z' │  'up'  │
