"c","h","l","o","t","v","av","r","date","updown"
57,57,57,57,1674007800,100,611.1111111111111,"0.16","2023-01-18T09:10:00.000Z","-"
58,58,58,58,1674009900,200,611.1111111111111,"0.33","2023-01-18T09:45:00.000Z","-"
58,58,58,58,1674010200,300,611.1111111111111,"0.49","2023-01-18T09:50:00.000Z","-"
58,58,58,58,1674010800,100,611.1111111111111,"0.16","2023-01-18T10:00:00.000Z","-"
58,58,58,58,1674012900,100,611.1111111111111,"0.16","2023-01-18T10:35:00.000Z","-"
58.8,58.8,58.8,58.8,1674013500,100,611.1111111111111,"0.16","2023-01-18T10:45:00.000Z","-"
57.9,57.9,57.9,57.9,1674015300,200,611.1111111111111,"0.33","2023-01-18T11:15:00.000Z","-"
57.8,57.8,57.8,57.8,1674024300,200,611.1111111111111,"0.33","2023-01-18T13:45:00.000Z","-"
57.9,57.9,57.9,57.9,1674025500,800,611.1111111111111,"1.31","2023-01-18T14:05:00.000Z","-"
58.4,58.4,58.4,58.4,1674026700,200,611.1111111111111,"0.33","2023-01-18T14:25:00.000Z","-"
57.3,57.5,57.3,57.5,1674027300,2000,611.1111111111111,"3.27","2023-01-18T14:35:00.000Z","down"
57.3,57.3,57.3,57.3,1674027600,300,611.1111111111111,"0.49","2023-01-18T14:40:00.000Z","-"
57.3,57.3,57.3,57.3,1674027900,600,611.1111111111111,"0.98","2023-01-18T14:45:00.000Z","-"
58.9,58.9,58,58,1674028200,3700,611.1111111111111,"6.05","2023-01-18T14:50:00.000Z","up"
59,59,58.5,59,1674028500,3500,611.1111111111111,"5.73","2023-01-18T14:55:00.000Z","-"
58.2,58.2,58.2,58.2,1674093600,100,611.1111111111111,"0.16","2023-01-19T09:00:00.000Z","-"
57.4,57.4,57.4,57.4,1674102300,100,611.1111111111111,"0.16","2023-01-19T11:25:00.000Z","-"
58,58,58,58,1674111900,100,611.1111111111111,"0.16","2023-01-19T14:05:00.000Z","-"
58,58,58,58,1674790500,100,611.1111111111111,"0.16","2023-01-27T10:35:00.000Z","-"
57.9,57.9,57.9,57.9,1674791100,3100,611.1111111111111,"5.07","2023-01-27T10:45:00.000Z","-"
58,58,57.9,57.9,1674791700,800,611.1111111111111,"1.31","2023-01-27T10:55:00.000Z","up"
58.2,58.2,58.2,58.2,1674799200,100,611.1111111111111,"0.16","2023-01-27T13:00:00.000Z","-"
58.4,58.4,58.4,58.4,1674800700,200,611.1111111111111,"0.33","2023-01-27T13:25:00.000Z","-"
58.9,58.9,58.9,58.9,1674801600,100,611.1111111111111,"0.16","2023-01-27T13:40:00.000Z","-"
58.9,58.9,58.9,58.9,1674802500,1200,611.1111111111111,"1.96","2023-01-27T13:55:00.000Z","-"
58.9,58.9,58.9,58.9,1674803100,100,611.1111111111111,"0.16","2023-01-27T14:05:00.000Z","-"
58.9,58.9,58.9,58.9,1674803400,200,611.1111111111111,"0.33","2023-01-27T14:10:00.000Z","-"
59,59,59,59,1674803700,300,611.1111111111111,"0.49","2023-01-27T14:15:00.000Z","-"
59.5,59.5,59.5,59.5,1674804000,400,611.1111111111111,"0.65","2023-01-27T14:20:00.000Z","-"
59,59.4,59,59.4,1675044000,400,611.1111111111111,"0.65","2023-01-30T09:00:00.000Z","down"
59,59,59,59,1675047000,100,611.1111111111111,"0.16","2023-01-30T09:50:00.000Z","-"
59,59,59,59,1675049100,300,611.1111111111111,"0.49","2023-01-30T10:25:00.000Z","-"
59,59,59,59,1675049400,200,611.1111111111111,"0.33","2023-01-30T10:30:00.000Z","-"
59,59,59,59,1675049700,900,611.1111111111111,"1.47","2023-01-30T10:35:00.000Z","-"
59,59,59,59,1675050600,100,611.1111111111111,"0.16","2023-01-30T10:50:00.000Z","-"
59,59,59,59,1675050900,100,611.1111111111111,"0.16","2023-01-30T10:55:00.000Z","-"
59,59,59,59,1675051200,100,611.1111111111111,"0.16","2023-01-30T11:00:00.000Z","-"
59,59,59,59,1675051500,100,611.1111111111111,"0.16","2023-01-30T11:05:00.000Z","-"
59,59,59,59,1675051800,100,611.1111111111111,"0.16","2023-01-30T11:10:00.000Z","-"
59,59,59,59,1675059000,100,611.1111111111111,"0.16","2023-01-30T13:10:00.000Z","-"
59,59,59,59,1675059600,100,611.1111111111111,"0.16","2023-01-30T13:20:00.000Z","-"
59.3,59.3,59,59,1675059900,6500,611.1111111111111,"10.64","2023-01-30T13:25:00.000Z","up"
59,59,59,59,1675061700,200,611.1111111111111,"0.33","2023-01-30T13:55:00.000Z","-"
58.5,58.5,58.5,58.5,1675063200,800,611.1111111111111,"1.31","2023-01-30T14:20:00.000Z","-"
