"c","h","l","o","t","v","av","r","date","updown"
15.6,15.6,15.5,15.6,1674007200,25000,44380.67796610169,"0.56","2023-01-18T09:00:00.000Z","-"
15.5,15.6,15.5,15.6,1674007500,23800,44380.67796610169,"0.54","2023-01-18T09:05:00.000Z","down"
15.4,15.6,15.4,15.5,1674007800,34100,44380.67796610169,"0.77","2023-01-18T09:10:00.000Z","down"
15.5,15.5,15.4,15.5,1674008100,91700,44380.67796610169,"2.07","2023-01-18T09:15:00.000Z","-"
15.7,15.7,15.5,15.5,1674008400,118800,44380.67796610169,"2.68","2023-01-18T09:20:00.000Z","up"
15.8,16,15.7,15.8,1674008700,175700,44380.67796610169,"3.96","2023-01-18T09:25:00.000Z","-"
15.8,15.8,15.7,15.8,1674009000,26500,44380.67796610169,"0.60","2023-01-18T09:30:00.000Z","-"
15.8,15.8,15.7,15.8,1674009300,12100,44380.67796610169,"0.27","2023-01-18T09:35:00.000Z","-"
15.7,15.8,15.7,15.7,1674009600,34000,44380.67796610169,"0.77","2023-01-18T09:40:00.000Z","-"
15.6,15.7,15.6,15.7,1674009900,14800,44380.67796610169,"0.33","2023-01-18T09:45:00.000Z","down"
15.6,15.6,15.6,15.6,1674010200,2300,44380.67796610169,"0.05","2023-01-18T09:50:00.000Z","-"
15.6,15.7,15.6,15.7,1674010500,29800,44380.67796610169,"0.67","2023-01-18T09:55:00.000Z","down"
15.6,15.7,15.6,15.6,1674010800,4500,44380.67796610169,"0.10","2023-01-18T10:00:00.000Z","-"
15.7,15.7,15.6,15.6,1674011100,20100,44380.67796610169,"0.45","2023-01-18T10:05:00.000Z","up"
15.5,15.7,15.5,15.7,1674011400,36800,44380.67796610169,"0.83","2023-01-18T10:10:00.000Z","down"
15.6,15.6,15.5,15.5,1674011700,35300,44380.67796610169,"0.80","2023-01-18T10:15:00.000Z","up"
15.6,15.6,15.6,15.6,1674012000,11800,44380.67796610169,"0.27","2023-01-18T10:20:00.000Z","-"
15.5,15.5,15.5,15.5,1674012300,1800,44380.67796610169,"0.04","2023-01-18T10:25:00.000Z","-"
15.5,15.5,15.5,15.5,1674012600,13100,44380.67796610169,"0.30","2023-01-18T10:30:00.000Z","-"
15.6,15.6,15.5,15.5,1674012900,5000,44380.67796610169,"0.11","2023-01-18T10:35:00.000Z","up"
15.6,15.6,15.6,15.6,1674013200,3000,44380.67796610169,"0.07","2023-01-18T10:40:00.000Z","-"
15.6,15.6,15.6,15.6,1674013500,2000,44380.67796610169,"0.05","2023-01-18T10:45:00.000Z","-"
15.6,15.6,15.5,15.6,1674013800,48100,44380.67796610169,"1.08","2023-01-18T10:50:00.000Z","-"
15.5,15.5,15.5,15.5,1674014100,17400,44380.67796610169,"0.39","2023-01-18T10:55:00.000Z","-"
15.5,15.5,15.4,15.5,1674014400,16500,44380.67796610169,"0.37","2023-01-18T11:00:00.000Z","-"
15.5,15.5,15.5,15.5,1674014700,300,44380.67796610169,"0.01","2023-01-18T11:05:00.000Z","-"
15.4,15.4,15.4,15.4,1674015000,5000,44380.67796610169,"0.11","2023-01-18T11:10:00.000Z","-"
15.5,15.5,15.4,15.4,1674015300,9500,44380.67796610169,"0.21","2023-01-18T11:15:00.000Z","up"
15.4,15.5,15.4,15.5,1674015600,9800,44380.67796610169,"0.22","2023-01-18T11:20:00.000Z","down"
