┌─────────┬──────┬──────┬──────┬──────┬────────────┬────────┬────────────────────┬─────────┬────────────────────────────┬────────┐
│ (index) │  c   │  h   │  l   │  o   │     t      │   v    │         av         │    r    │            date            │ updown │
├─────────┼──────┼──────┼──────┼──────┼────────────┼────────┼────────────────────┼─────────┼────────────────────────────┼────────┤
│    0    │ 52.6 │  53  │  52  │  52  │ 1674007200 │  6200  │ 12498.983050847457 │ '0.50'  │ '2023-01-18T09:00:00.000Z' │  'up'  │
│    1    │ 52.7 │ 52.7 │ 52.3 │ 52.6 │ 1674007500 │  6100  │ 12498.983050847457 │ '0.49'  │ '2023-01-18T09:05:00.000Z' │  'up'  │
│    2    │ 53.1 │ 53.2 │ 52.7 │ 52.7 │ 1674007800 │ 19300  │ 12498.983050847457 │ '1.54'  │ '2023-01-18T09:10:00.000Z' │  'up'  │
│    3    │ 52.8 │ 53.3 │ 52.8 │ 53.2 │ 1674008100 │ 15700  │ 12498.983050847457 │ '1.26'  │ '2023-01-18T09:15:00.000Z' │ 'down' │
│    4    │ 52.8 │ 52.8 │ 52.3 │ 52.8 │ 1674008400 │  7400  │ 12498.983050847457 │ '0.59'  │ '2023-01-18T09:20:00.000Z' │  '-'   │
│    5    │ 52.7 │ 52.8 │ 52.6 │ 52.7 │ 1674008700 │  2900  │ 12498.983050847457 │ '0.23'  │ '2023-01-18T09:25:00.000Z' │  '-'   │
│    6    │ 52.6 │ 52.7 │ 52.6 │ 52.7 │ 1674009000 │  800   │ 12498.983050847457 │ '0.06'  │ '2023-01-18T09:30:00.000Z' │ 'down' │
│    7    │ 52.3 │ 52.6 │ 52.3 │ 52.6 │ 1674009300 │  7700  │ 12498.983050847457 │ '0.62'  │ '2023-01-18T09:35:00.000Z' │ 'down' │
│    8    │ 52.5 │ 52.6 │ 52.3 │ 52.6 │ 1674009600 │  2100  │ 12498.983050847457 │ '0.17'  │ '2023-01-18T09:40:00.000Z' │ 'down' │
│    9    │ 52.6 │ 52.6 │ 52.6 │ 52.6 │ 1674009900 │  4500  │ 12498.983050847457 │ '0.36'  │ '2023-01-18T09:45:00.000Z' │  '-'   │
│   10    │ 52.9 │  53  │ 52.7 │ 52.7 │ 1674010200 │ 10900  │ 12498.983050847457 │ '0.87'  │ '2023-01-18T09:50:00.000Z' │  'up'  │
│   11    │  53  │  53  │ 52.9 │ 52.9 │ 1674010500 │  6200  │ 12498.983050847457 │ '0.50'  │ '2023-01-18T09:55:00.000Z' │  'up'  │
│   12    │ 52.9 │ 52.9 │ 52.9 │ 52.9 │ 1674010800 │  3800  │ 12498.983050847457 │ '0.30'  │ '2023-01-18T10:00:00.000Z' │  '-'   │
│   13    │ 52.7 │ 52.8 │ 52.7 │ 52.8 │ 1674011100 │  5600  │ 12498.983050847457 │ '0.45'  │ '2023-01-18T10:05:00.000Z' │ 'down' │
│   14    │ 52.6 │ 52.7 │ 52.6 │ 52.7 │ 1674011400 │  1600  │ 12498.983050847457 │ '0.13'  │ '2023-01-18T10:10:00.000Z' │ 'down' │
│   15    │ 52.7 │ 52.7 │ 52.6 │ 52.6 │ 1674011700 │  4500  │ 12498.983050847457 │ '0.36'  │ '2023-01-18T10:15:00.000Z' │  'up'  │
│   16    │ 52.6 │ 52.7 │ 52.6 │ 52.7 │ 1674012000 │  2200  │ 12498.983050847457 │ '0.18'  │ '2023-01-18T10:20:00.000Z' │ 'down' │
│   17    │ 52.6 │ 52.6 │ 52.6 │ 52.6 │ 1674012300 │  2000  │ 12498.983050847457 │ '0.16'  │ '2023-01-18T10:25:00.000Z' │  '-'   │
│   18    │ 52.6 │ 52.6 │ 52.6 │ 52.6 │ 1674012600 │  1700  │ 12498.983050847457 │ '0.14'  │ '2023-01-18T10:30:00.000Z' │  '-'   │
│   19    │ 52.6 │ 52.6 │ 52.6 │ 52.6 │ 1674012900 │  300   │ 12498.983050847457 │ '0.02'  │ '2023-01-18T10:35:00.000Z' │  '-'   │
│   20    │ 52.8 │ 52.8 │ 52.7 │ 52.7 │ 1674013200 │  3000  │ 12498.983050847457 │ '0.24'  │ '2023-01-18T10:40:00.000Z' │  'up'  │
│   21    │ 52.9 │ 52.9 │ 52.8 │ 52.8 │ 1674013500 │  1400  │ 12498.983050847457 │ '0.11'  │ '2023-01-18T10:45:00.000Z' │  'up'  │
│   22    │ 52.8 │ 52.9 │ 52.8 │ 52.9 │ 1674013800 │  1800  │ 12498.983050847457 │ '0.14'  │ '2023-01-18T10:50:00.000Z' │ 'down' │
│   23    │ 52.9 │ 52.9 │ 52.8 │ 52.8 │ 1674014100 │  3300  │ 12498.983050847457 │ '0.26'  │ '2023-01-18T10:55:00.000Z' │  'up'  │
│   24    │  53  │  53  │ 52.9 │ 52.9 │ 1674014400 │  6200  │ 12498.983050847457 │ '0.50'  │ '2023-01-18T11:00:00.000Z' │  'up'  │
│   25    │ 53.4 │ 53.4 │  53  │  53  │ 1674014700 │ 20000  │ 12498.983050847457 │ '1.60'  │ '2023-01-18T11:05:00.000Z' │  'up'  │
│   26    │ 55.7 │ 56.5 │ 53.4 │ 53.4 │ 1674015000 │ 137700 │ 12498.983050847457 │ '11.02' │ '2023-01-18T11:10:00.000Z' │  'up'  │
│   27    │ 55.4 │ 55.9 │ 55.4 │ 55.7 │ 1674015300 │ 18500  │ 12498.983050847457 │ '1.48'  │ '2023-01-18T11:15:00.000Z' │ 'down' │
│   28    │ 55.1 │ 55.6 │ 55.1 │ 55.6 │ 1674015600 │  7300  │ 12498.983050847457 │ '0.58'  │ '2023-01-18T11:20:00.000Z' │ 'down' │
│   29    │ 55.2 │ 55.3 │  55  │ 55.2 │ 1674015900 │ 10100  │ 12498.983050847457 │ '0.81'  │ '2023-01-18T11:25:00.000Z' │  '-'   │
│   30    │ 55.7 │ 55.8 │ 55.2 │ 55.2 │ 1674021600 │ 18700  │ 12498.983050847457 │ '1.50'  │ '2023-01-18T13:00:00.000Z' │  'up'  │
