"c","h","l","o","t","v","av","r","date","updown"
8.2,8.2,8.2,8.2,1674791400,100,300,"0.33","2023-01-27T10:50:00.000Z","-"
8.2,8.2,8.2,8.2,1675044300,100,300,"0.33","2023-01-30T09:05:00.000Z","-"
7,7,7,7,1675051200,100,300,"0.33","2023-01-30T11:00:00.000Z","-"
7,7,7,7,1675051500,100,300,"0.33","2023-01-30T11:05:00.000Z","-"
7,7,7,7,1675061400,700,300,"2.33","2023-01-30T13:50:00.000Z","-"
6.3,6.3,6.3,6.3,1675218600,700,300,"2.33","2023-02-01T09:30:00.000Z","-"
