"c","h","l","o","t","v","av","r","date","updown"
23.3,23.3,23.05,23.05,1674008100,162700,266288.0701754386,"0.61","2023-01-18T09:15:00.000Z","up"
23.15,23.3,23.1,23.2,1674008400,253200,266288.0701754386,"0.95","2023-01-18T09:20:00.000Z","down"
23.15,23.15,23.1,23.15,1674008700,137100,266288.0701754386,"0.51","2023-01-18T09:25:00.000Z","-"
23.2,23.2,23.1,23.15,1674009000,111500,266288.0701754386,"0.42","2023-01-18T09:30:00.000Z","up"
23.1,23.2,23.1,23.2,1674009300,97800,266288.0701754386,"0.37","2023-01-18T09:35:00.000Z","down"
23.3,23.3,23.1,23.15,1674009600,143300,266288.0701754386,"0.54","2023-01-18T09:40:00.000Z","up"
23.35,23.35,23.25,23.3,1674009900,686800,266288.0701754386,"2.58","2023-01-18T09:45:00.000Z","up"
23.4,23.4,23.3,23.35,1674010200,349600,266288.0701754386,"1.31","2023-01-18T09:50:00.000Z","up"
23.6,23.6,23.35,23.35,1674010500,1483300,266288.0701754386,"5.57","2023-01-18T09:55:00.000Z","up"
23.4,23.65,23.4,23.6,1674010800,423000,266288.0701754386,"1.59","2023-01-18T10:00:00.000Z","down"
23.45,23.5,23.4,23.45,1674011100,180600,266288.0701754386,"0.68","2023-01-18T10:05:00.000Z","-"
23.35,23.45,23.35,23.4,1674011400,318600,266288.0701754386,"1.20","2023-01-18T10:10:00.000Z","down"
23.35,23.45,23.35,23.35,1674011700,138900,266288.0701754386,"0.52","2023-01-18T10:15:00.000Z","-"
23.3,23.45,23.3,23.4,1674012000,159400,266288.0701754386,"0.60","2023-01-18T10:20:00.000Z","down"
23.35,23.45,23.3,23.3,1674012300,108900,266288.0701754386,"0.41","2023-01-18T10:25:00.000Z","up"
23.35,23.4,23.3,23.35,1674012600,31700,266288.0701754386,"0.12","2023-01-18T10:30:00.000Z","-"
23.35,23.4,23.3,23.35,1674012900,94800,266288.0701754386,"0.36","2023-01-18T10:35:00.000Z","-"
