"c","h","l","o","t","v","av","r","date","updown"
7.1,7.1,7.1,7.1,1674007200,100,5340.59405940594,"0.02","2023-01-18T09:00:00.000Z","-"
7,7,7,7,1674007500,200,5340.59405940594,"0.04","2023-01-18T09:05:00.000Z","-"
7,7,7,7,1674008700,300,5340.59405940594,"0.06","2023-01-18T09:25:00.000Z","-"
7,7,7,7,1674009300,12700,5340.59405940594,"2.38","2023-01-18T09:35:00.000Z","-"
7.1,7.1,7.1,7.1,1674009900,1900,5340.59405940594,"0.36","2023-01-18T09:45:00.000Z","-"
7.1,7.1,7.1,7.1,1674010200,500,5340.59405940594,"0.09","2023-01-18T09:50:00.000Z","-"
7.1,7.1,7.1,7.1,1674014700,600,5340.59405940594,"0.11","2023-01-18T11:05:00.000Z","-"
7.1,7.1,7.1,7.1,1674015600,700,5340.59405940594,"0.13","2023-01-18T11:20:00.000Z","-"
7.1,7.1,7,7,1674021600,51600,5340.59405940594,"9.66","2023-01-18T13:00:00.000Z","up"
7,7,7,7,1674021900,1000,5340.59405940594,"0.19","2023-01-18T13:05:00.000Z","-"
7,7,6.7,6.7,1674022500,10100,5340.59405940594,"1.89","2023-01-18T13:15:00.000Z","up"
7,7,6.9,6.9,1674023400,1200,5340.59405940594,"0.22","2023-01-18T13:30:00.000Z","up"
6.8,6.8,6.8,6.8,1674026700,2000,5340.59405940594,"0.37","2023-01-18T14:25:00.000Z","-"
7,7,6.9,7,1674027000,300,5340.59405940594,"0.06","2023-01-18T14:30:00.000Z","-"
7.1,7.1,7.1,7.1,1674028200,6600,5340.59405940594,"1.24","2023-01-18T14:50:00.000Z","-"
7.1,7.2,6.9,7.2,1674028500,300,5340.59405940594,"0.06","2023-01-18T14:55:00.000Z","down"
7.4,7.5,7.4,7.5,1674093600,27400,5340.59405940594,"5.13","2023-01-19T09:00:00.000Z","down"
7.4,7.4,7.4,7.4,1674093900,4500,5340.59405940594,"0.84","2023-01-19T09:05:00.000Z","-"
7.3,7.4,7.3,7.4,1674096000,5400,5340.59405940594,"1.01","2023-01-19T09:40:00.000Z","down"
7.3,7.3,7.1,7.1,1674097200,1800,5340.59405940594,"0.34","2023-01-19T10:00:00.000Z","up"
7.1,7.1,7.1,7.1,1674099300,1000,5340.59405940594,"0.19","2023-01-19T10:35:00.000Z","-"
7.3,7.3,7.1,7.1,1674100500,600,5340.59405940594,"0.11","2023-01-19T10:55:00.000Z","up"
7,7,7,7,1674109200,20800,5340.59405940594,"3.89","2023-01-19T13:20:00.000Z","-"
