"c","h","l","o","t","v","av","r","date","updown"
2.6,2.6,2.6,2.6,1674096600,200,695.6521739130435,"0.29","2023-01-19T09:50:00.000Z","-"
2.5,2.5,2.5,2.5,1674111000,100,695.6521739130435,"0.14","2023-01-19T13:50:00.000Z","-"
2.6,2.6,2.6,2.6,1674111900,1000,695.6521739130435,"1.44","2023-01-19T14:05:00.000Z","-"
2.6,2.6,2.6,2.6,1674112500,100,695.6521739130435,"0.14","2023-01-19T14:15:00.000Z","-"
2.5,2.5,2.5,2.5,1674113400,300,695.6521739130435,"0.43","2023-01-19T14:30:00.000Z","-"
2.5,2.5,2.5,2.5,1674785700,400,695.6521739130435,"0.57","2023-01-27T09:15:00.000Z","-"
2.6,2.6,2.6,2.6,1674786000,200,695.6521739130435,"0.29","2023-01-27T09:20:00.000Z","-"
2.6,2.6,2.6,2.6,1674791400,1700,695.6521739130435,"2.44","2023-01-27T10:50:00.000Z","-"
2.6,2.6,2.6,2.6,1674792600,1500,695.6521739130435,"2.16","2023-01-27T11:10:00.000Z","-"
2.5,2.5,2.5,2.5,1674801900,900,695.6521739130435,"1.29","2023-01-27T13:45:00.000Z","-"
2.4,2.5,2.4,2.5,1674803100,5000,695.6521739130435,"7.19","2023-01-27T14:05:00.000Z","down"
2.4,2.4,2.4,2.4,1675044000,100,695.6521739130435,"0.14","2023-01-30T09:00:00.000Z","-"
2.7,2.7,2.7,2.7,1675048800,100,695.6521739130435,"0.14","2023-01-30T10:20:00.000Z","-"
2.6,2.6,2.6,2.6,1675059300,300,695.6521739130435,"0.43","2023-01-30T13:15:00.000Z","-"
2.9,2.9,2.8,2.8,1675133400,600,695.6521739130435,"0.86","2023-01-31T09:50:00.000Z","up"
2.7,2.7,2.7,2.7,1675146300,100,695.6521739130435,"0.14","2023-01-31T13:25:00.000Z","-"
2.7,2.7,2.7,2.7,1675147800,500,695.6521739130435,"0.72","2023-01-31T13:50:00.000Z","-"
2.7,2.7,2.7,2.7,1675151700,200,695.6521739130435,"0.29","2023-01-31T14:55:00.000Z","-"
2.8,2.8,2.8,2.8,1675217100,500,695.6521739130435,"0.72","2023-02-01T09:05:00.000Z","-"
2.8,2.8,2.8,2.8,1675218600,400,695.6521739130435,"0.57","2023-02-01T09:30:00.000Z","-"
2.9,2.9,2.9,2.9,1675223700,400,695.6521739130435,"0.57","2023-02-01T10:55:00.000Z","-"
2.9,2.9,2.9,2.9,1675233300,100,695.6521739130435,"0.14","2023-02-01T13:35:00.000Z","-"
2.8,2.9,2.8,2.9,1675233600,1300,695.6521739130435,"1.87","2023-02-01T13:40:00.000Z","down"
