"c","h","l","o","t","v","av","r","date","updown"
9.8,9.8,9.8,9.8,1674008400,100,1245.4545454545455,"0.08","2023-01-18T09:20:00.000Z","-"
9.7,9.7,9.7,9.7,1674024900,100,1245.4545454545455,"0.08","2023-01-18T13:55:00.000Z","-"
9.6,9.6,9.6,9.6,1674027900,1100,1245.4545454545455,"0.88","2023-01-18T14:45:00.000Z","-"
10.3,10.3,9.6,9.6,1674093600,300,1245.4545454545455,"0.24","2023-01-19T09:00:00.000Z","up"
9.6,9.6,9.6,9.6,1674112200,500,1245.4545454545455,"0.40","2023-01-19T14:10:00.000Z","-"
9.6,9.6,9.6,9.6,1674112500,1500,1245.4545454545455,"1.20","2023-01-19T14:15:00.000Z","-"
9.6,9.6,9.6,9.6,1674114300,100,1245.4545454545455,"0.08","2023-01-19T14:45:00.000Z","-"
9.6,9.6,9.6,9.6,1674786300,300,1245.4545454545455,"0.24","2023-01-27T09:25:00.000Z","-"
9.6,9.6,9.6,9.6,1674786600,400,1245.4545454545455,"0.32","2023-01-27T09:30:00.000Z","-"
9.8,9.8,9.8,9.8,1674804300,100,1245.4545454545455,"0.08","2023-01-27T14:25:00.000Z","-"
9.5,9.5,9.5,9.5,1675045500,3000,1245.4545454545455,"2.41","2023-01-30T09:25:00.000Z","-"
9.8,9.8,9.8,9.8,1675048500,600,1245.4545454545455,"0.48","2023-01-30T10:15:00.000Z","-"
9.8,9.8,9.8,9.8,1675048800,100,1245.4545454545455,"0.08","2023-01-30T10:20:00.000Z","-"
9.8,9.8,9.8,9.8,1675050000,200,1245.4545454545455,"0.16","2023-01-30T10:40:00.000Z","-"
9.8,9.8,9.8,9.8,1675050300,900,1245.4545454545455,"0.72","2023-01-30T10:45:00.000Z","-"
9.7,9.7,9.7,9.7,1675052100,800,1245.4545454545455,"0.64","2023-01-30T11:15:00.000Z","-"
9.7,9.7,9.7,9.7,1675059900,1300,1245.4545454545455,"1.04","2023-01-30T13:25:00.000Z","-"
9.8,9.8,9.8,9.8,1675061100,1000,1245.4545454545455,"0.80","2023-01-30T13:45:00.000Z","-"
9.8,9.8,9.8,9.8,1675061400,700,1245.4545454545455,"0.56","2023-01-30T13:50:00.000Z","-"
9.7,9.7,9.7,9.7,1675062900,1000,1245.4545454545455,"0.80","2023-01-30T14:15:00.000Z","-"
9.7,9.7,9.7,9.7,1675131300,300,1245.4545454545455,"0.24","2023-01-31T09:15:00.000Z","-"
9.7,9.7,9.7,9.7,1675134600,1000,1245.4545454545455,"0.80","2023-01-31T10:10:00.000Z","-"
9.7,9.7,9.7,9.7,1675137300,2000,1245.4545454545455,"1.61","2023-01-31T10:55:00.000Z","-"
9.7,9.7,9.7,9.7,1675138800,1800,1245.4545454545455,"1.45","2023-01-31T11:20:00.000Z","-"
9.7,9.7,9.7,9.7,1675139100,1200,1245.4545454545455,"0.96","2023-01-31T11:25:00.000Z","-"
10,10,10,10,1675145400,10000,1245.4545454545455,"8.03","2023-01-31T13:10:00.000Z","-"
10,10,10,10,1675145700,100,1245.4545454545455,"0.08","2023-01-31T13:15:00.000Z","-"
9.8,9.8,9.8,9.8,1675146900,100,1245.4545454545455,"0.08","2023-01-31T13:35:00.000Z","-"
9.9,9.9,9.8,9.8,1675148700,5000,1245.4545454545455,"4.01","2023-01-31T14:05:00.000Z","up"
9.8,9.8,9.8,9.8,1675149000,100,1245.4545454545455,"0.08","2023-01-31T14:10:00.000Z","-"
9.9,9.9,9.9,9.9,1675151100,100,1245.4545454545455,"0.08","2023-01-31T14:45:00.000Z","-"
10.1,10.1,10.1,10.1,1675217700,100,1245.4545454545455,"0.08","2023-02-01T09:15:00.000Z","-"
10,10.1,10,10.1,1675218000,600,1245.4545454545455,"0.48","2023-02-01T09:20:00.000Z","down"
9.9,9.9,9.9,9.9,1675221600,100,1245.4545454545455,"0.08","2023-02-01T10:20:00.000Z","-"
9.8,9.8,9.8,9.8,1675223100,1500,1245.4545454545455,"1.20","2023-02-01T10:45:00.000Z","-"
9.7,9.7,9.7,9.7,1675223400,700,1245.4545454545455,"0.56","2023-02-01T10:50:00.000Z","-"
9.6,9.6,9.6,9.6,1675223700,2000,1245.4545454545455,"1.61","2023-02-01T10:55:00.000Z","-"
9.5,9.5,9.5,9.5,1675224000,4000,1245.4545454545455,"3.21","2023-02-01T11:00:00.000Z","-"
9.5,9.5,9.5,9.5,1675225200,4300,1245.4545454545455,"3.45","2023-02-01T11:20:00.000Z","-"
9.5,9.5,9.5,9.5,1675225500,400,1245.4545454545455,"0.32","2023-02-01T11:25:00.000Z","-"
9.5,9.5,9.5,9.5,1675231200,100,1245.4545454545455,"0.08","2023-02-01T13:00:00.000Z","-"
9.5,9.5,9.5,9.5,1675232400,2800,1245.4545454545455,"2.25","2023-02-01T13:20:00.000Z","-"
9.5,9.5,9.5,9.5,1675233300,1100,1245.4545454545455,"0.88","2023-02-01T13:35:00.000Z","-"
9.8,9.8,9.5,9.5,1675236300,1300,1245.4545454545455,"1.04","2023-02-01T14:25:00.000Z","up"
