"c","h","l","o","t","v","av","r","date","updown"
31.3,31.3,31.3,31.3,1674007200,1600,1417.7215189873418,"1.13","2023-01-18T09:00:00.000Z","-"
31.3,31.3,31.3,31.3,1674008400,7800,1417.7215189873418,"5.50","2023-01-18T09:20:00.000Z","-"
31.3,31.3,31.3,31.3,1674009900,2000,1417.7215189873418,"1.41","2023-01-18T09:45:00.000Z","-"
31.3,31.3,31.3,31.3,1674022200,1000,1417.7215189873418,"0.71","2023-01-18T13:10:00.000Z","-"
31.3,31.3,31.3,31.3,1674025500,200,1417.7215189873418,"0.14","2023-01-18T14:05:00.000Z","-"
31.3,31.3,31.3,31.3,1674026400,1100,1417.7215189873418,"0.78","2023-01-18T14:20:00.000Z","-"
35.9,35.9,35,35.9,1674093600,4200,1417.7215189873418,"2.96","2023-01-19T09:00:00.000Z","-"
35.5,35.5,35.5,35.5,1674096000,1200,1417.7215189873418,"0.85","2023-01-19T09:40:00.000Z","-"
35.5,35.5,35.5,35.5,1674096600,100,1417.7215189873418,"0.07","2023-01-19T09:50:00.000Z","-"
34.5,34.5,34.5,34.5,1674097200,100,1417.7215189873418,"0.07","2023-01-19T10:00:00.000Z","-"
34.5,34.5,34.5,34.5,1674099000,400,1417.7215189873418,"0.28","2023-01-19T10:30:00.000Z","-"
34,34,34,34,1674099300,1000,1417.7215189873418,"0.71","2023-01-19T10:35:00.000Z","-"
33.5,33.5,33.5,33.5,1674099600,1500,1417.7215189873418,"1.06","2023-01-19T10:40:00.000Z","-"
32,32,32,32,1674099900,600,1417.7215189873418,"0.42","2023-01-19T10:45:00.000Z","-"
33,33,33,33,1674101400,1000,1417.7215189873418,"0.71","2023-01-19T11:10:00.000Z","-"
31,31.5,31,31.5,1674108000,4600,1417.7215189873418,"3.24","2023-01-19T13:00:00.000Z","down"
30.2,31.3,30.2,31.3,1674108300,3700,1417.7215189873418,"2.61","2023-01-19T13:05:00.000Z","down"
31,31,31,31,1674108600,600,1417.7215189873418,"0.42","2023-01-19T13:10:00.000Z","-"
31.1,31.1,31,31,1674108900,800,1417.7215189873418,"0.56","2023-01-19T13:15:00.000Z","up"
31.1,31.1,30.3,30.3,1674109800,400,1417.7215189873418,"0.28","2023-01-19T13:30:00.000Z","up"
31.1,31.1,31.1,31.1,1674110700,200,1417.7215189873418,"0.14","2023-01-19T13:45:00.000Z","-"
31.1,31.1,31.1,31.1,1674111600,200,1417.7215189873418,"0.14","2023-01-19T14:00:00.000Z","-"
30.6,30.8,30.6,30.8,1674113100,1900,1417.7215189873418,"1.34","2023-01-19T14:25:00.000Z","down"
31,31,31,31,1674114000,900,1417.7215189873418,"0.63","2023-01-19T14:40:00.000Z","-"
32,32,31,31,1674114600,800,1417.7215189873418,"0.56","2023-01-19T14:50:00.000Z","up"
31.5,31.5,31.5,31.5,1674114900,100,1417.7215189873418,"0.07","2023-01-19T14:55:00.000Z","-"
32.5,33,32.5,32.5,1674784800,5000,1417.7215189873418,"3.53","2023-01-27T09:00:00.000Z","-"
32.5,32.5,32.5,32.5,1674785400,500,1417.7215189873418,"0.35","2023-01-27T09:10:00.000Z","-"
32.5,32.5,32.5,32.5,1674785700,1100,1417.7215189873418,"0.78","2023-01-27T09:15:00.000Z","-"
32,32,32,32,1674786000,3000,1417.7215189873418,"2.12","2023-01-27T09:20:00.000Z","-"
32.4,32.4,32.4,32.4,1674786600,2000,1417.7215189873418,"1.41","2023-01-27T09:30:00.000Z","-"
32.1,32.1,32.1,32.1,1674787200,100,1417.7215189873418,"0.07","2023-01-27T09:40:00.000Z","-"
32,32,32,32,1674787500,1100,1417.7215189873418,"0.78","2023-01-27T09:45:00.000Z","-"
32,32,32,32,1674788400,500,1417.7215189873418,"0.35","2023-01-27T10:00:00.000Z","-"
31.5,31.5,31.5,31.5,1674790800,100,1417.7215189873418,"0.07","2023-01-27T10:40:00.000Z","-"
31.6,31.6,31.6,31.6,1674792300,200,1417.7215189873418,"0.14","2023-01-27T11:05:00.000Z","-"
31.7,31.7,31.7,31.7,1674793500,1500,1417.7215189873418,"1.06","2023-01-27T11:25:00.000Z","-"
31.7,31.7,31.7,31.7,1674799200,300,1417.7215189873418,"0.21","2023-01-27T13:00:00.000Z","-"
31.2,31.7,31.2,31.7,1674800400,11700,1417.7215189873418,"8.25","2023-01-27T13:20:00.000Z","down"
31.2,31.2,31.2,31.2,1674801300,3100,1417.7215189873418,"2.19","2023-01-27T13:35:00.000Z","-"
31.2,31.2,31.2,31.2,1674801600,200,1417.7215189873418,"0.14","2023-01-27T13:40:00.000Z","-"
31.2,31.2,31.2,31.2,1674801900,4200,1417.7215189873418,"2.96","2023-01-27T13:45:00.000Z","-"
32,32,31.4,31.4,1674803400,900,1417.7215189873418,"0.63","2023-01-27T14:10:00.000Z","up"
31,31,31,31,1674804000,700,1417.7215189873418,"0.49","2023-01-27T14:20:00.000Z","-"
31.7,31.7,31.7,31.7,1674805500,1000,1417.7215189873418,"0.71","2023-01-27T14:45:00.000Z","-"
31.7,31.7,31.7,31.7,1674805800,100,1417.7215189873418,"0.07","2023-01-27T14:50:00.000Z","-"
31.7,31.7,31.7,31.7,1675044000,100,1417.7215189873418,"0.07","2023-01-30T09:00:00.000Z","-"
31.7,31.7,31.7,31.7,1675047000,100,1417.7215189873418,"0.07","2023-01-30T09:50:00.000Z","-"
31.8,31.8,31.8,31.8,1675050300,100,1417.7215189873418,"0.07","2023-01-30T10:45:00.000Z","-"
31.2,31.2,31.2,31.2,1675059000,100,1417.7215189873418,"0.07","2023-01-30T13:10:00.000Z","-"
31.6,31.6,31.6,31.6,1675060200,300,1417.7215189873418,"0.21","2023-01-30T13:30:00.000Z","-"
31.6,31.6,31.6,31.6,1675060800,100,1417.7215189873418,"0.07","2023-01-30T13:40:00.000Z","-"
31.1,31.1,31.1,31.1,1675061100,3000,1417.7215189873418,"2.12","2023-01-30T13:45:00.000Z","-"
32,32,31.1,31.1,1675063200,2700,1417.7215189873418,"1.90","2023-01-30T14:20:00.000Z","up"
33.5,33.5,33.5,33.5,1675130400,100,1417.7215189873418,"0.07","2023-01-31T09:00:00.000Z","-"
33,33,33,33,1675133700,100,1417.7215189873418,"0.07","2023-01-31T09:55:00.000Z","-"
31.6,31.6,31.6,31.6,1675144800,200,1417.7215189873418,"0.14","2023-01-31T13:00:00.000Z","-"
31.5,31.5,31.5,31.5,1675145100,2100,1417.7215189873418,"1.48","2023-01-31T13:05:00.000Z","-"
32,32,32,32,1675146300,200,1417.7215189873418,"0.14","2023-01-31T13:25:00.000Z","-"
32,32,32,32,1675146900,100,1417.7215189873418,"0.07","2023-01-31T13:35:00.000Z","-"
31.7,31.7,31.7,31.7,1675147800,6000,1417.7215189873418,"4.23","2023-01-31T13:50:00.000Z","-"
31.7,31.7,31.7,31.7,1675148100,400,1417.7215189873418,"0.28","2023-01-31T13:55:00.000Z","-"
31.7,31.7,31.7,31.7,1675148400,100,1417.7215189873418,"0.07","2023-01-31T14:00:00.000Z","-"
31.6,31.6,31.5,31.5,1675148700,1000,1417.7215189873418,"0.71","2023-01-31T14:05:00.000Z","up"
31.7,31.7,31.7,31.7,1675149300,100,1417.7215189873418,"0.07","2023-01-31T14:15:00.000Z","-"
31.7,31.7,31.7,31.7,1675151100,100,1417.7215189873418,"0.07","2023-01-31T14:45:00.000Z","-"
31.7,31.7,31.7,31.7,1675218300,2500,1417.7215189873418,"1.76","2023-02-01T09:25:00.000Z","-"
31.7,31.7,31.7,31.7,1675218600,1600,1417.7215189873418,"1.13","2023-02-01T09:30:00.000Z","-"
32.4,32.4,32.4,32.4,1675221000,200,1417.7215189873418,"0.14","2023-02-01T10:10:00.000Z","-"
32.4,32.4,32.4,32.4,1675221900,200,1417.7215189873418,"0.14","2023-02-01T10:25:00.000Z","-"
32.4,32.4,32.4,32.4,1675222500,100,1417.7215189873418,"0.07","2023-02-01T10:35:00.000Z","-"
32,32,32,32,1675231200,500,1417.7215189873418,"0.35","2023-02-01T13:00:00.000Z","-"
32,32,32,32,1675233900,200,1417.7215189873418,"0.14","2023-02-01T13:45:00.000Z","-"
32.2,32.2,32,32,1675234200,2800,1417.7215189873418,"1.97","2023-02-01T13:50:00.000Z","up"
32.3,32.3,32,32,1675234500,4000,1417.7215189873418,"2.82","2023-02-01T13:55:00.000Z","up"
32,32,32,32,1675234800,1200,1417.7215189873418,"0.85","2023-02-01T14:00:00.000Z","-"
31.7,32,31.7,32,1675235700,6000,1417.7215189873418,"4.23","2023-02-01T14:15:00.000Z","down"
31.7,31.7,31.7,31.7,1675236600,100,1417.7215189873418,"0.07","2023-02-01T14:30:00.000Z","-"
31.7,31.7,31.7,31.7,1675236900,300,1417.7215189873418,"0.21","2023-02-01T14:35:00.000Z","-"
