"c","h","l","o","t","v","av","r","date","updown"
14,14,14,14,1674008100,200,708.5714285714286,"0.28","2023-01-18T09:15:00.000Z","-"
14,14,13.95,13.95,1674012300,1000,708.5714285714286,"1.41","2023-01-18T10:25:00.000Z","up"
13.5,13.5,13.3,13.5,1674024900,2000,708.5714285714286,"2.82","2023-01-18T13:55:00.000Z","-"
13.9,13.9,13.9,13.9,1674027900,500,708.5714285714286,"0.71","2023-01-18T14:45:00.000Z","-"
14,14,14,14,1674094800,1000,708.5714285714286,"1.41","2023-01-19T09:20:00.000Z","-"
13.5,13.5,13.5,13.5,1674095400,300,708.5714285714286,"0.42","2023-01-19T09:30:00.000Z","-"
13.55,13.55,13.55,13.55,1674097500,400,708.5714285714286,"0.56","2023-01-19T10:05:00.000Z","-"
13.65,13.7,13.65,13.7,1674100800,400,708.5714285714286,"0.56","2023-01-19T11:00:00.000Z","down"
13.6,13.65,13.6,13.65,1674108000,600,708.5714285714286,"0.85","2023-01-19T13:00:00.000Z","down"
13.6,13.6,13.6,13.6,1674108300,200,708.5714285714286,"0.28","2023-01-19T13:05:00.000Z","-"
13.95,13.95,13.95,13.95,1674113400,100,708.5714285714286,"0.14","2023-01-19T14:30:00.000Z","-"
13.6,13.6,13.6,13.6,1674787500,1000,708.5714285714286,"1.41","2023-01-27T09:45:00.000Z","-"
13.7,13.7,13.7,13.7,1674788100,500,708.5714285714286,"0.71","2023-01-27T09:55:00.000Z","-"
13.7,13.7,13.7,13.7,1674789600,2000,708.5714285714286,"2.82","2023-01-27T10:20:00.000Z","-"
13.7,13.7,13.7,13.7,1674790500,100,708.5714285714286,"0.14","2023-01-27T10:35:00.000Z","-"
13.7,13.7,13.7,13.7,1674792000,200,708.5714285714286,"0.28","2023-01-27T11:00:00.000Z","-"
13.7,13.7,13.7,13.7,1674799800,200,708.5714285714286,"0.28","2023-01-27T13:10:00.000Z","-"
13.7,13.7,13.7,13.7,1674800100,1000,708.5714285714286,"1.41","2023-01-27T13:15:00.000Z","-"
13.75,13.75,13.75,13.75,1674802200,700,708.5714285714286,"0.99","2023-01-27T13:50:00.000Z","-"
13.65,13.65,13.65,13.65,1674804000,700,708.5714285714286,"0.99","2023-01-27T14:20:00.000Z","-"
13.5,13.65,13.5,13.65,1675045500,2000,708.5714285714286,"2.82","2023-01-30T09:25:00.000Z","down"
13.65,13.65,13.65,13.65,1675046400,200,708.5714285714286,"0.28","2023-01-30T09:40:00.000Z","-"
13.95,13.95,13.95,13.95,1675051200,100,708.5714285714286,"0.14","2023-01-30T11:00:00.000Z","-"
13.6,13.6,13.6,13.6,1675061100,300,708.5714285714286,"0.42","2023-01-30T13:45:00.000Z","-"
13.6,13.6,13.6,13.6,1675134000,1200,708.5714285714286,"1.69","2023-01-31T10:00:00.000Z","-"
13.6,13.6,13.6,13.6,1675134300,100,708.5714285714286,"0.14","2023-01-31T10:05:00.000Z","-"
13.6,13.6,13.6,13.6,1675134900,100,708.5714285714286,"0.14","2023-01-31T10:15:00.000Z","-"
13.65,13.65,13.65,13.65,1675145400,100,708.5714285714286,"0.14","2023-01-31T13:10:00.000Z","-"
13.65,13.65,13.65,13.65,1675147500,100,708.5714285714286,"0.14","2023-01-31T13:45:00.000Z","-"
13.5,13.5,13.5,13.5,1675219200,300,708.5714285714286,"0.42","2023-02-01T09:40:00.000Z","-"
13.8,13.8,13.8,13.8,1675223100,200,708.5714285714286,"0.28","2023-02-01T10:45:00.000Z","-"
13.6,13.6,13.6,13.6,1675223700,5200,708.5714285714286,"7.34","2023-02-01T10:55:00.000Z","-"
13.5,13.5,13.5,13.5,1675224000,600,708.5714285714286,"0.85","2023-02-01T11:00:00.000Z","-"
13.5,13.5,13.5,13.5,1675225500,1000,708.5714285714286,"1.41","2023-02-01T11:25:00.000Z","-"
13.6,13.6,13.6,13.6,1675234500,200,708.5714285714286,"0.28","2023-02-01T13:55:00.000Z","-"
