┌─────────┬──────┬──────┬──────┬──────┬────────────┬───────┬───────────────────┬─────────┬────────────────────────────┬────────┐
│ (index) │  c   │  h   │  l   │  o   │     t      │   v   │        av         │    r    │            date            │ updown │
├─────────┼──────┼──────┼──────┼──────┼────────────┼───────┼───────────────────┼─────────┼────────────────────────────┼────────┤
│    0    │ 5.69 │ 5.69 │ 5.67 │ 5.67 │ 1674008700 │  500  │ 826.6666666666666 │ '0.60'  │ '2023-01-18T09:25:00.000Z' │  'up'  │
│    1    │ 5.7  │ 5.7  │ 5.69 │ 5.69 │ 1674009000 │  800  │ 826.6666666666666 │ '0.97'  │ '2023-01-18T09:30:00.000Z' │  'up'  │
│    2    │ 5.54 │ 5.54 │ 5.54 │ 5.54 │ 1674021600 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-18T13:00:00.000Z' │  '-'   │
│    3    │ 5.64 │ 5.64 │ 5.64 │ 5.64 │ 1674023400 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-18T13:30:00.000Z' │  '-'   │
│    4    │ 5.68 │ 5.68 │ 5.6  │ 5.6  │ 1674094500 │  500  │ 826.6666666666666 │ '0.60'  │ '2023-01-19T09:15:00.000Z' │  'up'  │
│    5    │ 5.68 │ 5.68 │ 5.68 │ 5.68 │ 1674097800 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-19T10:10:00.000Z' │  '-'   │
│    6    │ 6.03 │ 6.03 │ 5.69 │ 5.69 │ 1674098400 │  600  │ 826.6666666666666 │ '0.73'  │ '2023-01-19T10:20:00.000Z' │  'up'  │
│    7    │  6   │  6   │ 5.99 │ 5.99 │ 1674099000 │ 3000  │ 826.6666666666666 │ '3.63'  │ '2023-01-19T10:30:00.000Z' │  'up'  │
│    8    │ 5.63 │ 5.63 │ 5.63 │ 5.63 │ 1674099300 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-19T10:35:00.000Z' │  '-'   │
│    9    │ 5.6  │ 5.63 │ 5.6  │ 5.63 │ 1674101100 │  300  │ 826.6666666666666 │ '0.36'  │ '2023-01-19T11:05:00.000Z' │ 'down' │
│   10    │ 5.6  │ 5.61 │ 5.6  │ 5.61 │ 1674108000 │  400  │ 826.6666666666666 │ '0.48'  │ '2023-01-19T13:00:00.000Z' │ 'down' │
│   11    │ 5.6  │ 5.61 │ 5.6  │ 5.61 │ 1674112500 │ 1000  │ 826.6666666666666 │ '1.21'  │ '2023-01-19T14:15:00.000Z' │ 'down' │
│   12    │ 5.75 │ 5.75 │ 5.75 │ 5.75 │ 1674788100 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-27T09:55:00.000Z' │  '-'   │
│   13    │ 5.75 │ 5.75 │ 5.75 │ 5.75 │ 1674789000 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-27T10:10:00.000Z' │  '-'   │
│   14    │ 5.74 │ 5.74 │ 5.74 │ 5.74 │ 1674790200 │  200  │ 826.6666666666666 │ '0.24'  │ '2023-01-27T10:30:00.000Z' │  '-'   │
│   15    │ 5.79 │ 5.79 │ 5.79 │ 5.79 │ 1674790800 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-27T10:40:00.000Z' │  '-'   │
│   16    │ 5.74 │ 5.8  │ 5.74 │ 5.78 │ 1674791400 │  600  │ 826.6666666666666 │ '0.73'  │ '2023-01-27T10:50:00.000Z' │ 'down' │
│   17    │ 5.85 │ 5.85 │ 5.85 │ 5.85 │ 1674792600 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-27T11:10:00.000Z' │  '-'   │
│   18    │ 5.84 │ 5.84 │ 5.84 │ 5.84 │ 1674799200 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-27T13:00:00.000Z' │  '-'   │
│   19    │ 5.9  │ 5.9  │ 5.84 │ 5.84 │ 1674800100 │  500  │ 826.6666666666666 │ '0.60'  │ '2023-01-27T13:15:00.000Z' │  'up'  │
│   20    │ 5.9  │ 5.9  │ 5.89 │ 5.89 │ 1674804000 │  500  │ 826.6666666666666 │ '0.60'  │ '2023-01-27T14:20:00.000Z' │  'up'  │
│   21    │ 5.89 │ 5.89 │ 5.89 │ 5.89 │ 1675044900 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-30T09:15:00.000Z' │  '-'   │
│   22    │ 5.88 │ 5.88 │ 5.87 │ 5.87 │ 1675050000 │  600  │ 826.6666666666666 │ '0.73'  │ '2023-01-30T10:40:00.000Z' │  'up'  │
│   23    │ 5.88 │ 5.88 │ 5.87 │ 5.87 │ 1675050300 │ 1500  │ 826.6666666666666 │ '1.81'  │ '2023-01-30T10:45:00.000Z' │  'up'  │
│   24    │ 5.87 │ 5.87 │ 5.85 │ 5.85 │ 1675058700 │  200  │ 826.6666666666666 │ '0.24'  │ '2023-01-30T13:05:00.000Z' │  'up'  │
│   25    │ 5.88 │ 5.88 │ 5.87 │ 5.87 │ 1675059600 │  200  │ 826.6666666666666 │ '0.24'  │ '2023-01-30T13:20:00.000Z' │  'up'  │
│   26    │ 5.87 │ 5.87 │ 5.87 │ 5.87 │ 1675060200 │  500  │ 826.6666666666666 │ '0.60'  │ '2023-01-30T13:30:00.000Z' │  '-'   │
│   27    │ 5.87 │ 5.87 │ 5.87 │ 5.87 │ 1675061100 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-30T13:45:00.000Z' │  '-'   │
│   28    │ 5.87 │ 5.87 │ 5.87 │ 5.87 │ 1675062600 │ 1000  │ 826.6666666666666 │ '1.21'  │ '2023-01-30T14:10:00.000Z' │  '-'   │
│   29    │ 5.87 │ 5.87 │ 5.87 │ 5.87 │ 1675062900 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-30T14:15:00.000Z' │  '-'   │
│   30    │ 5.8  │ 5.8  │ 5.8  │ 5.8  │ 1675064700 │ 1100  │ 826.6666666666666 │ '1.33'  │ '2023-01-30T14:45:00.000Z' │  '-'   │
│   31    │ 5.6  │ 5.61 │ 5.6  │ 5.61 │ 1675131900 │ 2200  │ 826.6666666666666 │ '2.66'  │ '2023-01-31T09:25:00.000Z' │ 'down' │
│   32    │ 5.87 │ 5.87 │ 5.87 │ 5.87 │ 1675132800 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-31T09:40:00.000Z' │  '-'   │
│   33    │ 5.87 │ 5.87 │ 5.87 │ 5.87 │ 1675135800 │ 1800  │ 826.6666666666666 │ '2.18'  │ '2023-01-31T10:30:00.000Z' │  '-'   │
│   34    │ 5.87 │ 5.87 │ 5.87 │ 5.87 │ 1675136100 │ 1200  │ 826.6666666666666 │ '1.45'  │ '2023-01-31T10:35:00.000Z' │  '-'   │
│   35    │ 5.87 │ 5.87 │ 5.87 │ 5.87 │ 1675136400 │ 1100  │ 826.6666666666666 │ '1.33'  │ '2023-01-31T10:40:00.000Z' │  '-'   │
│   36    │ 5.7  │ 5.7  │ 5.7  │ 5.7  │ 1675145700 │  300  │ 826.6666666666666 │ '0.36'  │ '2023-01-31T13:15:00.000Z' │  '-'   │
│   37    │ 5.84 │ 5.84 │ 5.84 │ 5.84 │ 1675146300 │  300  │ 826.6666666666666 │ '0.36'  │ '2023-01-31T13:25:00.000Z' │  '-'   │
│   38    │ 5.84 │ 5.84 │ 5.84 │ 5.84 │ 1675147200 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-31T13:40:00.000Z' │  '-'   │
│   39    │ 5.82 │ 5.82 │ 5.82 │ 5.82 │ 1675148400 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-31T14:00:00.000Z' │  '-'   │
│   40    │ 5.82 │ 5.82 │ 5.82 │ 5.82 │ 1675148700 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-31T14:05:00.000Z' │  '-'   │
│   41    │ 5.73 │ 5.73 │ 5.73 │ 5.73 │ 1675149600 │  300  │ 826.6666666666666 │ '0.36'  │ '2023-01-31T14:20:00.000Z' │  '-'   │
│   42    │ 5.82 │ 5.82 │ 5.82 │ 5.82 │ 1675149900 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-01-31T14:25:00.000Z' │  '-'   │
│   43    │ 5.87 │ 5.87 │ 5.87 │ 5.87 │ 1675217700 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-02-01T09:15:00.000Z' │  '-'   │
│   44    │ 5.88 │ 5.88 │ 5.87 │ 5.87 │ 1675218300 │ 1100  │ 826.6666666666666 │ '1.33'  │ '2023-02-01T09:25:00.000Z' │  'up'  │
│   45    │ 5.88 │ 5.88 │ 5.88 │ 5.88 │ 1675218900 │  500  │ 826.6666666666666 │ '0.60'  │ '2023-02-01T09:35:00.000Z' │  '-'   │
│   46    │ 5.88 │ 5.88 │ 5.88 │ 5.88 │ 1675219200 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-02-01T09:40:00.000Z' │  '-'   │
│   47    │ 5.9  │ 5.9  │ 5.87 │ 5.87 │ 1675221600 │ 13100 │ 826.6666666666666 │ '15.85' │ '2023-02-01T10:20:00.000Z' │  'up'  │
│   48    │ 5.9  │ 5.9  │ 5.9  │ 5.9  │ 1675221900 │ 1000  │ 826.6666666666666 │ '1.21'  │ '2023-02-01T10:25:00.000Z' │  '-'   │
│   49    │ 5.9  │ 5.9  │ 5.9  │ 5.9  │ 1675222200 │  200  │ 826.6666666666666 │ '0.24'  │ '2023-02-01T10:30:00.000Z' │  '-'   │
│   50    │ 5.88 │ 5.88 │ 5.88 │ 5.88 │ 1675223100 │ 2000  │ 826.6666666666666 │ '2.42'  │ '2023-02-01T10:45:00.000Z' │  '-'   │
│   51    │ 5.88 │ 5.88 │ 5.88 │ 5.88 │ 1675223400 │ 3000  │ 826.6666666666666 │ '3.63'  │ '2023-02-01T10:50:00.000Z' │  '-'   │
│   52    │ 5.88 │ 5.88 │ 5.88 │ 5.88 │ 1675231200 │  200  │ 826.6666666666666 │ '0.24'  │ '2023-02-01T13:00:00.000Z' │  '-'   │
│   53    │ 5.88 │ 5.88 │ 5.88 │ 5.88 │ 1675232400 │  100  │ 826.6666666666666 │ '0.12'  │ '2023-02-01T13:20:00.000Z' │  '-'   │
│   54    │ 5.88 │ 5.88 │ 5.88 │ 5.88 │ 1675233900 │ 1000  │ 826.6666666666666 │ '1.21'  │ '2023-02-01T13:45:00.000Z' │  '-'   │
│   55    │ 5.88 │ 5.88 │ 5.85 │ 5.85 │ 1675235400 │ 1500  │ 826.6666666666666 │ '1.81'  │ '2023-02-01T14:10:00.000Z' │  'up'  │
│   56    │ 5.88 │ 5.88 │ 5.88 │ 5.88 │ 1675235700 │  200  │ 826.6666666666666 │ '0.24'  │ '2023-02-01T14:15:00.000Z' │  '-'   │
│   57    │ 5.85 │ 5.85 │ 5.85 │ 5.85 │ 1675236000 │  500  │ 826.6666666666666 │ '0.60'  │ '2023-02-01T14:20:00.000Z' │  '-'   │
│   58    │ 5.85 │ 5.85 │ 5.85 │ 5.85 │ 1675236300 │ 1600  │ 826.6666666666666 │ '1.94'  │ '2023-02-01T14:25:00.000Z' │  '-'   │
│   59    │ 5.82 │ 5.82 │ 5.82 │ 5.82 │ 1675237500 │  500  │ 826.6666666666666 │ '0.60'  │ '2023-02-01T14:45:00.000Z' │  '-'   │
└─────────┴──────┴──────┴──────┴──────┴────────────┴───────┴───────────────────┴─────────┴────────────────────────────┴────────┘
