"c","h","l","o","t","v","av","r","date","updown"
1.1,1.1,1.1,1.1,1674787200,100,3547.3684210526317,"0.03","2023-01-27T09:40:00.000Z","-"
1,1,1,1,1674787500,1000,3547.3684210526317,"0.28","2023-01-27T09:45:00.000Z","-"
1.1,1.1,1.1,1.1,1674788400,100,3547.3684210526317,"0.03","2023-01-27T10:00:00.000Z","-"
1.1,1.1,1.1,1.1,1674789000,2000,3547.3684210526317,"0.56","2023-01-27T10:10:00.000Z","-"
1.1,1.1,1.1,1.1,1674789600,400,3547.3684210526317,"0.11","2023-01-27T10:20:00.000Z","-"
1.1,1.1,1.1,1.1,1674789900,100,3547.3684210526317,"0.03","2023-01-27T10:25:00.000Z","-"
1.1,1.1,1.1,1.1,1674791100,200,3547.3684210526317,"0.06","2023-01-27T10:45:00.000Z","-"
1.1,1.1,1.1,1.1,1674792000,100,3547.3684210526317,"0.03","2023-01-27T11:00:00.000Z","-"
1.1,1.1,1.1,1.1,1674792600,1400,3547.3684210526317,"0.39","2023-01-27T11:10:00.000Z","-"
1,1,1,1,1674799200,800,3547.3684210526317,"0.23","2023-01-27T13:00:00.000Z","-"
1.1,1.1,1.1,1.1,1674799500,100,3547.3684210526317,"0.03","2023-01-27T13:05:00.000Z","-"
1.1,1.1,1.1,1.1,1674799800,9900,3547.3684210526317,"2.79","2023-01-27T13:10:00.000Z","-"
1.1,1.1,1.1,1.1,1674800100,9900,3547.3684210526317,"2.79","2023-01-27T13:15:00.000Z","-"
1.1,1.1,1.1,1.1,1674800400,100,3547.3684210526317,"0.03","2023-01-27T13:20:00.000Z","-"
1.1,1.1,1.1,1.1,1674802200,5000,3547.3684210526317,"1.41","2023-01-27T13:50:00.000Z","-"
1.1,1.1,1.1,1.1,1674802500,12000,3547.3684210526317,"3.38","2023-01-27T13:55:00.000Z","-"
1,1,1,1,1674803100,200,3547.3684210526317,"0.06","2023-01-27T14:05:00.000Z","-"
1.1,1.1,1.1,1.1,1674804900,1000,3547.3684210526317,"0.28","2023-01-27T14:35:00.000Z","-"
1.1,1.1,1.1,1.1,1674805200,23000,3547.3684210526317,"6.48","2023-01-27T14:40:00.000Z","-"
