"c","h","l","o","t","v","av","r","date","updown"
17.95,17.95,17.75,17.75,1674008100,66400,48640.282685512364,"1.37","2023-01-18T09:15:00.000Z","up"
17.9,18,17.85,17.95,1674008400,42600,48640.282685512364,"0.88","2023-01-18T09:20:00.000Z","down"
17.95,17.95,17.85,17.9,1674008700,22900,48640.282685512364,"0.47","2023-01-18T09:25:00.000Z","up"
17.85,17.95,17.85,17.95,1674009000,23500,48640.282685512364,"0.48","2023-01-18T09:30:00.000Z","down"
17.95,17.95,17.85,17.85,1674009300,12200,48640.282685512364,"0.25","2023-01-18T09:35:00.000Z","up"
17.9,17.95,17.85,17.95,1674009600,20800,48640.282685512364,"0.43","2023-01-18T09:40:00.000Z","down"
17.9,17.9,17.9,17.9,1674009900,13700,48640.282685512364,"0.28","2023-01-18T09:45:00.000Z","-"
17.9,17.9,17.85,17.85,1674010200,13100,48640.282685512364,"0.27","2023-01-18T09:50:00.000Z","up"
17.9,17.95,17.9,17.9,1674010500,31200,48640.282685512364,"0.64","2023-01-18T09:55:00.000Z","-"
17.85,17.9,17.85,17.9,1674010800,18200,48640.282685512364,"0.37","2023-01-18T10:00:00.000Z","down"
17.8,17.85,17.8,17.85,1674011100,15400,48640.282685512364,"0.32","2023-01-18T10:05:00.000Z","down"
17.75,17.8,17.75,17.8,1674011400,12500,48640.282685512364,"0.26","2023-01-18T10:10:00.000Z","down"
17.75,17.8,17.75,17.8,1674011700,7400,48640.282685512364,"0.15","2023-01-18T10:15:00.000Z","down"
17.7,17.75,17.7,17.75,1674012000,18100,48640.282685512364,"0.37","2023-01-18T10:20:00.000Z","down"
17.75,17.8,17.7,17.7,1674012300,14000,48640.282685512364,"0.29","2023-01-18T10:25:00.000Z","up"
17.75,17.8,17.75,17.8,1674012600,9500,48640.282685512364,"0.20","2023-01-18T10:30:00.000Z","down"
17.8,17.8,17.75,17.75,1674012900,2700,48640.282685512364,"0.06","2023-01-18T10:35:00.000Z","up"
17.8,17.8,17.75,17.8,1674013200,10700,48640.282685512364,"0.22","2023-01-18T10:40:00.000Z","-"
18.15,18.2,17.8,17.8,1674013500,274000,48640.282685512364,"5.63","2023-01-18T10:45:00.000Z","up"
