"c","h","l","o","t","v","av","r","date","updown"
47,47,47,47,1674008400,300,559.4594594594595,"0.54","2023-01-18T09:20:00.000Z","-"
46.85,46.85,46.85,46.85,1674021600,100,559.4594594594595,"0.18","2023-01-18T13:00:00.000Z","-"
46.8,46.8,46.8,46.8,1674023100,100,559.4594594594595,"0.18","2023-01-18T13:25:00.000Z","-"
46.8,46.8,46.8,46.8,1674095400,100,559.4594594594595,"0.18","2023-01-19T09:30:00.000Z","-"
46.5,46.5,46.45,46.45,1674112500,200,559.4594594594595,"0.36","2023-01-19T14:15:00.000Z","up"
45.2,45.3,45.2,45.3,1674785700,600,559.4594594594595,"1.07","2023-01-27T09:15:00.000Z","down"
45.2,45.2,45.2,45.2,1674786000,100,559.4594594594595,"0.18","2023-01-27T09:20:00.000Z","-"
45.9,45.9,45.9,45.9,1674787200,100,559.4594594594595,"0.18","2023-01-27T09:40:00.000Z","-"
45.05,45.1,45.05,45.1,1674789000,400,559.4594594594595,"0.71","2023-01-27T10:10:00.000Z","down"
45.1,45.1,45.1,45.1,1674789300,100,559.4594594594595,"0.18","2023-01-27T10:15:00.000Z","-"
45.6,45.6,45.6,45.6,1674803100,100,559.4594594594595,"0.18","2023-01-27T14:05:00.000Z","-"
45,45.5,45,45.5,1674803700,3600,559.4594594594595,"6.43","2023-01-27T14:15:00.000Z","down"
45,45,45,45,1674804000,200,559.4594594594595,"0.36","2023-01-27T14:20:00.000Z","-"
45.45,45.45,45.45,45.45,1674805500,100,559.4594594594595,"0.18","2023-01-27T14:45:00.000Z","-"
45.8,45.8,45.5,45.5,1675046100,200,559.4594594594595,"0.36","2023-01-30T09:35:00.000Z","up"
45.8,45.8,45.8,45.8,1675047000,100,559.4594594594595,"0.18","2023-01-30T09:50:00.000Z","-"
45.8,45.8,45.8,45.8,1675050300,100,559.4594594594595,"0.18","2023-01-30T10:45:00.000Z","-"
45.85,45.85,45.85,45.85,1675058400,100,559.4594594594595,"0.18","2023-01-30T13:00:00.000Z","-"
46,46,46,46,1675058700,100,559.4594594594595,"0.18","2023-01-30T13:05:00.000Z","-"
46.7,46.7,46.7,46.7,1675059600,100,559.4594594594595,"0.18","2023-01-30T13:20:00.000Z","-"
46.8,46.8,46.75,46.75,1675060200,300,559.4594594594595,"0.54","2023-01-30T13:30:00.000Z","up"
46.8,46.8,46.8,46.8,1675060800,100,559.4594594594595,"0.18","2023-01-30T13:40:00.000Z","-"
48.5,48.6,47,47,1675061100,300,559.4594594594595,"0.54","2023-01-30T13:45:00.000Z","up"
47.5,47.5,47.5,47.5,1675062600,200,559.4594594594595,"0.36","2023-01-30T14:10:00.000Z","-"
47.5,47.5,47.5,47.5,1675131300,200,559.4594594594595,"0.36","2023-01-31T09:15:00.000Z","-"
47.5,47.5,47.5,47.5,1675135500,100,559.4594594594595,"0.18","2023-01-31T10:25:00.000Z","-"
47.55,47.55,47.3,47.3,1675144800,10000,559.4594594594595,"17.87","2023-01-31T13:00:00.000Z","up"
47.55,47.55,47.55,47.55,1675145700,100,559.4594594594595,"0.18","2023-01-31T13:15:00.000Z","-"
47.4,47.4,47.4,47.4,1675148100,100,559.4594594594595,"0.18","2023-01-31T13:55:00.000Z","-"
47.35,47.35,47.35,47.35,1675218300,100,559.4594594594595,"0.18","2023-02-01T09:25:00.000Z","-"
47.35,47.35,47.35,47.35,1675219500,300,559.4594594594595,"0.54","2023-02-01T09:45:00.000Z","-"
47.3,47.3,47.3,47.3,1675221000,100,559.4594594594595,"0.18","2023-02-01T10:10:00.000Z","-"
47.3,47.3,47.3,47.3,1675221300,900,559.4594594594595,"1.61","2023-02-01T10:15:00.000Z","-"
45.3,45.3,45.3,45.3,1675222500,100,559.4594594594595,"0.18","2023-02-01T10:35:00.000Z","-"
45.8,45.8,45.8,45.8,1675232400,100,559.4594594594595,"0.18","2023-02-01T13:20:00.000Z","-"
45.8,45.8,45.8,45.8,1675235700,800,559.4594594594595,"1.43","2023-02-01T14:15:00.000Z","-"
46.9,46.9,46.9,46.9,1675237500,100,559.4594594594595,"0.18","2023-02-01T14:45:00.000Z","-"
