"c","h","l","o","t","v","av","r","date","updown"
3.08,3.08,3.06,3.06,1674008100,4800,18322.846441947564,"0.26","2023-01-18T09:15:00.000Z","up"
3.08,3.08,3.08,3.08,1674008400,1100,18322.846441947564,"0.06","2023-01-18T09:20:00.000Z","-"
3.08,3.08,3.08,3.08,1674008700,700,18322.846441947564,"0.04","2023-01-18T09:25:00.000Z","-"
3.08,3.09,3.08,3.08,1674009000,14100,18322.846441947564,"0.77","2023-01-18T09:30:00.000Z","-"
3.08,3.08,3.08,3.08,1674009600,2400,18322.846441947564,"0.13","2023-01-18T09:40:00.000Z","-"
3.08,3.08,3.08,3.08,1674009900,10600,18322.846441947564,"0.58","2023-01-18T09:45:00.000Z","-"
3.07,3.08,3.07,3.08,1674010500,4600,18322.846441947564,"0.25","2023-01-18T09:55:00.000Z","down"
3.07,3.07,3.07,3.07,1674010800,1100,18322.846441947564,"0.06","2023-01-18T10:00:00.000Z","-"
3.08,3.08,3.08,3.08,1674011100,1000,18322.846441947564,"0.05","2023-01-18T10:05:00.000Z","-"
3.07,3.07,3.07,3.07,1674011400,600,18322.846441947564,"0.03","2023-01-18T10:10:00.000Z","-"
3.07,3.07,3.07,3.07,1674012000,300,18322.846441947564,"0.02","2023-01-18T10:20:00.000Z","-"
3.08,3.08,3.07,3.07,1674012600,17000,18322.846441947564,"0.93","2023-01-18T10:30:00.000Z","up"
3.07,3.07,3.07,3.07,1674012900,300,18322.846441947564,"0.02","2023-01-18T10:35:00.000Z","-"
3.08,3.08,3.07,3.07,1674013200,2400,18322.846441947564,"0.13","2023-01-18T10:40:00.000Z","up"
3.07,3.07,3.07,3.07,1674013500,8700,18322.846441947564,"0.47","2023-01-18T10:45:00.000Z","-"
3.05,3.06,3.05,3.06,1674013800,12800,18322.846441947564,"0.70","2023-01-18T10:50:00.000Z","down"
3.07,3.07,3.07,3.07,1674014100,100,18322.846441947564,"0.01","2023-01-18T10:55:00.000Z","-"
3.08,3.08,3.07,3.07,1674014400,8200,18322.846441947564,"0.45","2023-01-18T11:00:00.000Z","up"
3.07,3.07,3.06,3.06,1674014700,1900,18322.846441947564,"0.10","2023-01-18T11:05:00.000Z","up"
3.08,3.08,3.07,3.07,1674015000,2100,18322.846441947564,"0.11","2023-01-18T11:10:00.000Z","up"
3.07,3.07,3.07,3.07,1674015300,3100,18322.846441947564,"0.17","2023-01-18T11:15:00.000Z","-"
3.07,3.07,3.07,3.07,1674015900,1900,18322.846441947564,"0.10","2023-01-18T11:25:00.000Z","-"
3.07,3.08,3.07,3.08,1674021600,1000,18322.846441947564,"0.05","2023-01-18T13:00:00.000Z","down"
3.06,3.07,3.06,3.07,1674021900,4300,18322.846441947564,"0.23","2023-01-18T13:05:00.000Z","down"
3.07,3.07,3.07,3.07,1674022200,1300,18322.846441947564,"0.07","2023-01-18T13:10:00.000Z","-"
