"c","h","l","o","t","v","av","r","date","updown"
5.5,5.5,5.5,5.5,1674007200,500,1281.5384615384614,"0.39","2023-01-18T09:00:00.000Z","-"
5.7,5.7,5.6,5.6,1674015300,2500,1281.5384615384614,"1.95","2023-01-18T11:15:00.000Z","up"
5.8,5.8,5.8,5.8,1674015600,100,1281.5384615384614,"0.08","2023-01-18T11:20:00.000Z","-"
5.8,5.8,5.8,5.8,1674021900,2300,1281.5384615384614,"1.79","2023-01-18T13:05:00.000Z","-"
5.9,5.9,5.9,5.9,1674022200,100,1281.5384615384614,"0.08","2023-01-18T13:10:00.000Z","-"
5.9,5.9,5.9,5.9,1674022500,4100,1281.5384615384614,"3.20","2023-01-18T13:15:00.000Z","-"
5.8,5.8,5.8,5.8,1674026100,100,1281.5384615384614,"0.08","2023-01-18T14:15:00.000Z","-"
5.9,5.9,5.8,5.8,1674028500,200,1281.5384615384614,"0.16","2023-01-18T14:55:00.000Z","up"
6,6,5.8,5.8,1674098400,4200,1281.5384615384614,"3.28","2023-01-19T10:20:00.000Z","up"
6.1,6.1,6,6,1674098700,4700,1281.5384615384614,"3.67","2023-01-19T10:25:00.000Z","up"
6.3,6.3,6.2,6.2,1674099000,1800,1281.5384615384614,"1.40","2023-01-19T10:30:00.000Z","up"
6.2,6.2,6.2,6.2,1674099300,2000,1281.5384615384614,"1.56","2023-01-19T10:35:00.000Z","-"
6.2,6.2,6.2,6.2,1674099900,13000,1281.5384615384614,"10.14","2023-01-19T10:45:00.000Z","-"
6.1,6.1,6.1,6.1,1674100200,300,1281.5384615384614,"0.23","2023-01-19T10:50:00.000Z","-"
6.3,6.3,6.2,6.2,1674100500,900,1281.5384615384614,"0.70","2023-01-19T10:55:00.000Z","up"
5.9,5.9,5.9,5.9,1674108300,800,1281.5384615384614,"0.62","2023-01-19T13:05:00.000Z","-"
6.2,6.2,6.1,6.1,1674111600,3100,1281.5384615384614,"2.42","2023-01-19T14:00:00.000Z","up"
6,6,6,6,1674111900,500,1281.5384615384614,"0.39","2023-01-19T14:05:00.000Z","-"
6.2,6.2,6.2,6.2,1674113100,1000,1281.5384615384614,"0.78","2023-01-19T14:25:00.000Z","-"
6.2,6.2,6.2,6.2,1674113700,1000,1281.5384615384614,"0.78","2023-01-19T14:35:00.000Z","-"
6.5,6.5,6.2,6.2,1674114600,10300,1281.5384615384614,"8.04","2023-01-19T14:50:00.000Z","up"
6.6,6.6,6.5,6.5,1674114900,1500,1281.5384615384614,"1.17","2023-01-19T14:55:00.000Z","up"
6.9,6.9,6.9,6.9,1674784800,100,1281.5384615384614,"0.08","2023-01-27T09:00:00.000Z","-"
7,7,6.9,6.9,1674785100,300,1281.5384615384614,"0.23","2023-01-27T09:05:00.000Z","up"
6.5,6.5,6.5,6.5,1674787200,100,1281.5384615384614,"0.08","2023-01-27T09:40:00.000Z","-"
