"c","h","l","o","t","v","av","r","date","updown"
24,24.9,24,24.2,1674008100,31500,7757.758620689655,"4.06","2023-01-18T09:15:00.000Z","down"
24.1,24.1,24.1,24.1,1674008400,300,7757.758620689655,"0.04","2023-01-18T09:20:00.000Z","-"
24.05,24.1,24.05,24.1,1674008700,800,7757.758620689655,"0.10","2023-01-18T09:25:00.000Z","down"
24,24.05,24,24.05,1674009000,7000,7757.758620689655,"0.90","2023-01-18T09:30:00.000Z","down"
23.9,23.9,23.9,23.9,1674009300,3700,7757.758620689655,"0.48","2023-01-18T09:35:00.000Z","-"
24,24.05,24,24,1674009600,6100,7757.758620689655,"0.79","2023-01-18T09:40:00.000Z","-"
24,24,24,24,1674009900,700,7757.758620689655,"0.09","2023-01-18T09:45:00.000Z","-"
24,24.05,24,24,1674010200,2200,7757.758620689655,"0.28","2023-01-18T09:50:00.000Z","-"
24.1,24.1,24,24,1674010500,5100,7757.758620689655,"0.66","2023-01-18T09:55:00.000Z","up"
24,24.1,24,24.1,1674010800,2700,7757.758620689655,"0.35","2023-01-18T10:00:00.000Z","down"
23.9,24,23.9,24,1674011100,3000,7757.758620689655,"0.39","2023-01-18T10:05:00.000Z","down"
23.75,23.75,23.75,23.75,1674011400,1300,7757.758620689655,"0.17","2023-01-18T10:10:00.000Z","-"
23.9,23.9,23.9,23.9,1674011700,600,7757.758620689655,"0.08","2023-01-18T10:15:00.000Z","-"
24.1,24.1,23.9,23.9,1674012000,9000,7757.758620689655,"1.16","2023-01-18T10:20:00.000Z","up"
24.1,24.1,24.1,24.1,1674012300,2000,7757.758620689655,"0.26","2023-01-18T10:25:00.000Z","-"
23.7,24.1,23.7,24.1,1674012600,12800,7757.758620689655,"1.65","2023-01-18T10:30:00.000Z","down"
24.1,24.1,24.1,24.1,1674014100,800,7757.758620689655,"0.10","2023-01-18T10:55:00.000Z","-"
24.1,24.1,24.1,24.1,1674014400,800,7757.758620689655,"0.10","2023-01-18T11:00:00.000Z","-"
24.1,24.1,24.1,24.1,1674015000,1000,7757.758620689655,"0.13","2023-01-18T11:10:00.000Z","-"
24,24,24,24,1674015300,1100,7757.758620689655,"0.14","2023-01-18T11:15:00.000Z","-"
24,24,24,24,1674015600,1100,7757.758620689655,"0.14","2023-01-18T11:20:00.000Z","-"
23.85,23.9,23.85,23.9,1674015900,3700,7757.758620689655,"0.48","2023-01-18T11:25:00.000Z","down"
23.85,23.85,23.85,23.85,1674016200,1000,7757.758620689655,"0.13","2023-01-18T11:30:00.000Z","-"
23.85,23.85,23.85,23.85,1674021600,300,7757.758620689655,"0.04","2023-01-18T13:00:00.000Z","-"
23.95,23.95,23.95,23.95,1674021900,600,7757.758620689655,"0.08","2023-01-18T13:05:00.000Z","-"
24,24,24,24,1674022500,6700,7757.758620689655,"0.86","2023-01-18T13:15:00.000Z","-"
24,24,24,24,1674022800,600,7757.758620689655,"0.08","2023-01-18T13:20:00.000Z","-"
24,24,24,24,1674023100,6200,7757.758620689655,"0.80","2023-01-18T13:25:00.000Z","-"
23.9,24,23.9,24,1674023400,12800,7757.758620689655,"1.65","2023-01-18T13:30:00.000Z","down"
24,24,23.9,23.9,1674024000,5500,7757.758620689655,"0.71","2023-01-18T13:40:00.000Z","up"
23.95,23.95,23.95,23.95,1674024300,200,7757.758620689655,"0.03","2023-01-18T13:45:00.000Z","-"
23.9,24,23.9,24,1674024600,3400,7757.758620689655,"0.44","2023-01-18T13:50:00.000Z","down"
23.9,23.9,23.9,23.9,1674024900,1000,7757.758620689655,"0.13","2023-01-18T13:55:00.000Z","-"
23.95,23.95,23.9,23.9,1674025200,3000,7757.758620689655,"0.39","2023-01-18T14:00:00.000Z","up"
24.2,24.2,23.95,23.95,1674025500,18700,7757.758620689655,"2.41","2023-01-18T14:05:00.000Z","up"
24.2,24.2,24.2,24.2,1674025800,100,7757.758620689655,"0.01","2023-01-18T14:10:00.000Z","-"
24.1,24.1,24.1,24.1,1674026100,2500,7757.758620689655,"0.32","2023-01-18T14:15:00.000Z","-"
24.1,24.1,24.1,24.1,1674026400,500,7757.758620689655,"0.06","2023-01-18T14:20:00.000Z","-"
24,24,24,24,1674026700,9000,7757.758620689655,"1.16","2023-01-18T14:25:00.000Z","-"
23.85,23.9,23.85,23.9,1674027000,10000,7757.758620689655,"1.29","2023-01-18T14:30:00.000Z","down"
24,24,24,24,1674027900,51000,7757.758620689655,"6.57","2023-01-18T14:45:00.000Z","-"
24,24,23.55,23.55,1674094500,7100,7757.758620689655,"0.92","2023-01-19T09:15:00.000Z","up"
24,24,24,24,1674094800,1000,7757.758620689655,"0.13","2023-01-19T09:20:00.000Z","-"
23.8,23.8,23.8,23.8,1674095100,3000,7757.758620689655,"0.39","2023-01-19T09:25:00.000Z","-"
23.8,23.8,23.8,23.8,1674095400,2000,7757.758620689655,"0.26","2023-01-19T09:30:00.000Z","-"
24,24,24,24,1674096000,200,7757.758620689655,"0.03","2023-01-19T09:40:00.000Z","-"
24,24,24,24,1674096300,4800,7757.758620689655,"0.62","2023-01-19T09:45:00.000Z","-"
24.1,24.1,24,24,1674096600,2500,7757.758620689655,"0.32","2023-01-19T09:50:00.000Z","up"
24.05,24.05,24.05,24.05,1674096900,100,7757.758620689655,"0.01","2023-01-19T09:55:00.000Z","-"
24,24.05,24,24.05,1674097200,4400,7757.758620689655,"0.57","2023-01-19T10:00:00.000Z","down"
24,24,24,24,1674097800,500,7757.758620689655,"0.06","2023-01-19T10:10:00.000Z","-"
24.05,24.05,24,24,1674098100,9700,7757.758620689655,"1.25","2023-01-19T10:15:00.000Z","up"
24.05,24.1,24.05,24.05,1674098400,6700,7757.758620689655,"0.86","2023-01-19T10:20:00.000Z","-"
24,24.05,24,24,1674098700,2400,7757.758620689655,"0.31","2023-01-19T10:25:00.000Z","-"
24,24,24,24,1674099000,2000,7757.758620689655,"0.26","2023-01-19T10:30:00.000Z","-"
24.05,24.05,24,24,1674099300,5000,7757.758620689655,"0.64","2023-01-19T10:35:00.000Z","up"
24.15,24.35,24.05,24.05,1674099600,21500,7757.758620689655,"2.77","2023-01-19T10:40:00.000Z","up"
24.3,24.3,24.3,24.3,1674100200,100,7757.758620689655,"0.01","2023-01-19T10:50:00.000Z","-"
24.05,24.15,24.05,24.15,1674100500,1000,7757.758620689655,"0.13","2023-01-19T10:55:00.000Z","down"
24.3,24.3,24.1,24.1,1674100800,15900,7757.758620689655,"2.05","2023-01-19T11:00:00.000Z","up"
24,24.05,24,24.05,1674101100,21600,7757.758620689655,"2.78","2023-01-19T11:05:00.000Z","down"
23.95,24,23.9,24,1674101400,10100,7757.758620689655,"1.30","2023-01-19T11:10:00.000Z","down"
23.95,23.95,23.95,23.95,1674101700,1000,7757.758620689655,"0.13","2023-01-19T11:15:00.000Z","-"
23.9,23.95,23.9,23.95,1674102000,1000,7757.758620689655,"0.13","2023-01-19T11:20:00.000Z","down"
24.2,24.2,23.9,23.95,1674102300,3100,7757.758620689655,"0.40","2023-01-19T11:25:00.000Z","up"
23.95,23.95,23.9,23.9,1674108000,400,7757.758620689655,"0.05","2023-01-19T13:00:00.000Z","up"
23.95,23.95,23.95,23.95,1674108300,1000,7757.758620689655,"0.13","2023-01-19T13:05:00.000Z","-"
23.85,23.95,23.85,23.95,1674108600,14000,7757.758620689655,"1.80","2023-01-19T13:10:00.000Z","down"
23.8,23.85,23.8,23.85,1674108900,16200,7757.758620689655,"2.09","2023-01-19T13:15:00.000Z","down"
23.8,23.8,23.8,23.8,1674109200,1500,7757.758620689655,"0.19","2023-01-19T13:20:00.000Z","-"
23.8,23.8,23.8,23.8,1674109500,3000,7757.758620689655,"0.39","2023-01-19T13:25:00.000Z","-"
