"c","h","l","o","t","v","av","r","date","updown"
5.73,5.75,5.63,5.63,1674008100,758200,144319.3661971831,"5.25","2023-01-18T09:15:00.000Z","up"
5.69,5.75,5.68,5.73,1674008400,452600,144319.3661971831,"3.14","2023-01-18T09:20:00.000Z","down"
5.75,5.76,5.69,5.7,1674008700,179700,144319.3661971831,"1.25","2023-01-18T09:25:00.000Z","up"
5.77,5.78,5.75,5.75,1674009000,176600,144319.3661971831,"1.22","2023-01-18T09:30:00.000Z","up"
5.86,5.86,5.77,5.77,1674009300,473000,144319.3661971831,"3.28","2023-01-18T09:35:00.000Z","up"
5.88,5.89,5.85,5.86,1674009600,462900,144319.3661971831,"3.21","2023-01-18T09:40:00.000Z","up"
5.9,5.93,5.88,5.88,1674009900,517500,144319.3661971831,"3.59","2023-01-18T09:45:00.000Z","up"
5.85,5.9,5.85,5.9,1674010200,404200,144319.3661971831,"2.80","2023-01-18T09:50:00.000Z","down"
5.89,5.89,5.84,5.84,1674010500,156600,144319.3661971831,"1.09","2023-01-18T09:55:00.000Z","up"
5.89,5.91,5.89,5.89,1674010800,346500,144319.3661971831,"2.40","2023-01-18T10:00:00.000Z","-"
5.85,5.9,5.84,5.9,1674011100,180100,144319.3661971831,"1.25","2023-01-18T10:05:00.000Z","down"
5.88,5.89,5.85,5.85,1674011400,247600,144319.3661971831,"1.72","2023-01-18T10:10:00.000Z","up"
5.91,5.91,5.88,5.88,1674011700,208700,144319.3661971831,"1.45","2023-01-18T10:15:00.000Z","up"
5.93,5.94,5.91,5.91,1674012000,297500,144319.3661971831,"2.06","2023-01-18T10:20:00.000Z","up"
5.93,5.94,5.92,5.93,1674012300,70600,144319.3661971831,"0.49","2023-01-18T10:25:00.000Z","-"
5.93,5.94,5.92,5.93,1674012600,104800,144319.3661971831,"0.73","2023-01-18T10:30:00.000Z","-"
5.99,5.99,5.93,5.93,1674012900,254100,144319.3661971831,"1.76","2023-01-18T10:35:00.000Z","up"
6.01,6.02,5.98,5.99,1674013200,648500,144319.3661971831,"4.49","2023-01-18T10:40:00.000Z","up"
6.03,6.05,6.01,6.02,1674013500,233600,144319.3661971831,"1.62","2023-01-18T10:45:00.000Z","up"
6.05,6.05,6.03,6.04,1674013800,144000,144319.3661971831,"1.00","2023-01-18T10:50:00.000Z","up"
6.06,6.07,6.04,6.05,1674014100,285900,144319.3661971831,"1.98","2023-01-18T10:55:00.000Z","up"
6.08,6.09,6.05,6.06,1674014400,203000,144319.3661971831,"1.41","2023-01-18T11:00:00.000Z","up"
6.09,6.09,6.08,6.08,1674014700,1746700,144319.3661971831,"12.10","2023-01-18T11:05:00.000Z","up"
6.09,6.09,6.09,6.09,1674015000,56800,144319.3661971831,"0.39","2023-01-18T11:10:00.000Z","-"
6.09,6.09,6.09,6.09,1674015300,141400,144319.3661971831,"0.98","2023-01-18T11:15:00.000Z","-"
6.09,6.09,6.09,6.09,1674015600,6000,144319.3661971831,"0.04","2023-01-18T11:20:00.000Z","-"
6.09,6.09,6.09,6.09,1674015900,13700,144319.3661971831,"0.09","2023-01-18T11:25:00.000Z","-"
6.09,6.09,6.09,6.09,1674016200,2500,144319.3661971831,"0.02","2023-01-18T11:30:00.000Z","-"
6.09,6.09,6.09,6.09,1674021600,156100,144319.3661971831,"1.08","2023-01-18T13:00:00.000Z","-"
6.09,6.09,6.09,6.09,1674021900,28500,144319.3661971831,"0.20","2023-01-18T13:05:00.000Z","-"
6.09,6.09,6.09,6.09,1674022200,89700,144319.3661971831,"0.62","2023-01-18T13:10:00.000Z","-"
6.09,6.09,6.09,6.09,1674022500,5700,144319.3661971831,"0.04","2023-01-18T13:15:00.000Z","-"
6.09,6.09,6.09,6.09,1674022800,25200,144319.3661971831,"0.17","2023-01-18T13:20:00.000Z","-"
6.09,6.09,6.09,6.09,1674023100,28900,144319.3661971831,"0.20","2023-01-18T13:25:00.000Z","-"
6.09,6.09,6.09,6.09,1674023400,17600,144319.3661971831,"0.12","2023-01-18T13:30:00.000Z","-"
6.09,6.09,6.09,6.09,1674023700,3800,144319.3661971831,"0.03","2023-01-18T13:35:00.000Z","-"
6.09,6.09,6.09,6.09,1674024000,6400,144319.3661971831,"0.04","2023-01-18T13:40:00.000Z","-"
6.09,6.09,6.09,6.09,1674024300,5000,144319.3661971831,"0.03","2023-01-18T13:45:00.000Z","-"
6.09,6.09,6.09,6.09,1674024600,14000,144319.3661971831,"0.10","2023-01-18T13:50:00.000Z","-"
