"c","h","l","o","t","v","av","r","date","updown"
6.2,6.2,6.2,6.2,1674013500,100,1426.4705882352941,"0.07","2023-01-18T10:45:00.000Z","-"
6.3,6.3,6.3,6.3,1674013800,100,1426.4705882352941,"0.07","2023-01-18T10:50:00.000Z","-"
6.2,6.3,6.2,6.3,1674015600,200,1426.4705882352941,"0.14","2023-01-18T11:20:00.000Z","down"
6.3,6.5,6.3,6.5,1674023400,300,1426.4705882352941,"0.21","2023-01-18T13:30:00.000Z","down"
6.3,6.3,6.3,6.3,1674025200,1500,1426.4705882352941,"1.05","2023-01-18T14:00:00.000Z","-"
6.5,6.5,6.5,6.5,1674026700,100,1426.4705882352941,"0.07","2023-01-18T14:25:00.000Z","-"
6.2,6.2,6.2,6.2,1674027900,2600,1426.4705882352941,"1.82","2023-01-18T14:45:00.000Z","-"
6,6,6,6,1674095400,1900,1426.4705882352941,"1.33","2023-01-19T09:30:00.000Z","-"
6,6,6,6,1674095700,600,1426.4705882352941,"0.42","2023-01-19T09:35:00.000Z","-"
6,6,6,6,1675044900,700,1426.4705882352941,"0.49","2023-01-30T09:15:00.000Z","-"
6.1,6.1,6.1,6.1,1675045200,100,1426.4705882352941,"0.07","2023-01-30T09:20:00.000Z","-"
6.1,6.1,6.1,6.1,1675045500,400,1426.4705882352941,"0.28","2023-01-30T09:25:00.000Z","-"
6.3,6.3,6.3,6.3,1675046100,100,1426.4705882352941,"0.07","2023-01-30T09:35:00.000Z","-"
6.3,6.3,6.3,6.3,1675047000,1000,1426.4705882352941,"0.70","2023-01-30T09:50:00.000Z","-"
6.3,6.3,6.3,6.3,1675048200,1100,1426.4705882352941,"0.77","2023-01-30T10:10:00.000Z","-"
6.6,6.6,6.5,6.5,1675048800,12300,1426.4705882352941,"8.62","2023-01-30T10:20:00.000Z","up"
6.6,6.6,6.6,6.6,1675049700,900,1426.4705882352941,"0.63","2023-01-30T10:35:00.000Z","-"
6.6,6.6,6.6,6.6,1675050300,1700,1426.4705882352941,"1.19","2023-01-30T10:45:00.000Z","-"
6.6,6.6,6.6,6.6,1675050600,1700,1426.4705882352941,"1.19","2023-01-30T10:50:00.000Z","-"
6.6,6.6,6.6,6.6,1675051500,6700,1426.4705882352941,"4.70","2023-01-30T11:05:00.000Z","-"
6.6,6.6,6.6,6.6,1675051800,7000,1426.4705882352941,"4.91","2023-01-30T11:10:00.000Z","-"
6.6,6.6,6.6,6.6,1675058400,1300,1426.4705882352941,"0.91","2023-01-30T13:00:00.000Z","-"
6.6,6.6,6.6,6.6,1675064700,300,1426.4705882352941,"0.21","2023-01-30T14:45:00.000Z","-"
6.7,6.7,6.6,6.6,1675135500,1300,1426.4705882352941,"0.91","2023-01-31T10:25:00.000Z","up"
6.7,6.7,6.7,6.7,1675135800,100,1426.4705882352941,"0.07","2023-01-31T10:30:00.000Z","-"
6.7,6.7,6.7,6.7,1675137000,800,1426.4705882352941,"0.56","2023-01-31T10:50:00.000Z","-"
6.8,6.8,6.8,6.8,1675151100,100,1426.4705882352941,"0.07","2023-01-31T14:45:00.000Z","-"
6.8,6.8,6.8,6.8,1675218000,1300,1426.4705882352941,"0.91","2023-02-01T09:20:00.000Z","-"
6.7,6.7,6.7,6.7,1675223400,500,1426.4705882352941,"0.35","2023-02-01T10:50:00.000Z","-"
6.7,6.7,6.7,6.7,1675224000,100,1426.4705882352941,"0.07","2023-02-01T11:00:00.000Z","-"
6.6,6.6,6.6,6.6,1675232100,100,1426.4705882352941,"0.07","2023-02-01T13:15:00.000Z","-"
6.6,6.6,6.6,6.6,1675233300,1000,1426.4705882352941,"0.70","2023-02-01T13:35:00.000Z","-"
6.6,6.6,6.6,6.6,1675233600,100,1426.4705882352941,"0.07","2023-02-01T13:40:00.000Z","-"
6.6,6.6,6.6,6.6,1675235100,400,1426.4705882352941,"0.28","2023-02-01T14:05:00.000Z","-"
