"c","h","l","o","t","v","av","r","date","updown"
36.4,36.4,36.4,36.4,1674026700,100,3581.609195402299,"0.03","2023-01-18T14:25:00.000Z","-"
35,35,35,35,1674027900,1200,3581.609195402299,"0.34","2023-01-18T14:45:00.000Z","-"
35,35,35,35,1674097800,100,3581.609195402299,"0.03","2023-01-19T10:10:00.000Z","-"
35,35,35,35,1674108900,1100,3581.609195402299,"0.31","2023-01-19T13:15:00.000Z","-"
35,35,35,35,1674109500,1000,3581.609195402299,"0.28","2023-01-19T13:25:00.000Z","-"
35,35,35,35,1674111000,200,3581.609195402299,"0.06","2023-01-19T13:50:00.000Z","-"
35,35,35,35,1674111600,100,3581.609195402299,"0.03","2023-01-19T14:00:00.000Z","-"
35,35,35,35,1674113100,100,3581.609195402299,"0.03","2023-01-19T14:25:00.000Z","-"
35.5,35.5,35.5,35.5,1674114300,100,3581.609195402299,"0.03","2023-01-19T14:45:00.000Z","-"
37.95,37.95,37.95,37.95,1674785700,7800,3581.609195402299,"2.18","2023-01-27T09:15:00.000Z","-"
36,37.95,36,37.95,1674786000,1300,3581.609195402299,"0.36","2023-01-27T09:20:00.000Z","down"
36,37.9,36,36,1674786300,3600,3581.609195402299,"1.01","2023-01-27T09:25:00.000Z","-"
37,37,37,37,1674786600,6500,3581.609195402299,"1.81","2023-01-27T09:30:00.000Z","-"
37,37,37,37,1674786900,100,3581.609195402299,"0.03","2023-01-27T09:35:00.000Z","-"
37,37,36.9,36.9,1674787200,7100,3581.609195402299,"1.98","2023-01-27T09:40:00.000Z","up"
37,37.4,37,37.4,1674787500,600,3581.609195402299,"0.17","2023-01-27T09:45:00.000Z","down"
37,37,37,37,1674787800,1000,3581.609195402299,"0.28","2023-01-27T09:50:00.000Z","-"
37.3,37.3,37.3,37.3,1674789300,100,3581.609195402299,"0.03","2023-01-27T10:15:00.000Z","-"
37.3,37.3,37.3,37.3,1674789600,500,3581.609195402299,"0.14","2023-01-27T10:20:00.000Z","-"
36.65,36.65,36.65,36.65,1674790800,500,3581.609195402299,"0.14","2023-01-27T10:40:00.000Z","-"
37.25,37.25,37.25,37.25,1674791400,100,3581.609195402299,"0.03","2023-01-27T10:50:00.000Z","-"
37.2,37.2,37.2,37.2,1674793500,200,3581.609195402299,"0.06","2023-01-27T11:25:00.000Z","-"
37.2,37.2,37.2,37.2,1674793800,100,3581.609195402299,"0.03","2023-01-27T11:30:00.000Z","-"
37,37,37,37,1674799500,200,3581.609195402299,"0.06","2023-01-27T13:05:00.000Z","-"
36.85,36.85,36.85,36.85,1674799800,100,3581.609195402299,"0.03","2023-01-27T13:10:00.000Z","-"
37,37,37,37,1674800100,800,3581.609195402299,"0.22","2023-01-27T13:15:00.000Z","-"
37,37,37,37,1674800400,600,3581.609195402299,"0.17","2023-01-27T13:20:00.000Z","-"
37,37,37,37,1674801600,100,3581.609195402299,"0.03","2023-01-27T13:40:00.000Z","-"
37,37,37,37,1674802800,300,3581.609195402299,"0.08","2023-01-27T14:00:00.000Z","-"
37,37,37,37,1674803100,100,3581.609195402299,"0.03","2023-01-27T14:05:00.000Z","-"
37,37,37,37,1674804300,1000,3581.609195402299,"0.28","2023-01-27T14:25:00.000Z","-"
37,37,37,37,1674805500,1200,3581.609195402299,"0.34","2023-01-27T14:45:00.000Z","-"
36.1,36.1,36,36,1675044900,16700,3581.609195402299,"4.66","2023-01-30T09:15:00.000Z","up"
37,37,36,36.1,1675045200,12200,3581.609195402299,"3.41","2023-01-30T09:20:00.000Z","up"
37,37,36.95,36.95,1675045800,1000,3581.609195402299,"0.28","2023-01-30T09:30:00.000Z","up"
38.5,38.5,38.5,38.5,1675046100,100,3581.609195402299,"0.03","2023-01-30T09:35:00.000Z","-"
37,37,37,37,1675046400,28800,3581.609195402299,"8.04","2023-01-30T09:40:00.000Z","-"
37,37,37,37,1675046700,1200,3581.609195402299,"0.34","2023-01-30T09:45:00.000Z","-"
38.4,38.4,38.4,38.4,1675047000,100,3581.609195402299,"0.03","2023-01-30T09:50:00.000Z","-"
37,37,37,37,1675051500,200,3581.609195402299,"0.06","2023-01-30T11:05:00.000Z","-"
37.5,37.5,37.5,37.5,1675059900,1000,3581.609195402299,"0.28","2023-01-30T13:25:00.000Z","-"
